episode,environment_steps,epsilon,episode_reward,moving_average_reward_20,mean_abs_td_error,visited_states,state_coverage_pct,visited_full_states,full_state_coverage_pct,greedy_policy_changes,mean_kp,mean_ki,final_kp,final_ki,validation_baseline_objective,validation_learned_objective,deployment_accepted,checkpoint_validation_objective,best_checkpoint_validation_objective,fit_scenarios,validation_scenarios,selected_policy_family
1.0,240.0,0.25,-107.88471485269199,-107.88471485269199,2.22071759401493,15.0,60.0,18.0,24.0,17.0,0.44226490760626813,0.002860207290011782,0.44631548454826414,0.002512746473517683,nan,nan,nan,nan,inf,20.0,6.0,
2.0,480.0,0.24966666666666668,-96.3201787028637,-102.10244677777784,1.9848760571453727,17.0,68.0,23.0,30.666666666666664,7.0,0.4434016476081273,0.0027669321162515797,0.44185232970278154,0.0025381277510279623,nan,nan,nan,nan,inf,20.0,6.0,
3.0,720.0,0.24933333333333332,-53.230768866694206,-85.81188747408329,1.0905773038898392,18.0,72.0,27.0,36.0,5.0,0.412368650838588,0.0028746899161808137,0.4016839360934377,0.0027688666374850496,nan,nan,nan,nan,inf,20.0,6.0,
4.0,960.0,0.249,-64.66690069542737,-80.52564077941932,1.326178580807978,18.0,72.0,28.0,37.333333333333336,9.0,0.4231306450179299,0.0028790740410931845,0.4091225275025755,0.002346149677977784,nan,nan,nan,nan,inf,20.0,6.0,
5.0,1200.0,0.24866666666666667,-44.39127120475019,-73.29876686448549,0.873833316008457,18.0,72.0,28.0,37.333333333333336,3.0,0.44947362657240336,0.0028937047794498735,0.3976670967325034,0.0025381277510279623,nan,nan,nan,nan,inf,20.0,6.0,
6.0,1440.0,0.24833333333333332,-35.075605419328184,-66.92823995695927,0.7264641189450464,18.0,72.0,28.0,37.333333333333336,4.0,0.44316771933203186,0.0026395316366266083,0.45082372176592334,0.0030100190006268337,nan,nan,nan,nan,inf,20.0,6.0,
7.0,1680.0,0.248,-50.975203228943265,-64.64923471009985,1.0252703679277968,18.0,72.0,28.0,37.333333333333336,4.0,0.44129935993589015,0.0028641069262342034,0.4016839360934377,0.0030765184860944996,nan,nan,nan,nan,inf,20.0,6.0,
8.0,1920.0,0.24766666666666667,-206.2296761459323,-82.3467898895789,4.283017381615822,18.0,72.0,28.0,37.333333333333336,9.0,0.4709618869060878,0.0029279405157368863,0.4959060939425157,0.0027688666374850496,nan,nan,nan,nan,inf,20.0,6.0,
9.0,2160.0,0.24733333333333332,-205.33602230253572,-96.01226015768522,4.164371291156189,19.0,76.0,30.0,40.0,7.0,0.442141225245261,0.002971935187323709,0.45082372176592334,0.0030457533012335546,nan,nan,nan,nan,inf,20.0,6.0,
10.0,2400.0,0.247,-45.69769640073506,-90.9808037819902,0.9243725701196727,19.0,76.0,30.0,40.0,3.0,0.43979357676076675,0.0026446222648699256,0.5802101299127435,0.0025381277510279623,nan,nan,nan,nan,inf,20.0,6.0,
11.0,2640.0,0.24666666666666667,-77.02741615497516,-89.71231399771611,1.5684342959096853,19.0,76.0,30.0,40.0,6.0,0.4389166785274596,0.0027534559147796116,0.5400417363033997,0.00338417033470395,nan,nan,nan,nan,inf,20.0,6.0,
12.0,2880.0,0.24633333333333332,-233.94937440714398,-101.73206903183511,4.787350174305989,19.0,76.0,30.0,40.0,6.0,0.4510707590772098,0.002898793140683631,0.5860708382957004,0.002791940526130759,nan,nan,nan,nan,inf,20.0,6.0,
13.0,3120.0,0.246,-61.14607872509338,-98.61006977747034,1.2190320870439957,19.0,76.0,30.0,40.0,4.0,0.46581999268283897,0.003118470793975366,0.48603756267305975,0.0027688666374850496,nan,nan,nan,nan,inf,20.0,6.0,
14.0,3360.0,0.24566666666666667,-108.3418489772098,-99.30519686316602,2.1831564521576103,20.0,80.0,32.0,42.66666666666667,7.0,0.4029360614894844,0.0028564948039869107,0.4016839360934377,0.0030457533012335546,nan,nan,nan,nan,inf,20.0,6.0,
15.0,3600.0,0.24533333333333332,-243.74570166892505,-108.93456385021662,4.983197674186708,20.0,80.0,32.0,42.66666666666667,7.0,0.41294674303622453,0.0027638035525252083,0.45082372176592334,0.0025381277510279623,nan,nan,nan,nan,inf,20.0,6.0,
16.0,3840.0,0.245,-58.00153357875034,-105.75124945824999,1.1660782315372276,20.0,80.0,32.0,42.66666666666667,3.0,0.4452163697494784,0.002856597467679141,0.47636541517586595,0.0024919799737365446,nan,nan,nan,nan,inf,20.0,6.0,
17.0,4080.0,0.24466666666666667,-30.03102655174851,-101.29711869904402,0.623154887008121,20.0,80.0,32.0,42.66666666666667,4.0,0.4492536077847391,0.0026862569544468377,0.43743380640575374,0.0023073888645708746,nan,nan,nan,nan,inf,20.0,6.0,
18.0,4320.0,0.24433333333333335,-11.591542880770632,-96.31347559802883,0.35184472488252255,20.0,80.0,32.0,42.66666666666667,2.0,0.40224638424124187,0.0028941749434829634,0.33811779132444253,0.0030457533012335546,nan,nan,nan,nan,inf,20.0,6.0,
19.0,4560.0,0.244,-173.75915804823703,-100.38956414803978,3.5024543552897787,20.0,80.0,32.0,42.66666666666667,6.0,0.4047528224036319,0.0029626684302318565,0.36821027475231793,0.0033168253450433414,nan,nan,nan,nan,inf,20.0,6.0,
20.0,4800.0,0.24366666666666667,-77.10699406034891,-99.22543564365523,1.5343908468902898,21.0,84.0,33.0,44.0,2.0,0.4232702688832182,0.0028584883157748236,0.44631548454826414,0.0029799188106205657,nan,nan,nan,nan,inf,20.0,6.0,
21.0,5040.0,0.24333333333333335,-148.21971959651057,-101.24218588084616,3.002536642118765,21.0,84.0,33.0,44.0,5.0,0.45607814152907594,0.0028205914504462683,0.4909470330030906,0.0027363809096607574,nan,nan,nan,nan,inf,20.0,6.0,
22.0,5280.0,0.243,-147.62081092594346,-103.80721749200013,3.0352454627832466,21.0,84.0,33.0,44.0,8.0,0.48945428052303663,0.002825284653519439,0.4091225275025755,0.0030457533012335546,nan,nan,nan,nan,inf,20.0,6.0,
23.0,5520.0,0.24266666666666667,-145.32884902918505,-108.41212150012468,2.909001466123808,21.0,84.0,34.0,45.33333333333333,10.0,0.4702826198901256,0.0028344683293991158,0.405741349589331,0.0023073888645708746,nan,nan,nan,nan,inf,20.0,6.0,
24.0,5760.0,0.24233333333333335,-153.2531321773084,-112.84143307421876,3.106698611757569,21.0,84.0,34.0,45.33333333333333,10.0,0.44421273949009993,0.0029574720333648253,0.42297318470638995,0.0023073888645708746,nan,nan,nan,nan,inf,20.0,6.0,
25.0,6000.0,0.242,-79.80716021680648,-114.61222752482158,1.685399434775988,21.0,84.0,34.0,45.33333333333333,5.0,0.47679759934355975,0.0027428707158062018,0.3731004164976597,0.0030765184860944996,nan,nan,nan,33.869918820078105,33.869918820078105,20.0,6.0,
26.0,6240.0,0.24166666666666667,-73.29643436120763,-116.52326897191554,1.481966343663597,21.0,84.0,35.0,46.666666666666664,3.0,0.4406795755633797,0.003186963532044724,0.5860708382957004,0.0027688666374850496,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
27.0,6480.0,0.24133333333333334,-88.60530445960032,-118.40477403344838,1.8639371926553956,21.0,84.0,35.0,46.666666666666664,4.0,0.424931713084163,0.0026981071930108898,0.3858559862924514,0.0023073888645708746,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
28.0,6720.0,0.241,-50.588893649566984,-110.62273490863012,1.019316295879516,21.0,84.0,35.0,46.666666666666664,8.0,0.45016402483935075,0.0028860997162325924,0.405741349589331,0.0026866285294851067,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
29.0,6960.0,0.24066666666666667,-89.52918786599048,-104.83239318680285,1.928195221408066,21.0,84.0,35.0,46.666666666666664,7.0,0.4678342180171901,0.0029240641762814917,0.3719295704568868,0.0030765184860944996,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
30.0,7200.0,0.24033333333333334,-86.82459560857845,-106.88873814719503,1.8716036916873893,21.0,84.0,35.0,46.666666666666664,7.0,0.4212440388589586,0.002904448326461221,0.36151554248409395,0.0030765184860944996,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
31.0,7440.0,0.24,-111.03565312852119,-108.58914999587232,2.243519654656224,21.0,84.0,35.0,46.666666666666664,7.0,0.41890713840583277,0.0029686395878472335,0.3608828902847469,0.0027688666374850496,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
32.0,7680.0,0.23966666666666667,-42.935218693035125,-99.03844221016689,0.9272869257764053,21.0,84.0,35.0,46.666666666666664,5.0,0.40837216375688773,0.002660686974290323,0.4959060939425157,0.0027688666374850496,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
33.0,7920.0,0.23933333333333334,-87.09030622279893,-100.33565358505217,1.7055174563413313,21.0,84.0,35.0,46.666666666666664,7.0,0.39220847563839606,0.002982729877035309,0.3651672146303979,0.0025381277510279623,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
34.0,8160.0,0.239,-93.98463189288553,-99.61779273083596,1.867941838252442,21.0,84.0,35.0,46.666666666666664,6.0,0.4421358499237518,0.0031121546970368243,0.3719295704568868,0.0029851428105390075,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
35.0,8400.0,0.23866666666666667,-52.29177736852933,-90.04509651581617,1.0569974550320642,21.0,84.0,35.0,46.666666666666664,2.0,0.4460057506842072,0.0024729213514113105,0.3976670967325034,0.0023073888645708746,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
36.0,8640.0,0.23833333333333334,-169.64697251175227,-95.62736846246626,3.4282188402477938,21.0,84.0,35.0,46.666666666666664,8.0,0.40945252880308686,0.00275561944435789,0.43305946834169623,0.0030765184860944996,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
37.0,8880.0,0.238,-243.27639387179124,-106.2896368284684,4.9599133294079865,21.0,84.0,35.0,46.666666666666664,7.0,0.45082640660902973,0.0028136523219492297,0.45082372176592334,0.0027090171005641505,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
38.0,9120.0,0.23766666666666666,-106.59880317822798,-111.03999984334128,2.1389298131404932,21.0,84.0,35.0,46.666666666666664,3.0,0.42001252619293883,0.0027396818533700234,0.5860708382957004,0.0023073888645708746,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
39.0,9360.0,0.23733333333333334,-227.7770342453337,-113.7408936531961,4.5053167536214,21.0,84.0,35.0,46.666666666666664,9.0,0.4410742483945162,0.002687269350659873,0.4909470330030906,0.0030765184860944996,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
40.0,9600.0,0.237,-64.4238228595012,-113.10673509315373,1.5844895334214986,21.0,84.0,35.0,46.666666666666664,5.0,0.4224758782880253,0.002701554757252294,0.465270503177029,0.003350328631356911,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
41.0,9840.0,0.23666666666666666,-31.891829310268754,-107.29034057884164,0.657401466654124,21.0,84.0,35.0,46.666666666666664,2.0,0.46521429223067273,0.0027398221799419414,0.4016839360934377,0.0027411779711101992,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
42.0,10080.0,0.23633333333333334,-57.46414625704755,-102.78250734539681,1.4227497925035244,21.0,84.0,35.0,46.666666666666664,3.0,0.41460080024392626,0.002480123058031368,0.45082372176592334,0.0023073888645708746,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
43.0,10320.0,0.236,-32.43670416611201,-97.13790010224318,0.6684923203269656,21.0,84.0,35.0,46.666666666666664,2.0,0.43983262790688266,0.0027177458674801478,0.4959060939425157,0.0029799188106205653,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
44.0,10560.0,0.23566666666666666,-45.61899569383398,-91.75619327806947,0.9712680537001367,21.0,84.0,35.0,46.666666666666664,2.0,0.4925057656104925,0.0028951283982724084,0.5860708382957004,0.0030765184860944996,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
45.0,10800.0,0.23533333333333334,-185.7174350055065,-97.05170701750447,3.719328451181416,21.0,84.0,35.0,46.666666666666664,9.0,0.4328942728718668,0.0028145371159367352,0.4959060939425157,0.0025381277510279623,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
46.0,11040.0,0.235,-124.48641842798435,-99.61120622084329,2.4554164431971643,21.0,84.0,35.0,46.666666666666664,1.0,0.44315838011297864,0.002791620879705702,0.405741349589331,0.002713766191399098,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
47.0,11280.0,0.23466666666666666,-80.24637399101194,-99.19325969741388,1.9300600215247654,21.0,84.0,35.0,46.666666666666664,7.0,0.45481166474356965,0.0027924205930394586,0.4959060939425157,0.0023073888645708746,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
48.0,11520.0,0.23433333333333334,-121.9699358753047,-102.76231180870077,2.5956891918649068,21.0,84.0,35.0,46.666666666666664,6.0,0.4384402891489178,0.002739145268950831,0.44185232970278154,0.0030765184860944996,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
49.0,11760.0,0.23399999999999999,-24.45692218919196,-99.50869852486083,0.5024093176890004,21.0,84.0,35.0,46.666666666666664,1.0,0.4741731736611521,0.002681226613605294,0.4909470330030906,0.0025381277510279623,nan,nan,nan,nan,33.869918820078105,20.0,6.0,
50.0,12000.0,0.23366666666666666,-23.8404449211792,-96.35949099049087,0.6145319705833937,21.0,84.0,35.0,46.666666666666664,1.0,0.3860706560507956,0.0028982983339604505,0.405741349589331,0.0030765184860944996,nan,nan,nan,32.547383551923524,32.547383551923524,20.0,6.0,
51.0,12240.0,0.23333333333333334,-27.74098157497993,-92.1947574128138,0.6490964201335319,21.0,84.0,35.0,46.666666666666664,4.0,0.45702210650864394,0.00287586069170011,0.4959060939425157,0.0030765184860944996,nan,nan,nan,nan,32.547383551923524,20.0,6.0,
52.0,12480.0,0.23299999999999998,-215.66665331378633,-100.83132914385138,4.393379098572953,21.0,84.0,35.0,46.666666666666664,10.0,0.4153298230579215,0.002878606583038548,0.4900878756953353,0.0025381277510279623,nan,nan,nan,nan,32.547383551923524,20.0,6.0,
53.0,12720.0,0.23266666666666666,-26.63040989998853,-97.80833432771085,0.5928144009773418,21.0,84.0,35.0,46.666666666666664,3.0,0.5309069206411176,0.0029936992493901867,0.5860708382957004,0.0030765184860944996,nan,nan,nan,nan,32.547383551923524,20.0,6.0,
54.0,12960.0,0.23233333333333334,-40.91140862564575,-95.15467316434885,0.9399434839610571,21.0,84.0,35.0,46.666666666666664,3.0,0.4966206223981698,0.002998325955678817,0.5802101299127435,0.0030765184860944996,nan,nan,nan,nan,32.547383551923524,20.0,6.0,
55.0,13200.0,0.232,-70.95798270009693,-96.08798343092724,1.5805396292529086,21.0,84.0,35.0,46.666666666666664,3.0,0.4558564726659242,0.002911235475759106,0.4699702052293222,0.0027688666374850496,nan,nan,nan,nan,32.547383551923524,20.0,6.0,
