episode,environment_steps,epsilon,episode_reward,moving_average_reward_20,mean_abs_td_error,visited_states,state_coverage_pct,visited_full_states,full_state_coverage_pct,greedy_policy_changes,mean_kp,mean_ki,final_kp,final_ki,validation_baseline_objective,validation_learned_objective,deployment_accepted,checkpoint_validation_objective,best_checkpoint_validation_objective,fit_scenarios,validation_scenarios,selected_policy_family
85.0,20400.0,0.222,-52.274919896983334,-123.77190687956379,1.533200950283443,25.0,100.0,43.0,57.333333333333336,5.0,0.557206384080432,0.003602609388634498,0.45646946340606137,0.004053625945382633,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
86.0,20640.0,0.22166666666666668,-42.370434239694276,-121.2483160604286,0.9983460914920572,25.0,100.0,43.0,57.333333333333336,5.0,0.5206053651788772,0.0036757850811265595,0.5165806684636498,0.004053625945382633,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
87.0,20880.0,0.22133333333333333,-18.424276592324716,-119.93316021356023,0.30903091333344274,25.0,100.0,43.0,57.333333333333336,2.0,0.499343129680836,0.003645133060866463,0.6671473867254124,0.003040219459036975,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
88.0,21120.0,0.221,-35.19261436501632,-109.92782101588423,0.6786707016790067,25.0,100.0,43.0,57.333333333333336,5.0,0.5554201853489937,0.0034075591742215635,0.6727321502657095,0.003040219459036975,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
89.0,21360.0,0.22066666666666668,-67.05866871728297,-91.4714774296594,1.3390763064481466,25.0,100.0,44.0,58.666666666666664,4.0,0.509200375177554,0.003547395969372718,0.4191638782424806,0.004053625945382633,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
90.0,21600.0,0.22033333333333333,-107.46326852899055,-83.5482049194537,2.495224285574381,25.0,100.0,44.0,58.666666666666664,4.0,0.4973439950459593,0.0035704099113068044,0.5174862694351612,0.004225783439283035,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
91.0,21840.0,0.22,-65.60777029531839,-73.38163996306972,1.5728723071015487,25.0,100.0,44.0,58.666666666666664,2.0,0.5621114785843148,0.0033900111488416097,0.5174862694351612,0.0032776910009823536,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
92.0,22080.0,0.21966666666666668,-64.21150671705718,-71.71564112145276,1.3259937697701571,25.0,100.0,44.0,58.666666666666664,0.0,0.5452565124455985,0.0033186824488496297,0.5692348963786773,0.004053625945382633,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
93.0,22320.0,0.21933333333333332,-105.3061995994502,-74.06748010843282,2.4241796476065143,25.0,100.0,44.0,58.666666666666664,8.0,0.5255492305351243,0.0035503033903567737,0.44738572108428093,0.004414398654521688,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
94.0,22560.0,0.219,-127.74393696756849,-72.43322658374368,2.836297296101865,25.0,100.0,44.0,58.666666666666664,8.0,0.5060550705148451,0.0036318154734405156,0.42692617228400803,0.004006066778978433,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
95.0,22800.0,0.21866666666666668,-166.95911993123772,-75.73051559151386,3.561025399650703,25.0,100.0,44.0,58.666666666666664,10.0,0.4980220892164535,0.00340569534545389,0.5174862694351612,0.003040219459036975,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
96.0,23040.0,0.21833333333333332,-69.53013213250347,-74.78638796763013,1.476033920381029,25.0,100.0,44.0,58.666666666666664,3.0,0.5006177478174667,0.0036409214350173673,0.4610802660667287,0.003040219459036975,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
97.0,23280.0,0.218,-91.65808963132922,-78.19513901973744,1.8187089398854284,25.0,100.0,44.0,58.666666666666664,4.0,0.47514630591331325,0.0036348917478339314,0.6136978341348158,0.004053625945382633,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
98.0,23520.0,0.21766666666666667,-93.77897531741489,-73.62133766020227,2.1721957088624806,25.0,100.0,44.0,58.666666666666664,8.0,0.4888013997289791,0.0037689004398263753,0.4696187895124089,0.003469462146067831,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
99.0,23760.0,0.21733333333333332,-268.8331928763554,-83.39990362545166,5.09202350462508,25.0,100.0,44.0,58.666666666666664,0.0,0.443003770191096,0.0034732605507410245,0.422656910561168,0.0033107989908912664,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
100.0,24000.0,0.217,-155.1518708846619,-83.47360804814089,3.84156868286585,25.0,100.0,44.0,58.666666666666664,11.0,0.50213971819072,0.0036973559111281393,0.626158386016545,0.003277691000982354,nan,nan,nan,34.459487613529475,34.30732697567398,48.0,16.0,
101.0,24240.0,0.21666666666666667,-27.265613235311566,-83.17477903997873,0.7952477821087554,25.0,100.0,44.0,58.666666666666664,3.0,0.4771303452849489,0.0035150694249742437,0.5174862694351612,0.003040219459036975,nan,nan,nan,nan,34.30732697567398,48.0,16.0,
