episode,decision,learning_scenario,state_error_bin,state_delta_bin,state_command_bin,error_c,error_rate_c_per_min,action,target_kp_scale,target_ki_scale,applied_kp,applied_ki,reward,next_error_bin,next_delta_bin,next_command_bin,next_error_c,next_error_rate_c_per_min,td_error
1.0,45.0,32.0,2.0,2.0,1.0,0.14931533057217905,0.004739108986137807,0.0,0.75,0.75,0.41497223946005585,0.0034983743306183962,-0.18855507002961097,2.0,2.0,1.0,0.1492805678657696,-6.95254128189049e-06,-0.15076908483263643
1.0,46.0,32.0,2.0,2.0,1.0,0.1492805678657696,-6.95254128189049e-06,6.0,1.3,0.75,0.4564694634060615,0.003148536897556557,-0.2258338572186144,2.0,2.0,1.0,0.2149294751031583,0.013129781447477739,-0.21951129850826387
1.0,47.0,32.0,2.0,2.0,1.0,0.2149294751031583,0.013129781447477739,4.0,1.0,1.0,0.5021164097466677,0.003463390587312213,-0.2510281942018379,2.0,2.0,1.0,0.2251882377471297,0.002051752528794282,-0.23992611152117188
1.0,48.0,32.0,2.0,2.0,1.0,0.2251882377471297,0.002051752528794282,1.0,0.75,1.0,0.451904768772001,0.0038097296460434344,-0.28552950696437684,2.0,2.0,1.0,0.2742775323961162,0.009817858929797297,-0.17468969373752324
2.0,1.0,18.0,0.0,2.0,0.0,-4.151558293665559,0.0,1.0,0.75,1.0,0.46573764249164507,0.004053625945382633,-9.089898463316738,0.0,3.0,0.0,-3.7340611910752095,0.08349942051806991,-9.816837023431349
2.0,2.0,18.0,0.0,3.0,0.0,-3.7340611910752095,0.08349942051806991,3.0,1.0,0.75,0.5123114067408097,0.00364826335084437,-7.8813690506767164,0.0,3.0,0.0,-3.217645453190684,0.10328314757690507,-7.834968717052379
2.0,3.0,18.0,0.0,3.0,0.0,-3.217645453190684,0.10328314757690507,4.0,1.0,1.0,0.5174862694351612,0.004013089685928808,-6.549826219581324,0.0,3.0,0.0,-2.7212567004407227,0.0992777505499923,-6.487666918733085
2.0,4.0,18.0,0.0,3.0,0.0,-2.7212567004407227,0.0992777505499923,0.0,0.75,0.75,0.46573764249164507,0.003611780717335927,-5.268857054782264,0.0,3.0,0.0,-2.152405693313181,0.11377020142550834,-5.194031790992597
2.0,5.0,18.0,0.0,3.0,0.0,-2.152405693313181,0.11377020142550834,0.0,0.75,0.75,0.4191638782424806,0.003250602645602334,-3.8669698501586347,1.0,3.0,0.0,-1.5763579701761188,0.11520954462741244,-2.141137957529525
2.0,6.0,18.0,1.0,3.0,0.0,-1.5763579701761188,0.11520954462741244,3.0,1.0,0.75,0.4610802660667287,0.003040219459036975,-2.6529510935185567,1.0,3.0,0.0,-1.1831299963445296,0.07864559476631783,-2.643725158276995
2.0,7.0,18.0,1.0,3.0,0.0,-1.1831299963445296,0.07864559476631783,1.0,0.75,1.0,0.41497223946005585,0.0033442414049406725,-1.635198911767861,1.0,3.0,0.0,-0.7474930756220246,0.08712738414450101,-1.6234025337409719
2.0,8.0,18.0,1.0,3.0,0.0,-0.7474930756220246,0.08712738414450101,0.0,0.75,0.75,0.3881147020763709,0.003040219459036975,-0.59348248076823,2.0,3.0,0.0,-0.30349015577073857,0.08880058397025721,-0.30333624660746544
2.0,9.0,18.0,2.0,3.0,0.0,-0.30349015577073857,0.08880058397025721,6.0,1.3,0.75,0.42692617228400803,0.003040219459036975,-0.10856502997892103,2.0,3.0,0.0,0.07526701319322271,0.07575143379279226,-0.10856502997892103
2.0,10.0,18.0,2.0,3.0,0.0,0.07526701319322271,0.07575143379279226,7.0,1.3,1.0,0.4696187895124089,0.0033442414049406725,-0.3818476400197173,3.0,3.0,1.0,0.506305147825131,0.08620762692638166,-0.3818476400197173
2.0,11.0,18.0,3.0,3.0,1.0,0.506305147825131,0.08620762692638166,1.0,0.75,1.0,0.422656910561168,0.00367866554543474,-1.0075095373267566,3.0,3.0,1.0,0.8180495829797998,0.062348887030933754,-1.0075095373267566
2.0,12.0,18.0,3.0,3.0,1.0,0.8180495829797998,0.062348887030933754,7.0,1.3,1.0,0.4649226016172848,0.004046532099978214,-1.6483902474496772,3.0,3.0,1.0,1.0126940046944064,0.03892888434292132,-1.6483902474496772
2.0,13.0,18.0,3.0,3.0,1.0,1.0126940046944064,0.03892888434292132,2.0,0.75,1.3,0.41843034145555635,0.004451185309976036,-1.7725300254833027,3.0,2.0,1.0,0.9731266549892474,-0.007913469941031792,-1.7725300254833027
2.0,14.0,18.0,3.0,2.0,1.0,0.9731266549892474,-0.007913469941031792,1.0,0.75,1.0,0.3881147020763709,0.004053625945382633,-1.5314234559991347,3.0,1.0,1.0,0.8006221219659224,-0.034500906604665,-1.5314234559991347
2.0,15.0,18.0,3.0,1.0,1.0,0.8006221219659224,-0.034500906604665,6.0,1.3,0.75,0.42692617228400803,0.00364826335084437,-1.1405875494318192,3.0,2.0,1.0,0.6934905613094067,-0.02142631213130315,-1.1405875494318192
2.0,16.0,18.0,3.0,2.0,1.0,0.6934905613094067,-0.02142631213130315,6.0,1.3,0.75,0.4696187895124089,0.003283437015759933,-0.8919694856968834,3.0,2.0,1.0,0.6092510567226483,-0.016847900917351666,-0.8919694856968834
2.0,17.0,18.0,3.0,2.0,1.0,0.6092510567226483,-0.016847900917351666,2.0,0.75,1.3,0.422656910561168,0.0036117807173359265,-0.8004921344340493,3.0,2.0,1.0,0.6054546223703703,-0.0007592868704556111,-0.8004921344340493
2.0,18.0,18.0,3.0,2.0,1.0,0.6054546223703703,-0.0007592868704556111,5.0,1.0,1.3,0.4649226016172848,0.003972958789069519,-0.6613369394060131,3.0,2.0,1.0,0.5339248177731264,-0.014305960919448779,-0.6613369394060131
2.0,19.0,18.0,3.0,2.0,1.0,0.5339248177731264,-0.014305960919448779,3.0,1.0,0.75,0.5114148617790133,0.0035756629101625676,-0.6385157796696886,3.0,2.0,1.0,0.5546010488712163,0.004135246219617983,-0.6385157796696886
2.0,20.0,18.0,3.0,2.0,1.0,0.5546010488712163,0.004135246219617983,8.0,1.3,1.3,0.5625563479569147,0.003933229201178824,-0.5455892864349973,2.0,2.0,1.0,0.43303431355800015,-0.02431334706264323,-0.5791094997776552
2.0,21.0,18.0,2.0,2.0,1.0,0.43303431355800015,-0.02431334706264323,3.0,1.0,0.75,0.5174862694351612,0.003539906281060942,-0.4583476577181605,2.0,2.0,1.0,0.4326560904087948,-7.564462984106512e-05,-0.4520076584377673
2.0,22.0,18.0,2.0,2.0,1.0,0.4326560904087948,-7.564462984106512e-05,7.0,1.3,1.0,0.5692348963786773,0.003893896909167037,-0.4364340657886114,2.0,2.0,1.0,0.3846451558011026,-0.009602186921538447,-0.42952148444382443
2.0,23.0,18.0,2.0,2.0,1.0,0.3846451558011026,-0.009602186921538447,6.0,1.3,0.75,0.626158386016545,0.003504507218250333,-0.3797803982112068,2.0,2.0,1.0,0.29787158830867,-0.017354713498486517,-0.3718773581515967
2.0,24.0,18.0,2.0,2.0,1.0,0.29787158830867,-0.017354713498486517,1.0,0.75,1.0,0.5635425474148905,0.003854957940075367,-0.36088071803099253,2.0,2.0,1.0,0.3465015257209174,0.009725987482449483,-0.35297256344247113
2.0,25.0,18.0,2.0,2.0,1.0,0.3465015257209174,0.009725987482449483,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-0.35061910476174607,2.0,2.0,1.0,0.33844007746682436,-0.0016122896508186102,-0.34226591247438404
2.0,26.0,18.0,2.0,2.0,1.0,0.33844007746682436,-0.0016122896508186102,0.0,0.75,0.75,0.46573764249164507,0.00364826335084437,-0.35539345612753803,2.0,2.0,1.0,0.33778514550428795,-0.00013098639250728184,-0.34609755441719514
2.0,27.0,18.0,2.0,2.0,1.0,0.33778514550428795,-0.00013098639250728184,3.0,1.0,0.75,0.5123114067408097,0.003283437015759933,-0.33375332028720756,2.0,2.0,1.0,0.2914140498236186,-0.009274219136133865,-0.32415886586606235
2.0,28.0,18.0,2.0,2.0,1.0,0.2914140498236186,-0.009274219136133865,4.0,1.0,1.0,0.5174862694351612,0.0036117807173359265,-0.3443505692766,2.0,2.0,1.0,0.3278446717287835,0.007286124381032977,-0.3208059195038984
2.0,29.0,18.0,2.0,2.0,1.0,0.3278446717287835,0.007286124381032977,7.0,1.3,1.0,0.5692348963786773,0.003972958789069519,-0.374193196144205,2.0,2.0,1.0,0.36832550670898456,0.00809616699604021,-0.3641880601114226
2.0,30.0,18.0,2.0,2.0,1.0,0.36832550670898456,0.00809616699604021,7.0,1.3,1.0,0.626158386016545,0.004053625945382633,-0.3968536947661335,2.0,2.0,1.0,0.37591005282798307,0.0015169092237997007,-0.350108587382868
2.0,31.0,18.0,2.0,2.0,1.0,0.37591005282798307,0.0015169092237997007,1.0,0.75,1.0,0.5635425474148905,0.004053625945382633,-0.3406217732607376,2.0,2.0,1.0,0.2752248776233621,-0.02013703504092419,-0.33017221621543036
2.0,32.0,18.0,2.0,2.0,1.0,0.2752248776233621,-0.02013703504092419,6.0,1.3,0.75,0.6198968021563797,0.00364826335084437,-0.291731278958627,2.0,2.0,1.0,0.25322905701520426,-0.004399164121631572,-0.2811507219203255
2.0,33.0,18.0,2.0,2.0,1.0,0.25322905701520426,-0.004399164121631572,0.0,0.75,0.75,0.5579071219407417,0.003283437015759933,-0.27829203799274926,2.0,2.0,1.0,0.23199754513657211,-0.0042463023757264295,-0.2665042338906025
2.0,34.0,18.0,2.0,2.0,1.0,0.23199754513657211,-0.0042463023757264295,3.0,1.0,0.75,0.5174862694351612,0.003040219459036975,-0.23830478267414812,2.0,2.0,1.0,0.22440857114698787,-0.0015177947979168494,-0.22637638441876734
2.0,35.0,18.0,2.0,2.0,1.0,0.22440857114698787,-0.0015177947979168494,6.0,1.3,0.75,0.5692348963786773,0.003040219459036975,-0.28925409928711715,2.0,2.0,1.0,0.2866278116492218,0.012443848100446787,-0.2766492570509893
2.0,36.0,18.0,2.0,2.0,1.0,0.2866278116492218,0.012443848100446787,1.0,0.75,1.0,0.5123114067408095,0.0033442414049406725,-0.32801665858010476,2.0,2.0,1.0,0.34186204347057725,0.01104684636427109,-0.31518986157804646
2.0,37.0,18.0,2.0,2.0,1.0,0.34186204347057725,0.01104684636427109,4.0,1.0,1.0,0.5174862694351612,0.00367866554543474,-0.3475276480360884,2.0,2.0,1.0,0.3381858438601668,-0.0007352399220820871,-0.3344003385584827
2.0,38.0,18.0,2.0,2.0,1.0,0.3381858438601668,-0.0007352399220820871,3.0,1.0,0.75,0.5174862694351612,0.0033107989908912664,-0.3720994450687924,2.0,2.0,1.0,0.35776204926099453,0.003915241080165543,-0.3585411368455965
2.0,39.0,18.0,2.0,2.0,1.0,0.35776204926099453,0.003915241080165543,0.0,0.75,0.75,0.46573764249164507,0.003040219459036975,-0.3606802536362841,2.0,2.0,1.0,0.30907174244764235,-0.009738061362670436,-0.34697361905012497
2.0,40.0,18.0,2.0,2.0,1.0,0.30907174244764235,-0.009738061362670436,6.0,1.3,0.75,0.5123114067408097,0.003040219459036975,-0.3470916178073576,2.0,2.0,1.0,0.28759904375810663,-0.004294539737907143,-0.3324949009204626
2.0,41.0,18.0,2.0,2.0,1.0,0.28759904375810663,-0.004294539737907143,1.0,0.75,1.0,0.4610802660667287,0.0033442414049406725,-0.3373584163255009,2.0,2.0,1.0,0.32076075530180503,0.006632342308739681,-0.32226225232008066
2.0,42.0,18.0,2.0,2.0,1.0,0.32076075530180503,0.006632342308739681,7.0,1.3,1.0,0.5071882926734016,0.00367866554543474,-0.3140497443498839,2.0,2.0,1.0,0.24838019963533498,-0.014476111133294011,-0.29890167245514254
2.0,43.0,18.0,2.0,2.0,1.0,0.24838019963533498,-0.014476111133294011,3.0,1.0,0.75,0.5174862694351612,0.0033107989908912664,-0.26790874778126894,2.0,2.0,1.0,0.2335737033402303,-0.002961299259020933,-0.2422935476450842
2.0,44.0,18.0,2.0,2.0,1.0,0.2335737033402303,-0.002961299259020933,4.0,1.0,1.0,0.5174862694351612,0.0036418788899803935,-0.26249447167024026,2.0,2.0,1.0,0.29454596821682344,0.012194452975318626,-0.24695947975501353
2.0,45.0,18.0,2.0,2.0,1.0,0.29454596821682344,0.012194452975318626,0.0,0.75,0.75,0.46573764249164507,0.003277691000982354,-0.2840692176723082,2.0,2.0,1.0,0.24323938187174932,-0.010261317269014825,-0.26786437302898825
2.0,46.0,18.0,2.0,2.0,1.0,0.24323938187174932,-0.010261317269014825,0.0,0.75,0.75,0.4191638782424806,0.003040219459036975,-0.24142735104791685,2.0,2.0,1.0,0.21632012199692952,-0.0053838519749639605,-0.20539020494762128
2.0,47.0,18.0,2.0,2.0,1.0,0.21632012199692952,-0.0053838519749639605,6.0,1.3,0.75,0.4610802660667287,0.003040219459036975,-0.28311659419951635,2.0,2.0,1.0,0.27661486307921734,0.012058948216457565,-0.26612591402599406
2.0,48.0,18.0,2.0,2.0,1.0,0.27661486307921734,0.012058948216457565,7.0,1.3,1.0,0.5071882926734016,0.0033442414049406725,-0.27833860847473213,2.0,2.0,1.0,0.22244579838186596,-0.010833812939470278,0.009997457132240373
3.0,1.0,15.0,4.0,2.0,0.0,2.8920668565150116,0.0,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-6.609831700293775,4.0,2.0,1.0,2.987100326662137,0.01900669402942512,-6.609831760293775
3.0,2.0,15.0,4.0,2.0,1.0,2.987100326662137,0.01900669402942512,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-6.979823798689479,4.0,2.0,2.0,3.121478825493181,0.026875699766208783,-6.979823858689479
3.0,3.0,15.0,4.0,2.0,2.0,3.121478825493181,0.026875699766208783,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-7.06586936491195,4.0,2.0,2.0,3.0896484828461546,-0.006366068529405311,-7.06586942491195
3.0,4.0,15.0,4.0,2.0,2.0,3.0896484828461546,-0.006366068529405311,6.0,1.3,0.75,0.5692348963786773,0.00364826335084437,-6.680491568597385,4.0,1.0,2.0,2.8257756295884526,-0.052774570651540384,-6.6804906285973855
3.0,5.0,15.0,4.0,1.0,2.0,2.8257756295884526,-0.052774570651540384,3.0,1.0,0.75,0.5174862694351612,0.003283437015759933,-5.658344925629956,4.0,1.0,2.0,2.3560319560537017,-0.09394873470695017,-5.658343985629957
3.0,6.0,15.0,4.0,1.0,2.0,2.3560319560537017,-0.09394873470695017,4.0,1.0,1.0,0.5174862694351612,0.0036117807173359265,-4.175243768563511,3.0,1.0,2.0,1.7292484007424385,-0.12535671106225266,-4.175243828563511
3.0,7.0,15.0,3.0,1.0,2.0,1.7292484007424385,-0.12535671106225266,4.0,1.0,1.0,0.5174862694351612,0.003972958789069519,-2.601900848304707,3.0,1.0,2.0,1.0437520941220804,-0.13709926132407163,-2.601900908304707
3.0,8.0,15.0,3.0,1.0,2.0,1.0437520941220804,-0.13709926132407163,1.0,0.75,1.0,0.46573764249164507,0.004053625945382633,-0.9729490134271558,2.0,1.0,1.0,0.35106317777329465,-0.13853778326975713,-0.9729480734271558
3.0,9.0,15.0,2.0,1.0,1.0,0.35106317777329465,-0.13853778326975713,4.0,1.0,1.0,0.5123114067408097,0.004053625945382633,-0.14158861359175573,2.0,1.0,0.0,-0.1731153896383013,-0.1048357134823192,-0.14158867359175573
3.0,10.0,15.0,2.0,1.0,0.0,-0.1731153896383013,-0.1048357134823192,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-0.4569125184596831,1.0,1.0,0.0,-0.5856038835965762,-0.08249769879165499,-0.4569125784596831
3.0,11.0,15.0,1.0,1.0,0.0,-0.5856038835965762,-0.08249769879165499,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-0.8628909355102792,1.0,2.0,0.0,-0.6741321021489135,-0.017705643710467456,-0.8628909955102793
3.0,12.0,15.0,1.0,2.0,0.0,-0.6741321021489135,-0.017705643710467456,4.0,1.0,1.0,0.5174862694351612,0.004053625945382633,-1.106866119913347,1.0,2.0,0.0,-0.7365068800698822,-0.012474955584193736,-1.1068661799133468
3.0,13.0,15.0,1.0,2.0,0.0,-0.7365068800698822,-0.012474955584193736,0.0,0.75,0.75,0.46573764249164507,0.00364826335084437,-0.8612369051370928,1.0,3.0,0.0,-0.557653441472862,0.03577068771940404,-1.1681906938655335
3.0,14.0,15.0,1.0,3.0,0.0,-0.557653441472862,0.03577068771940404,0.0,0.75,0.75,0.4191638782424806,0.003283437015759933,-0.48056329348692706,2.0,2.0,0.0,-0.4087732263354056,0.029776043027491282,-0.1540157697332667
3.0,15.0,15.0,2.0,2.0,0.0,-0.4087732263354056,0.029776043027491282,4.0,1.0,1.0,0.4610802660667287,0.0036117807173359265,-0.3368097076328039,2.0,3.0,0.0,-0.25205032492892343,0.03134458028129643,-0.33681070763280385
