training_scenario,state_samples,occupied_rules,rule_coverage_pct,training_log_rmse,max_rule_log_change,mean_rule_kp,mean_rule_ki,center_rule_kp,center_rule_ki,high_error_rule_kp,high_error_rule_ki,fit_scenarios,validation_scenarios,selected_policy_family,label_conflict_high,validation_baseline_objective,validation_learned_objective,deployment_accepted,selected_prior_weight,selected_candidate_family
16.0,1488.0,25.0,100.0,0.7698456401161734,0.14101072952352534,0.4673015080071498,0.003177535774688477,0.44256591372192217,0.004355999025944866,0.4936121156395161,0.003262214131456699,48.0,16.0,,nan,nan,nan,nan,nan,
17.0,1581.0,25.0,100.0,0.831907792933604,0.2470560028711608,0.4740534286496053,0.0033631046554855213,0.4525311711796872,0.004622346158465266,0.4936121156395161,0.003262214131456699,48.0,16.0,,nan,nan,nan,nan,nan,
18.0,1674.0,25.0,100.0,0.815811576838141,0.040088477298819036,0.47948346951972964,0.0034078215347506957,0.46736932580181734,0.004721373139268935,0.4936121156395161,0.003262214131456699,48.0,16.0,,nan,nan,nan,nan,nan,
19.0,1767.0,25.0,100.0,0.858117318799918,0.20215371425089224,0.48069049929197805,0.0033239808455400453,0.4705450743963296,0.004622766169702069,0.4936121156395161,0.003262214131456699,48.0,16.0,,nan,nan,nan,nan,nan,
20.0,1860.0,25.0,100.0,0.8475826234553391,0.05292994777794835,0.48341408370562644,0.0033504906035692005,0.4905336798489036,0.004796427119958718,0.4936121156395161,0.003262214131456699,48.0,16.0,,nan,nan,nan,nan,nan,
21.0,1953.0,25.0,100.0,0.8292004101137035,0.06599773045410817,0.48058410055659584,0.003372365129748174,0.48615942539404033,0.004760665924035021,0.49837254878324405,0.003408033568415976,48.0,16.0,,nan,nan,nan,nan,nan,
22.0,2046.0,25.0,100.0,0.8590680945066071,0.6809154943811278,0.48183781990630586,0.0031084070104560797,0.48659313535801546,0.00475337188767478,0.49688728933592086,0.0022237105425103897,48.0,16.0,,nan,nan,nan,nan,nan,
23.0,2139.0,25.0,100.0,0.8425846341649611,0.13082368200879735,0.4818533075687201,0.003138241836559577,0.48568150566099744,0.004716968959496272,0.4975994195682464,0.0023145964088910178,48.0,16.0,,nan,nan,nan,nan,nan,
24.0,2232.0,25.0,100.0,0.8257591014453187,0.011394057660385926,0.4824243677995079,0.0031438568987118224,0.488925899482437,0.0047159337459958825,0.4975994195682464,0.0023145964088910178,48.0,16.0,,nan,nan,nan,nan,nan,
25.0,2325.0,25.0,100.0,0.8706561566869877,0.16204282486422983,0.48365869852094734,0.0031075384778206376,0.49083205592963924,0.0044881240857232736,0.5001289235612031,0.0019683438621381547,48.0,16.0,,nan,nan,nan,nan,nan,
26.0,2418.0,25.0,100.0,0.8967470710785769,0.06861158137847667,0.4836212202054581,0.0030678137443684974,0.49067259999827434,0.004310523829229245,0.5001289235612031,0.0019683438621381547,48.0,16.0,,nan,nan,nan,nan,nan,
27.0,2511.0,25.0,100.0,0.9014427940947366,0.15197557406434647,0.48831240251574715,0.00302130989093667,0.4926998343157717,0.0042446654830007955,0.5116146251248745,0.0018417481790444616,48.0,16.0,,nan,nan,nan,nan,nan,
28.0,2604.0,25.0,100.0,0.8858316367157072,0.059059454137954326,0.4890369094130236,0.0030338886643481605,0.49314756934256665,0.004262100416935645,0.5116146251248745,0.0018417481790444616,48.0,16.0,,nan,nan,nan,nan,nan,
29.0,2697.0,25.0,100.0,0.8742683927858059,0.09807805890953247,0.48879165292004884,0.00306444196148639,0.49226011701235317,0.004227712134169564,0.5127366448113888,0.002031538274500666,48.0,16.0,,nan,nan,nan,nan,nan,
30.0,2790.0,25.0,100.0,0.9177190513292234,0.15934393376801914,0.48934801250064736,0.002977226879184856,0.49235556358892085,0.004189744644222159,0.5127366448113888,0.002031538274500666,48.0,16.0,,nan,nan,nan,nan,nan,
31.0,2883.0,25.0,100.0,0.9058613587350088,0.0820307083540941,0.4885904714683148,0.0030151183395482097,0.4897559003525107,0.004252389015600028,0.5109826657142504,0.0020683140124175214,48.0,16.0,,nan,nan,nan,nan,nan,
32.0,2976.0,25.0,100.0,0.9013876783596875,0.07153847125055268,0.4919099240163201,0.0030688916997096928,0.491982695089702,0.004302214790995029,0.5109826657142504,0.0020683140124175214,48.0,16.0,,nan,nan,nan,nan,nan,
33.0,3069.0,25.0,100.0,0.8910261682304246,0.1281983509259852,0.49845983848051967,0.0030907838069402973,0.49797591540945735,0.0042820174790341725,0.5174998998990891,0.002208323952382302,48.0,16.0,,nan,nan,nan,nan,nan,
34.0,3162.0,25.0,100.0,0.9032843630498656,0.06487419618140056,0.5004033796481557,0.0031408591963474923,0.5047336992388757,0.004491598100935139,0.5174998998990891,0.002208323952382302,48.0,16.0,,nan,nan,nan,nan,nan,
35.0,3255.0,25.0,100.0,0.8918872488809769,0.043286617245684056,0.5010130348738095,0.003155387659657557,0.5067529276047412,0.004520924345052336,0.517806772525056,0.0022208930572888627,48.0,16.0,,nan,nan,nan,nan,nan,
36.0,3348.0,25.0,100.0,0.9800203275273864,0.23998636471233326,0.5023302483207592,0.003039836200873627,0.5074684987394081,0.004382710912330522,0.5179252194439048,0.0022123410829462792,48.0,16.0,,nan,nan,nan,nan,nan,
37.0,3441.0,25.0,100.0,0.9677568284306297,0.04035827804283265,0.5026885841207442,0.003046749193176377,0.5078917826969223,0.004376266734549538,0.5168477414293609,0.002250551559545775,48.0,16.0,,nan,nan,nan,nan,nan,
38.0,3534.0,25.0,100.0,0.9657190972304449,0.05520290064089117,0.5036818589139223,0.003026376536394616,0.509148730530557,0.00431197173121888,0.5168477414293609,0.002250551559545775,48.0,16.0,,nan,nan,nan,nan,nan,
39.0,3627.0,25.0,100.0,0.95431889241995,0.018333651537094653,0.5028863258050199,0.0030307702664905396,0.5075537613076831,0.004308037930962272,0.5168477414293609,0.002250551559545775,48.0,16.0,,nan,nan,nan,nan,nan,
40.0,3720.0,25.0,100.0,0.9704490980971104,0.14082613076492834,0.5064328301845193,0.003088701483469062,0.5151370337822975,0.0044633680999887765,0.5194438891219285,0.0022858836360346397,48.0,16.0,,nan,nan,nan,nan,nan,
41.0,3813.0,25.0,100.0,0.9639628140169222,0.04005704523128628,0.5089996703653589,0.0031099586100343662,0.5193768738318956,0.004489666860922477,0.5198182795855799,0.0022888777418128225,48.0,16.0,,nan,nan,nan,nan,nan,
42.0,3906.0,25.0,100.0,1.0069756304692796,0.17973975660237684,0.5117832442361816,0.0029850023534428783,0.5200085926814341,0.004436463511760666,0.5196582943971131,0.0022921063469419642,48.0,16.0,,nan,nan,nan,nan,nan,
43.0,3999.0,25.0,100.0,0.9962069675214195,0.028402683566861597,0.5115688677541048,0.0029967820106448382,0.5179533650558354,0.004478507075033692,0.5196582943971131,0.0022921063469419642,48.0,16.0,,nan,nan,nan,nan,nan,
44.0,4092.0,25.0,100.0,0.9916599412544655,0.01638882432157107,0.5108638963085529,0.002986383020928879,0.5167536425932223,0.004405707786180331,0.5191819318999096,0.0022831123057712294,48.0,16.0,,nan,nan,nan,nan,nan,
45.0,4185.0,25.0,100.0,1.0508754796030189,0.394328220054585,0.5065498997064074,0.0028662055994868796,0.5136103912476043,0.00422281624703321,0.5110303260600007,0.0022852341145910646,48.0,16.0,,nan,nan,nan,nan,nan,
46.0,4278.0,25.0,100.0,1.0410411800713388,0.07720874105580044,0.5031895337922176,0.0029001839040522924,0.51314470101308,0.004227450208638694,0.5095415789726461,0.0022963054248141897,48.0,16.0,,nan,nan,nan,nan,nan,
47.0,4371.0,25.0,100.0,1.0309268920586947,0.12464739566493588,0.49676753242583155,0.002904065038416376,0.5131482705809037,0.004227303658363795,0.5056595632746378,0.0022913072054770575,48.0,16.0,,nan,nan,nan,nan,nan,
48.0,4464.0,25.0,100.0,1.059314184018488,0.055774192816536505,0.4974349318986226,0.0028775120353742513,0.5168222665323154,0.0040096019753315245,0.5056595632746378,0.0022913072054770575,48.0,16.0,,1.0,32.69574578045233,31.91699953010363,1.0,-1.2,imc_residual_surface:context_scale=0
