"time","actuator.y","wall.T","zone.T","der(actuator.y)","der(wall.T)","der(zone.T)","commandInput.y","cooling.port.Q_flow","coolingGain.y","delay.y","doorLoad.y","equipment.port.Q_flow","occupiedLoad.y","outWall.Q_flow","outWall.dT","outZone.Q_flow","outZone.dT","outdoorBoundary.T","outdoorBoundary.port.Q_flow","totalLoad.y","wall.der_T","wall.port.Q_flow","zone.der_T","zone.port.Q_flow","zoneWall.Q_flow","zoneWall.dT","actuator.u","cooling.Q_flow","cooling.port.T","coolingGain.u","delay.u","equipment.Q_flow","equipment.port.T","outWall.port_a.Q_flow","outWall.port_a.T","outWall.port_b.Q_flow","outWall.port_b.T","outZone.port_a.Q_flow","outZone.port_a.T","outZone.port_b.Q_flow","outZone.port_b.T","outdoorBoundary.port.T","outdoorK.y","totalLoad.u2","totalLoad.u3","wall.port.T","zone.port.T","zoneWall.port_a.Q_flow","zoneWall.port_a.T","zoneWall.port_b.Q_flow","zoneWall.port_b.T"
2592,0.45,303.2651644049972,299.434362279474,0,-2.057428013040955e-05,-0.0007595746748781047,0.45,3420,-3420,0.45,0,-550,0,149.6617836038444,3.591882806492265,530.1917808582459,7.422684932015443,306.8570472114894,-679.8535644620903,550,-2.057428013040955e-05,-329.1884820865529,-0.0007595746748781047,-1860.957953451357,-478.8502656903972,-3.830802125523178,0.45,-3420,299.434362279474,0.45,0.45,550,299.434362279474,149.6617836038444,306.8570472114894,-149.6617836038444,303.2651644049972,530.1917808582459,306.8570472114894,-530.1917808582459,299.434362279474,306.8570472114894,306.8570472114894,0,0,303.2651644049972,299.434362279474,-478.8502656903972,299.434362279474,478.8502656903972,303.2651644049972
2598,0.45,303.2650408681395,299.4298060756729,0,-2.060405563564475e-05,-0.0007591649360759332,0.45,3420,-3420,0.45,0,-550,0,149.7394588880117,3.593747013312282,530.6415575556359,7.428981805778903,306.8587878814518,-680.3810164436477,550,-2.060405563564475e-05,-329.664890170316,-0.0007591649360759332,-1859.954093386036,-479.4043490583277,-3.835234792466622,0.45,-3420,299.4298060756729,0.45,0.45,550,299.4298060756729,149.7394588880117,306.8587878814518,-149.7394588880117,303.2650408681395,530.6415575556359,306.8587878814518,-530.6415575556359,299.4298060756729,306.8587878814518,306.8587878814518,0,0,303.2650408681395,299.4298060756729,-479.4043490583277,299.4298060756729,479.4043490583277,303.2650408681395
2604,0.45,303.2649171528608,299.4252523283241,0,-2.063380994691144e-05,-0.0007587554017063599,0.45,3420,-3420,0.45,0,-550,0,149.8171439165006,3.595611453996014,531.0911627523345,7.435276278532683,306.8605286068568,-680.9083066688352,550,-2.063380994691144e-05,-330.1409591505831,-0.0007587554017063599,-1858.950734180582,-479.9581030670836,-3.839664824536669,0.45,-3420,299.4252523283241,0.45,0.45,550,299.4252523283241,149.8171439165006,306.8605286068568,-149.8171439165006,303.2649171528608,531.0911627523345,306.8605286068568,-531.0911627523345,299.4252523283241,306.8605286068568,306.8605286068568,0,0,303.2649171528608,299.4252523283241,-479.9581030670836,299.4252523283241,479.9581030670836,303.2649171528608
2610,0.45,303.2647932592938,299.4207010361566,0,-2.066354307638655e-05,-0.000758346071670359,0.45,3420,-3420,0.45,0,-550,0,149.8948386699699,3.597476128079279,531.5405965154655,7.441568351216517,306.8622693873731,-681.4354351854354,550,-2.066354307638655e-05,-330.6166892221848,-0.000758346071670359,-1857.94787559238,-480.5115278921548,-3.844092223137238,0.45,-3420,299.4207010361566,0.45,0.45,550,299.4207010361566,149.8948386699699,306.8622693873731,-149.8948386699699,303.2647932592938,531.5405965154655,306.8622693873731,-531.5405965154655,299.4207010361566,306.8622693873731,306.8622693873731,0,0,303.2647932592938,299.4207010361566,-480.5115278921548,299.4207010361566,480.5115278921548,303.2647932592938
2616,0.45,303.264669187571,299.4161521978991,0,-2.069325503624361e-05,-0.0007579369458689234,0.45,3420,-3420,0.45,0,-550,0,149.9725431290907,3.599341035098178,531.989858912149,7.447858024770085,306.8640102226692,-681.9624020412397,550,-2.069325503624361e-05,-331.0920805798977,-0.0007579369458689234,-1856.945517378862,-481.0646237089884,-3.848516989671907,0.45,-3420,299.4161521978991,0.45,0.45,550,299.4161521978991,149.9725431290907,306.8640102226692,-149.9725431290907,303.264669187571,531.989858912149,306.8640102226692,-531.989858912149,299.4161521978991,306.8640102226692,306.8640102226692,0,0,303.264669187571,299.4161521978991,-481.0646237089884,299.4161521978991,481.0646237089884,303.264669187571
2622,0.45,303.2645449378253,299.4116058122807,0,-2.072294583865967e-05,-0.0007575280242030291,0.45,3420,-3420,0.45,0,-550,0,150.0502572745195,3.601206174588469,532.4389500095045,7.454145300133064,306.8657511124138,-682.4892072840241,550,-2.072294583865967e-05,-331.5671334185548,-0.0007575280242030291,-1855.943659297421,-481.6173906930743,-3.852939125544594,0.45,-3420,299.4116058122807,0.45,0.45,550,299.4116058122807,150.0502572745195,306.8657511124138,-150.0502572745195,303.2645449378253,532.4389500095045,306.8657511124138,-532.4389500095045,299.4116058122807,306.8657511124138,306.8657511124138,0,0,303.2645449378253,299.4116058122807,-481.6173906930743,299.4116058122807,481.6173906930743,303.2645449378253
2628,0.45,303.2644205066395,299.407061906751,0,-2.075261523445215e-05,-0.0007571193090574612,0.45,3420,-3420,0.45,0,-550,0,150.1279812348244,3.603071549635786,532.8878678231612,7.460430149524257,306.8674920562753,-683.0158490579856,550,-2.075261523445215e-05,-332.0418437512345,-0.0007571193090574612,-1854.94230719078,-482.1698249860589,-3.857358599888471,0.45,-3420,299.407061906751,0.45,0.45,550,299.407061906751,150.1279812348244,306.8674920562753,-150.1279812348244,303.2644205066395,532.8878678231612,306.8674920562753,-532.8878678231612,299.407061906751,306.8674920562753,306.8674920562753,0,0,303.2644205066395,299.407061906751,-482.1698249860589,299.407061906751,482.1698249860589,303.2644205066395
2634,0.45,303.2642958972907,299.4025204545976,0,-2.07822634673116e-05,-0.0007567107981330123,0.45,3420,-3420,0.45,0,-550,0,150.2057148596521,3.604937156631649,533.3366142374822,7.466712599324751,306.8692330539224,-683.5423290971343,550,-2.07822634673116e-05,-332.5162154769856,-0.0007567107981330123,-1853.94145542588,-482.7219303366377,-3.861775442693101,0.45,-3420,299.4025204545976,0.45,0.45,550,299.4025204545976,150.2057148596521,306.8692330539224,-150.2057148596521,303.2642958972907,533.3366142374822,306.8692330539224,-533.3366142374822,299.4025204545976,306.8692330539224,306.8692330539224,0,0,303.2642958972907,299.4025204545976,-482.7219303366377,299.4025204545976,482.7219303366377,303.2642958972907
2640,0.45,303.2641711101046,299.3979814529878,0,-2.081189056362387e-05,-0.0007563024911956225,0.45,3420,-3420,0.45,0,-550,0,150.2834581216206,3.606802994918894,533.7851894311225,7.472992652035714,306.8709741050235,-684.0686475527431,550,-2.081189056362387e-05,-332.9902490179819,-0.0007563024911956225,-1852.941103429275,-483.2737071396025,-3.86618965711682,0.45,-3420,299.3979814529878,0.45,0.45,550,299.3979814529878,150.2834581216206,306.8709741050235,-150.2834581216206,303.2641711101046,533.7851894311225,306.8709741050235,-533.7851894311225,299.3979814529878,306.8709741050235,306.8709741050235,0,0,303.2641711101046,299.3979814529878,-483.2737071396025,299.3979814529878,483.2737071396025,303.2641711101046
2646,0.45,303.2640461452099,299.3934449006812,0,-2.084149653528285e-05,-0.000755894388148948,0.45,3420,-3420,0.45,0,-550,0,150.3612110015548,3.608669064037315,534.233593468997,7.479270308565958,306.8727152092472,-684.5948044705518,550,-2.084149653528285e-05,-333.4639445645256,-0.000755894388148948,-1851.941250964923,-483.8251555660804,-3.870601244528643,0.45,-3420,299.3934449006812,0.45,0.45,550,299.3934449006812,150.3612110015548,306.8727152092472,-150.3612110015548,303.2640461452099,534.233593468997,306.8727152092472,-534.233593468997,299.3934449006812,306.8727152092472,306.8727152092472,0,0,303.2640461452099,299.3934449006812,-483.8251555660804,299.3934449006812,483.8251555660804,303.2640461452099
2652,0.45,303.2639210027355,299.388910796438,0,-2.087108139418155e-05,-0.0007554864888966636,0.45,3420,-3420,0.45,0,-550,0,150.4389734802724,3.610535363526537,534.6818264159969,7.485545569823955,306.874456366262,-685.1207998962692,550,-2.087108139418155e-05,-333.9373023069048,-0.0007554864888966636,-1850.941897796826,-484.3762757871772,-3.875010206297418,0.45,-3420,299.388910796438,0.45,0.45,550,299.388910796438,150.4389734802724,306.874456366262,-150.4389734802724,303.2639210027355,534.6818264159969,306.874456366262,-534.6818264159969,299.388910796438,306.874456366262,306.874456366262,0,0,303.2639210027355,299.388910796438,-484.3762757871772,299.388910796438,484.3762757871772,303.2639210027355
2658,0.45,303.2637956828102,299.3843791390181,0,-2.090064515221313e-05,-0.0007550787933424365,0.45,3420,-3420,0.45,0,-550,0,150.5167455385958,3.6124018929263,535.1298883370248,7.491818436718347,306.8761975757365,-685.6466338756206,550,-2.090064515221313e-05,-334.41032243541,-0.0007550787933424365,-1849.94304368897,-484.9270679740059,-3.879416543792047,0.45,-3420,299.3843791390181,0.45,0.45,550,299.3843791390181,150.5167455385958,306.8761975757365,-150.5167455385958,303.2637956828102,535.1298883370248,306.8761975757365,-535.1298883370248,299.3843791390181,306.8761975757365,306.8761975757365,0,0,303.2637956828102,299.3843791390181,-484.9270679740059,299.3843791390181,484.9270679740059,303.2637956828102
2664,0.45,303.2636701855628,299.3798499271811,0,-2.09301878212728e-05,-0.0007546713013899185,0.45,3420,-3420,0.45,0,-550,0,150.5945271573428,3.614268651776229,535.5777792969922,7.49808891015789,306.877938837339,-686.1723064543351,550,-2.09301878212728e-05,-334.8830051403648,-0.0007546713013899185,-1848.9446884053,-485.4775322977076,-3.883820258381661,0.45,-3420,299.3798499271811,0.45,0.45,550,299.3798499271811,150.5945271573428,306.877938837339,-150.5945271573428,303.2636701855628,535.5777792969922,306.877938837339,-535.5777792969922,299.3798499271811,306.877938837339,306.877938837339,0,0,303.2636701855628,299.3798499271811,-485.4775322977076,299.3798499271811,485.4775322977076,303.2636701855628
2670,0.45,303.2635445111222,299.3753231596871,0,-2.095970941325417e-05,-0.0007542640129427815,0.45,3420,-3420,0.45,0,-550,0,150.6723183173288,3.616135639615891,536.0254993607896,7.504356991051054,306.8796801507381,-686.6978176781183,550,-2.095970941325417e-05,-335.3553506120667,-0.0007542640129427815,-1847.946831709815,-486.0276689293954,-3.888221351435163,0.45,-3420,299.3753231596871,0.45,0.45,550,299.3753231596871,150.6723183173288,306.8796801507381,-150.6723183173288,303.2635445111222,536.0254993607896,306.8796801507381,-536.0254993607896,299.3753231596871,306.8796801507381,306.8796801507381,0,0,303.2635445111222,299.3753231596871,-486.0276689293954,299.3753231596871,486.0276689293954,303.2635445111222
2676,0.45,303.2634186596174,299.3707988352958,0,-2.098920994005142e-05,-0.0007538569279046856,0.45,3420,-3420,0.45,0,-550,0,150.7501189993737,3.618002855984969,536.4730485933243,7.51062268030654,306.8814215156024,-687.223167592698,550,-2.098920994005142e-05,-335.8273590408227,-0.0007538569279046856,-1846.94947336648,-486.5774780401964,-3.892619824321571,0.45,-3420,299.3707988352958,0.45,0.45,550,299.3707988352958,150.7501189993737,306.8814215156024,-150.7501189993737,303.2634186596174,536.4730485933243,306.8814215156024,-536.4730485933243,299.3707988352958,306.8814215156024,306.8814215156024,0,0,303.2634186596174,299.3707988352958,-486.5774780401964,299.3707988352958,486.5774780401964,303.2634186596174
2682,0.45,303.2632926311769,299.3662769527672,0,-2.101868941355652e-05,-0.0007534500461793028,0.45,3420,-3420,0.45,0,-550,0,150.8279291843048,3.619870300423315,536.9204270594992,7.516885978832988,306.8831629316002,-687.748356243804,550,-2.101868941355652e-05,-336.2990306169044,-0.0007534500461793028,-1845.952613139292,-487.1269598012091,-3.897015678409673,0.45,-3420,299.3662769527672,0.45,0.45,550,299.3662769527672,150.8279291843048,306.8831629316002,-150.8279291843048,303.2632926311769,536.9204270594992,306.8831629316002,-536.9204270594992,299.3662769527672,306.8831629316002,306.8831629316002,0,0,303.2632926311769,299.3662769527672,-487.1269598012091,299.3662769527672,487.1269598012091,303.2632926311769
2688,0.45,303.2631664259296,299.3617575108612,0,-2.104814784566337e-05,-0.0007530433676703088,0.45,3420,-3420,0.45,0,-550,0,150.9057488529327,3.621737972470385,537.367634824197,7.523146887538758,306.8849043984,-688.2733836771297,550,-2.104814784566337e-05,-336.770365530614,-0.0007530433676703088,-1844.956250792256,-487.6761143835466,-3.901408915068373,0.45,-3420,299.3617575108612,0.45,0.45,550,299.3617575108612,150.9057488529327,306.8849043984,-150.9057488529327,303.2631664259296,537.367634824197,306.8849043984,-537.367634824197,299.3617575108612,306.8849043984,306.8849043984,0,0,303.2631664259296,299.3617575108612,-487.6761143835466,299.3617575108612,487.6761143835466,303.2631664259296
2694,0.45,303.2630400440045,299.3572405083374,0,-2.107758524826912e-05,-0.0007526368922813389,0.45,3420,-3420,0.45,0,-550,0,150.9835779860727,3.623605871665745,537.8146719523411,7.529405407332774,306.8866459156702,-688.7982499384138,550,-2.107758524826912e-05,-337.2413639723059,-0.0007526368922813389,-1843.96038608928,-488.2249419583786,-3.905799535667029,0.45,-3420,299.3572405083374,0.45,0.45,550,299.3572405083374,150.9835779860727,306.8866459156702,-150.9835779860727,303.2630400440045,537.8146719523411,306.8866459156702,-537.8146719523411,299.3572405083374,306.8866459156702,306.8866459156702,0,0,303.2630400440045,299.3572405083374,-488.2249419583786,299.3572405083374,488.2249419583786,303.2630400440045
2700,0.45,303.2629134855303,299.352725943956,0,-2.110700163326529e-05,-0.0007522306199160802,0.45,3420,-3420,0.45,0,-550,0,151.061416564545,3.625473997549079,538.2615385088141,7.535661539123396,306.8883874830794,-689.322955073359,550,-2.110700163326529e-05,-337.7120261322446,-0.0007522306199160802,-1842.965018794396,-488.7734426967896,-3.910187541574317,0.45,-3420,299.352725943956,0.45,0.45,550,299.352725943956,151.061416564545,306.8883874830794,-151.061416564545,303.2629134855303,538.2615385088141,306.8883874830794,-538.2615385088141,299.352725943956,306.8883874830794,306.8883874830794,0,0,303.2629134855303,299.352725943956,-488.7734426967896,299.352725943956,488.7734426967896,303.2629134855303
2706,0.45,303.2627867506358,299.3482138164767,0,-2.113639701254518e-05,-0.0007518245504782011,0.45,3420,-3420,0.45,0,-550,0,151.1392645691695,3.627342349660069,538.7082345585148,7.541915283819208,306.8901291002959,-689.8474991276844,550,-2.113639701254518e-05,-338.1823522007229,-0.0007518245504782011,-1841.970148671593,-489.3216167698924,-3.914572934159139,0.45,-3420,299.3482138164767,0.45,0.45,550,299.3482138164767,151.1392645691695,306.8901291002959,-151.1392645691695,303.2627867506358,538.7082345585148,306.8901291002959,-538.7082345585148,299.3482138164767,306.8901291002959,306.8901291002959,0,0,303.2627867506358,299.3482138164767,-489.3216167698924,299.3482138164767,489.3216167698924,303.2627867506358
2712,0.45,303.2626598394501,299.3437041246594,0,-2.116577139800476e-05,-0.0007514186838713621,0.45,3420,-3420,0.45,0,-550,0,151.2171219807522,3.629210927538054,539.1547601663344,7.548166642328681,306.8918707669881,-690.3718821470867,550,-2.116577139800476e-05,-338.6523423680761,-0.0007514186838713621,-1840.975775484837,-489.8694643488284,-3.918955714790627,0.45,-3420,299.3437041246594,0.45,0.45,550,299.3437041246594,151.2171219807522,306.8918707669881,-151.2171219807522,303.2626598394501,539.1547601663344,306.8918707669881,-539.1547601663344,299.3437041246594,306.8918707669881,306.8918707669881,0,0,303.2626598394501,299.3437041246594,-489.8694643488284,299.3437041246594,489.8694643488284,303.2626598394501
2718,0.45,303.2625327521017,299.339196867264,0,-2.119512480153689e-05,-0.0007510130199992268,0.45,3420,-3420,0.45,0,-550,0,151.2949887801203,3.631079730722888,539.6011153971838,7.554415615560572,306.8936124828246,-690.8961041773041,550,-2.119512480153689e-05,-339.1219968245902,-0.0007510130199992268,-1839.981898998106,-490.4169856047105,-3.923335884837684,0.45,-3420,299.339196867264,0.45,0.45,550,299.339196867264,151.2949887801203,306.8936124828246,-151.2949887801203,303.2625327521017,539.6011153971838,306.8936124828246,-539.6011153971838,299.339196867264,306.8936124828246,306.8936124828246,0,0,303.2625327521017,299.339196867264,-490.4169856047105,299.339196867264,490.4169856047105,303.2625327521017
2724,0.45,303.2624054887195,299.3346920430504,0,-2.122445723503456e-05,-0.0007506075587654797,0.45,3420,-3420,0.45,0,-550,0,151.3728649480844,3.632948758754026,540.0473003159375,7.560662204423124,306.8953542474735,-691.4201652640219,550,-2.122445723503456e-05,-339.591315760553,-0.0007506075587654797,-1838.988518975425,-490.9641807086373,-3.927713445669099,0.45,-3420,299.3346920430504,0.45,0.45,550,299.3346920430504,151.3728649480844,306.8953542474735,-151.3728649480844,303.2624054887195,540.0473003159375,306.8953542474735,-540.0473003159375,299.3346920430504,306.8953542474735,306.8953542474735,0,0,303.2624054887195,299.3346920430504,-490.9641807086373,299.3346920430504,490.9641807086373,303.2624054887195
2730,0.45,303.2622780494324,299.3301896507783,0,-2.12537687103939e-05,-0.0007502023000737635,0.45,3420,-3420,0.45,0,-550,0,151.4507504654621,3.634818011171092,540.4933149875149,7.566906409825208,306.8970960606035,-691.9440654529769,550,-2.12537687103939e-05,-340.0602993663024,-0.0007502023000737635,-1837.995635180721,-491.5110498317645,-3.932088398654116,0.45,-3420,299.3301896507783,0.45,0.45,550,299.3301896507783,151.4507504654621,306.8970960606035,-151.4507504654621,303.2622780494324,540.4933149875149,306.8970960606035,-540.4933149875149,299.3301896507783,306.8970960606035,306.8970960606035,0,0,303.2622780494324,299.3301896507783,-491.5110498317645,299.3301896507783,491.5110498317645,303.2622780494324
2736,0.45,303.2621504343692,299.3256896892077,0,-2.128305923950806e-05,-0.0007497972438277644,0.45,3420,-3420,0.45,0,-550,0,151.5286453130618,3.636687487513484,540.9391594767865,7.57314823267501,306.8988379218827,-692.4678047898483,550,-2.128305923950806e-05,-340.5289478321289,-0.0007497972438277644,-1837.003247378023,-492.0575931451907,-3.936460745161526,0.45,-3420,299.3256896892077,0.45,0.45,550,299.3256896892077,151.5286453130618,306.8988379218827,-151.5286453130618,303.2621504343692,540.9391594767865,306.8988379218827,-540.9391594767865,299.3256896892077,306.8988379218827,306.8988379218827,0,0,303.2621504343692,299.3256896892077,-492.0575931451907,299.3256896892077,492.0575931451907,303.2621504343692
2742,0.45,303.2620226436589,299.3211921570986,0,-2.131232883427137e-05,-0.0007493923899311438,0.45,3420,-3420,0.45,0,-550,0,151.6065494717012,3.638557187320828,541.3848338486551,7.579387673881172,306.9005798309797,-692.9913833203564,550,-2.131232883427137e-05,-340.9972613483419,-0.0007493923899311438,-1836.011355331302,-492.603810820043,-3.940830486560344,0.45,-3420,299.3211921570986,0.45,0.45,550,299.3211921570986,151.6065494717012,306.9005798309797,-151.6065494717012,303.2620226436589,541.3848338486551,306.9005798309797,-541.3848338486551,299.3211921570986,306.9005798309797,306.9005798309797,0,0,303.2620226436589,299.3211921570986,-492.603810820043,299.3211921570986,492.603810820043,303.2620226436589
2748,0.45,303.26189467743,299.3166970532106,0,-2.134157750657684e-05,-0.0007489877382875759,0.45,3420,-3420,0.45,0,-550,0,151.6844629221978,3.640427110132748,541.8303381680118,7.585624734352166,306.9023217875628,-693.5148010902096,550,-2.134157750657684e-05,-341.4652401052294,-0.0007489877382875759,-1835.019958804561,-493.1497030274272,-3.945197624219418,0.45,-3420,299.3166970532106,0.45,0.45,550,299.3166970532106,151.6844629221978,306.9023217875628,-151.6844629221978,303.26189467743,541.8303381680118,306.9023217875628,-541.8303381680118,299.3166970532106,306.9023217875628,306.9023217875628,0,0,303.26189467743,299.3166970532106,-493.1497030274272,299.3166970532106,493.1497030274272,303.26189467743
2754,0.45,303.2617665358115,299.3122043763037,0,-2.137080526831969e-05,-0.000748583288800723,0.45,3420,-3420,0.45,0,-550,0,151.7623856453625,3.6422972554887,542.2756724997514,7.59185941499652,306.9040637913002,-694.0380581451138,550,-2.137080526831969e-05,-341.9328842931151,-0.000748583288800723,-1834.029057561771,-493.6952699384776,-3.949562159507821,0.45,-3420,299.3122043763037,0.45,0.45,550,299.3122043763037,151.7623856453625,306.9040637913002,-151.7623856453625,303.2617665358115,542.2756724997514,306.9040637913002,-542.2756724997514,299.3122043763037,306.9040637913002,306.9040637913002,0,0,303.2617665358115,299.3122043763037,-493.6952699384776,299.3122043763037,493.6952699384776,303.2617665358115
2760,0.45,303.2616382189323,299.3077141251379,0,-2.140001213139353e-05,-0.0007481790413742564,0.45,3420,-3420,0.45,0,-550,0,151.8403176220104,3.644167622928251,542.7208369087648,7.598091716722706,306.9058058418606,-694.5611545307752,550,-2.140001213139353e-05,-342.4001941022965,-0.0007481790413742564,-1833.038651366928,-494.2405117243069,-3.953924093794456,0.45,-3420,299.3077141251379,0.45,0.45,550,299.3077141251379,151.8403176220104,306.9058058418606,-151.8403176220104,303.2616382189323,542.7208369087648,306.9058058418606,-542.7208369087648,299.3077141251379,306.9058058418606,306.9058058418606,0,0,303.2616382189323,299.3077141251379,-494.2405117243069,299.3077141251379,494.2405117243069,303.2616382189323
2766,0.45,303.2615097269212,299.3032262984728,0,-2.142919810769388e-05,-0.0007477749959118415,0.45,3420,-3420,0.45,0,-550,0,151.9182588329476,3.646038211990742,543.1658314599385,7.604321640439139,306.9075479389119,-695.0840902928861,550,-2.142919810769388e-05,-342.867169723102,-0.0007477749959118415,-1832.048739984012,-494.7854285560496,-3.958283428448397,0.45,-3420,299.3032262984728,0.45,0.45,550,299.3032262984728,151.9182588329476,306.9075479389119,-151.9182588329476,303.2615097269212,543.1658314599385,306.9075479389119,-543.1658314599385,299.3032262984728,306.9075479389119,306.9075479389119,0,0,303.2615097269212,299.3032262984728,-494.7854285560496,299.3032262984728,494.7854285560496,303.2615097269212
2772,0.45,303.2613810599069,299.2987408950685,0,-2.145836320911254e-05,-0.0007473711523171589,0.45,3420,-3420,0.45,0,-550,0,151.9962092589964,3.647909022215913,543.6106562181635,7.610549187054289,306.9092900821228,-695.6068654771599,550,-2.145836320911254e-05,-343.3338113458007,-0.0007473711523171589,-1831.059323177039,-495.330020604797,-3.962640164838376,0.45,-3420,299.2987408950685,0.45,0.45,550,299.2987408950685,151.9962092589964,306.9092900821228,-151.9962092589964,303.2613810599069,543.6106562181635,306.9092900821228,-543.6106562181635,299.2987408950685,306.9092900821228,306.9092900821228,0,0,303.2613810599069,299.2987408950685,-495.330020604797,299.2987408950685,495.330020604797,303.2613810599069
2778,0.45,303.2612522180185,299.2942579136848,0,-2.148750744754713e-05,-0.0007469675104938584,0.45,3420,-3420,0.45,0,-550,0,152.0741688809579,3.64978005314299,544.0553112483348,7.616774357476686,306.9110322711614,-696.1294801292927,550,-2.148750744754713e-05,-343.800119160754,-0.0007469675104938584,-1830.070400709953,-495.874288041712,-3.966994304333696,0.45,-3420,299.2942579136848,0.45,0.45,550,299.2942579136848,152.0741688809579,306.9110322711614,-152.0741688809579,303.2612522180185,544.0553112483348,306.9110322711614,-544.0553112483348,299.2942579136848,306.9110322711614,306.9110322711614,0,0,303.2612522180185,299.2942579136848,-495.874288041712,299.2942579136848,495.874288041712,303.2612522180185
2784,0.45,303.2611232013844,299.2897773530815,0,-2.151663083488768e-05,-0.0007465640703456392,0.45,3420,-3420,0.45,0,-550,0,152.1521376796547,3.651651304311713,544.4997966153267,7.622997152614573,306.9127745056961,-696.6519342949814,550,-2.151663083488768e-05,-344.2660933582029,-0.0007465640703456392,-1829.081972346816,-496.4182310378575,-3.97134584830286,0.45,-3420,299.2897773530815,0.45,0.45,550,299.2897773530815,152.1521376796547,306.9127745056961,-152.1521376796547,303.2611232013844,544.4997966153267,306.9127745056961,-544.4997966153267,299.2897773530815,306.9127745056961,306.9127745056961,0,0,303.2611232013844,299.2897773530815,-496.4182310378575,299.2897773530815,496.4182310378575,303.2611232013844
2790,0.45,303.2609940101338,299.2852992120186,0,-2.154573338303149e-05,-0.0007461608317761474,0.45,3420,-3420,0.45,0,-550,0,152.2301156358926,3.653522775261422,544.9441123840423,7.629217573376593,306.9145167853952,-697.1742280199348,550,-2.154573338303149e-05,-344.7317341285038,-0.0007461608317761474,-1828.094037851561,-496.9618497643964,-3.975694798115171,0.45,-3420,299.2852992120186,0.45,0.45,550,299.2852992120186,152.2301156358926,306.9145167853952,-152.2301156358926,303.2609940101338,544.9441123840423,306.9145167853952,-544.9441123840423,299.2852992120186,306.9145167853952,306.9145167853952,0,0,303.2609940101338,299.2852992120186,-496.9618497643964,299.2852992120186,496.9618497643964,303.2609940101338
2796,0.45,303.2608646443954,299.2808234892559,0,-2.15748151038729e-05,-0.0007457577946890542,0.45,3420,-3420,0.45,0,-550,0,152.3081027304821,3.655394465531572,545.3882586193686,7.63543562067116,306.916259109927,-697.6963613498507,550,-2.15748151038729e-05,-345.1970416619664,-0.0007457577946890542,-1827.106596988183,-497.5051443924485,-3.980041155139588,0.45,-3420,299.2808234892559,0.45,0.45,550,299.2808234892559,152.3081027304821,306.916259109927,-152.3081027304821,303.2608646443954,545.3882586193686,306.916259109927,-545.3882586193686,299.2808234892559,306.916259109927,306.916259109927,0,0,303.2608646443954,299.2808234892559,-497.5051443924485,299.2808234892559,497.5051443924485,303.2608646443954
2802,0.45,303.260735104298,299.2763501835532,0,-2.160387600930417e-05,-0.0007453549589880451,0.45,3420,-3420,0.45,0,-550,0,152.3860989442388,3.657266374661731,545.8322353861839,7.641651295406575,306.9180014789598,-698.2183343304227,550,-2.160387600930417e-05,-345.6620161488668,-0.0007453549589880451,-1826.11964952071,-498.0481150931055,-3.984384920744844,0.45,-3420,299.2763501835532,0.45,0.45,550,299.2763501835532,152.3860989442388,306.9180014789598,-152.3860989442388,303.260735104298,545.8322353861839,306.9180014789598,-545.8322353861839,299.2763501835532,306.9180014789598,306.9180014789598,0,0,303.260735104298,299.2763501835532,-498.0481150931055,299.2763501835532,498.0481150931055,303.260735104298
2808,0.45,303.2606053899705,299.2718792936705,0,-2.163291611122098e-05,-0.0007449523245767867,0.45,3420,-3420,0.45,0,-550,0,152.464104257966,3.659138502191183,546.2760427493712,7.647864598491196,306.9197438921617,-698.7401470073371,550,-2.163291611122098e-05,-346.1266577795357,-0.0007449523245767867,-1825.133195213127,-498.5907620375016,-3.988726096300013,0.45,-3420,299.2718792936705,0.45,0.45,550,299.2718792936705,152.464104257966,306.9197438921617,-152.464104257966,303.2606053899705,546.2760427493712,306.9197438921617,-546.2760427493712,299.2718792936705,306.9197438921617,306.9197438921617,0,0,303.2606053899705,299.2718792936705,-498.5907620375016,299.2718792936705,498.5907620375016,303.2606053899705
2814,0.45,303.2604755015418,299.2674108183676,0,-2.166193542151899e-05,-0.0007445498913589357,0.45,3420,-3420,0.45,0,-550,0,152.5421186524743,3.661010847659384,546.7196807738292,7.654075530833609,306.9214863492012,-699.2617994263035,550,-2.166193542151899e-05,-346.5909667443038,-0.0007445498913589357,-1824.147233829392,-499.1330853967781,-3.993064683174225,0.45,-3420,299.2674108183676,0.45,0.45,550,299.2674108183676,152.5421186524743,306.9214863492012,-152.5421186524743,303.2604755015418,546.7196807738292,306.9214863492012,-546.7196807738292,299.2674108183676,306.9214863492012,306.9214863492012,0,0,303.2604755015418,299.2674108183676,-499.1330853967781,299.2674108183676,499.1330853967781,303.2604755015418
