episode,return,epsilon
209,-91.96954843474674,0.506
210,-76.14213542172544,0.503625
211,-79.05575108062305,0.50125
212,-100.14418816199718,0.49887500000000007
213,-64.36088047344028,0.49650000000000005
214,-97.78058134430518,0.49412500000000004
215,-105.15477070444737,0.49175
216,-86.58299489278573,0.489375
217,-135.5891377045486,0.487
218,-70.84508045085063,0.4846250000000001
219,-76.61901581282869,0.48224999999999996
220,-68.71327039040982,0.47987500000000005
221,-61.67515965923044,0.47750000000000004
222,-68.68340943296708,0.475125
223,-98.23818464127395,0.47275
224,-78.89581414705765,0.470375
225,-120.31348085502347,0.46799999999999997
226,-106.07703958186447,0.46562500000000007
227,-71.29137074690442,0.46325000000000005
228,-91.63356901031976,0.46087500000000003
229,-52.18427501415552,0.4585
230,-99.10583474931431,0.456125
231,-115.80536614055406,0.4537500000000001
232,-40.32459726700529,0.45137499999999997
233,-66.70927362862557,0.44900000000000007
234,-57.51372079425501,0.44662500000000005
235,-68.02426894549046,0.44425000000000003
236,-64.79808874222682,0.441875
237,-51.39317214458566,0.4395
238,-97.19143596793779,0.437125
239,-99.3744693743652,0.4347500000000001
240,-88.29753662430518,0.43237499999999995
241,-83.03972818643362,0.43000000000000005
242,-98.76424069570176,0.42762500000000003
243,-87.08619920838876,0.42525
244,-95.03074801287814,0.422875
245,-100.4306717305156,0.4205
246,-90.8764733715417,0.41812499999999997
247,-135.02789195689502,0.41575000000000006
248,-86.47502463449294,0.41337499999999994
249,-129.0577348828607,0.41100000000000003
250,-74.07036818212467,0.408625
251,-59.88944875782581,0.40625
252,-78.70851016898432,0.4038750000000001
253,-97.2316378381342,0.4015000000000001
254,-75.26640973396348,0.39912500000000006
255,-130.80845029020526,0.39675000000000005
256,-64.95889034498606,0.39437500000000003
257,-69.37728368897274,0.392
258,-84.50874705782518,0.3896250000000001
259,-100.71141394763397,0.38725
260,-104.13409893818084,0.3848750000000001
261,-90.50942035473979,0.38250000000000006
262,-77.89740076520702,0.38012500000000005
263,-67.2923315417406,0.37775000000000003
264,-120.58076634146153,0.375375
265,-89.61385680616104,0.373
266,-96.05267679639357,0.3706250000000001
267,-53.75181671595307,0.36824999999999997
268,-81.60873680907189,0.36587500000000006
269,-71.84919695040148,0.36350000000000005
270,-86.04133121440182,0.36112500000000003
271,-57.99884267973928,0.35875
272,-66.54696875400823,0.356375
273,-87.23121080461513,0.354
274,-90.68138016514992,0.3516250000000001
275,-76.77913799246518,0.34924999999999995
276,-74.12231348854571,0.34687500000000004
277,-84.82437737866209,0.34450000000000003
278,-81.95250851464829,0.342125
279,-81.49010692263914,0.3397500000000001
280,-53.6093364226801,0.337375
281,-71.11253913932515,0.3350000000000001
282,-65.71198361533564,0.33262500000000006
283,-72.2250698173749,0.33025000000000004
284,-49.81303989077936,0.327875
285,-84.11788305489297,0.3255
286,-77.45107635760253,0.323125
287,-76.00888442477486,0.3207500000000001
288,-65.60451196403558,0.31837499999999996
289,-65.83728891899719,0.31600000000000006
290,-76.91204318469717,0.31362500000000004
291,-100.35878860742162,0.31125
292,-62.27528358977118,0.308875
293,-87.75851954177278,0.3065
294,-89.48995177828134,0.304125
295,-83.24522058324362,0.3017500000000001
296,-67.64998582935087,0.29937499999999995
297,-83.63081025063218,0.29700000000000004
298,-75.1517366853176,0.294625
299,-56.39406262109026,0.29225
300,-78.67101039356629,0.289875
301,-108.2633186522714,0.2875000000000001
302,-65.47803472066688,0.2851250000000001
303,-110.36622852072564,0.28275000000000006
304,-89.94541828723953,0.28037500000000004
305,-65.4850330259067,0.278
306,-69.78047248046744,0.2756250000000001
307,-51.27752635165661,0.27325
308,-77.78456224102767,0.2708750000000001
309,-68.67843678471556,0.26850000000000007
310,-103.76138409907882,0.26612500000000006
311,-101.93744531214817,0.26375000000000004
312,-92.6610501618429,0.261375
313,-71.57306711083454,0.259
314,-83.8182903870794,0.2566250000000001
315,-86.47573622126224,0.25425
316,-67.4864548451942,0.25187500000000007
317,-106.34148583307847,0.24950000000000006
318,-78.10102609587159,0.24712500000000004
319,-117.91386741679209,0.24475000000000002
320,-109.99203794609711,0.242375
321,-60.956569113501516,0.24
322,-83.17468949962881,0.2376250000000001
323,-70.17091648886883,0.23524999999999996
324,-118.89156392565253,0.23287500000000005
325,-90.86649759568407,0.23050000000000004
326,-73.82144252244451,0.22812500000000002
327,-65.52300911145107,0.22575000000000012
328,-70.95827920946584,0.223375
329,-58.94894466309601,0.22100000000000009
330,-87.52768165883597,0.21862500000000007
331,-84.19414952858493,0.21625000000000005
332,-87.39364909153474,0.21387500000000004
333,-81.43966699113717,0.21150000000000002
334,-104.44178165810304,0.209125
335,-90.71286047067268,0.2067500000000001
336,-83.98039404172147,0.20437499999999997
337,-88.1577658127504,0.20200000000000007
338,-59.72954022566534,0.19962500000000005
339,-64.79850576524554,0.19725000000000004
340,-75.68741499733784,0.19487500000000002
341,-68.52999135113927,0.1925
342,-73.25017947441891,0.190125
343,-99.47371289404776,0.18775000000000008
344,-119.7735236512092,0.18537499999999996
345,-105.79775494601365,0.18300000000000005
346,-85.82121666144437,0.18062500000000004
347,-94.81986801923377,0.17825000000000002
348,-76.1342796522744,0.175875
349,-78.16001725330048,0.1735
350,-81.26474732095063,0.17112499999999997
351,-104.52160944926757,0.16875000000000007
352,-51.067193065682524,0.16637500000000005
353,-85.2996734327959,0.16400000000000003
354,-90.365706912972,0.16162500000000013
355,-128.0707404378748,0.15925
356,-94.47638192598137,0.1568750000000001
357,-84.75382363559368,0.15450000000000008
358,-57.584616231377005,0.15212500000000007
359,-109.83734387036957,0.14975000000000005
360,-73.99921520987476,0.14737500000000003
361,-91.38641067406935,0.14500000000000002
362,-67.01684030775638,0.1426250000000001
363,-94.94055369522384,0.14024999999999999
364,-69.75459393762688,0.13787500000000008
365,-79.22550518020446,0.13550000000000006
366,-101.75885218351404,0.13312500000000005
367,-130.85092588497793,0.13075000000000003
368,-69.58779314330471,0.12837500000000002
369,-82.0550860025587,0.126
370,-75.31931186178628,0.1236250000000001
371,-52.33882730400505,0.12124999999999997
372,-70.28321563481684,0.11887500000000006
373,-100.07850788149169,0.11650000000000005
374,-61.523358102119175,0.11412500000000003
375,-84.54422593913823,0.11175000000000002
376,-68.76099475000147,0.109375
377,-83.46461774253609,0.1070000000000001
378,-51.52707204881821,0.10462500000000008
379,-62.8244200967591,0.10225000000000006
380,-95.79692512669996,0.09987500000000005
381,-90.19235835315789,0.09750000000000003
382,-85.93906369936913,0.09512500000000002
383,-79.29224819168178,0.09275000000000011
384,-62.62795000150279,0.09037499999999998
385,-101.69286210782914,0.08800000000000008
386,-83.61591027085802,0.08562500000000006
387,-76.9411993584177,0.08325000000000005
388,-68.22385936839663,0.08087500000000003
389,-76.59619509492936,0.07850000000000001
390,-60.91992656450086,0.076125
391,-83.83933723004961,0.0737500000000001
392,-114.3113622004551,0.07137499999999997
393,-123.95593821453387,0.06900000000000006
394,-63.13561110278696,0.06662500000000005
395,-74.15663079563402,0.06425000000000003
396,-135.60672542464923,0.06187500000000001
397,-67.60715579138373,0.0595
398,-89.67396021355908,0.05712499999999998
399,-84.59145175313412,0.054750000000000076
400,-97.22819642603675,0.05237499999999995
401,-72.88859247735746,0.050000000000000044
402,-87.13832567335022,0.050000000000000044
403,-71.3393072843031,0.050000000000000044
404,-87.21892763090294,0.050000000000000044
405,-83.54677592186447,0.050000000000000044
406,-89.39353144170462,0.050000000000000044
407,-70.81011309584859,0.050000000000000044
408,-81.58206717319814,0.050000000000000044
409,-62.6892293768703,0.050000000000000044
410,-80.30423746244905,0.050000000000000044
411,-90.86297159022723,0.050000000000000044
412,-75.59804088449351,0.050000000000000044
413,-80.03622802151013,0.050000000000000044
414,-54.23307127288318,0.050000000000000044
415,-86.78327302443697,0.050000000000000044
416,-50.36570046739274,0.050000000000000044
417,-131.1723021820919,0.050000000000000044
418,-90.2679465500141,0.050000000000000044
419,-109.36894341188076,0.050000000000000044
420,-81.84572024744261,0.050000000000000044
421,-70.77963932558129,0.050000000000000044
422,-82.8257524572465,0.050000000000000044
423,-97.76306408476988,0.050000000000000044
424,-65.26726044516043,0.050000000000000044
425,-61.31297218451344,0.050000000000000044
426,-67.39474245795677,0.050000000000000044
427,-61.737659116589455,0.050000000000000044
428,-108.28469744891062,0.050000000000000044
429,-42.951070401097695,0.050000000000000044
430,-85.25423404829797,0.050000000000000044
431,-70.96442268746868,0.050000000000000044
432,-75.93207356210779,0.050000000000000044
433,-86.30842933871912,0.050000000000000044
434,-78.14243495256815,0.050000000000000044
435,-78.43088473377573,0.050000000000000044
436,-96.77755721307216,0.050000000000000044
437,-109.58447839735882,0.050000000000000044
438,-77.95853114102923,0.050000000000000044
439,-82.8743860489975,0.050000000000000044
440,-68.23718849576782,0.050000000000000044
441,-78.40733532233988,0.050000000000000044
442,-71.6211237378394,0.050000000000000044
443,-66.58281334238966,0.050000000000000044
444,-71.12924219100557,0.050000000000000044
445,-78.54744516070924,0.050000000000000044
446,-76.02361889083079,0.050000000000000044
447,-82.83913123433393,0.050000000000000044
448,-77.4850453767114,0.050000000000000044
449,-80.93189904372116,0.050000000000000044
450,-99.3291307648193,0.050000000000000044
451,-57.56295708264189,0.050000000000000044
452,-91.41655559965153,0.050000000000000044
453,-95.61621622340837,0.050000000000000044
454,-113.53535997911888,0.050000000000000044
455,-86.2702620393058,0.050000000000000044
456,-77.39661266129649,0.050000000000000044
457,-85.04004984390156,0.050000000000000044
458,-84.47267447653594,0.050000000000000044
459,-48.51361885556902,0.050000000000000044
460,-84.37431581718617,0.050000000000000044
461,-134.39193434904982,0.050000000000000044
462,-89.91440399986992,0.050000000000000044
463,-76.8975123571844,0.050000000000000044
464,-86.27602463589317,0.050000000000000044
465,-65.14286528736645,0.050000000000000044
466,-83.46994190268697,0.050000000000000044
467,-87.30976743826214,0.050000000000000044
468,-65.90342849884401,0.050000000000000044
469,-61.261899392516185,0.050000000000000044
470,-57.961278673550005,0.050000000000000044
471,-108.95033959591917,0.050000000000000044
472,-72.79879898921938,0.050000000000000044
473,-94.56648581379777,0.050000000000000044
474,-83.12172637801682,0.050000000000000044
475,-78.3380588221215,0.050000000000000044
476,-72.831865855964,0.050000000000000044
477,-99.11453688569785,0.050000000000000044
478,-84.51010017306885,0.050000000000000044
479,-66.80151368245637,0.050000000000000044
480,-96.17055210529078,0.050000000000000044
481,-60.97763989572114,0.050000000000000044
482,-83.73137390079191,0.050000000000000044
483,-81.5999947962984,0.050000000000000044
484,-83.86255993072875,0.050000000000000044
485,-91.35332623988162,0.050000000000000044
486,-93.42364073312892,0.050000000000000044
487,-74.18757134966029,0.050000000000000044
488,-82.46195810261722,0.050000000000000044
489,-126.47409080230838,0.050000000000000044
490,-99.22985247591988,0.050000000000000044
491,-89.58847475105544,0.050000000000000044
492,-87.99356790901362,0.050000000000000044
493,-56.31310583352037,0.050000000000000044
494,-103.73321404868847,0.050000000000000044
495,-94.41203512763882,0.050000000000000044
496,-80.3813721908991,0.050000000000000044
497,-91.04815620300174,0.050000000000000044
498,-40.32736162342866,0.050000000000000044
499,-104.86343842332087,0.050000000000000044
500,-55.756161611527965,0.050000000000000044
