algorithm,ordinal,repeat_seed,scenario_index,objective,rmse_c,max_undershoot_c,failed_checks,load_ratio,window_left_h,cause
zn,53,631,5,69.50441388922232,1.2562258258783934,2.4701106796874654,comfort_held+recovery_ok,0.096,1.0,tuning
bo,53,631,5,28.462247466791688,0.6661909853737308,1.81149194052783,comfort_held+recovery_ok,0.096,1.0,tuning
zn,54,631,6,33.72749020757016,0.695870753580598,2.0140209286714565,comfort_held+recovery_ok,0.073,1.0,tuning
zn,55,631,7,88.51846953589339,1.454099112757019,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
imc,55,631,7,78.99977245796357,1.3016833035232853,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
bo,55,631,7,81.7800783757588,1.3479893780937133,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
safe-bo,55,631,7,78.99977245796357,1.3016833035232853,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
fnn,55,631,7,78.99977245796357,1.3016833035232853,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
rl,55,631,7,77.74077194016238,1.2874306964351634,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
llm,55,631,7,78.99977245796357,1.3016833035232853,3.465758171443948,comfort_held+recovery_ok,0.188,1.0,tuning
zn,56,631,8,34.38200561618986,0.742397621041688,0.9349416468725096,comfort_held+recovery_ok,0.185,1.0,tuning
bo,56,631,8,35.07503856450052,0.8147801546724487,0.5584554558757553,comfort_held+recovery_ok,0.185,1.0,tuning
zn,57,631,9,57.80083338093129,1.0708523887790053,1.7941224550014176,comfort_held+recovery_ok,0.598,1.0,tuning
imc,57,631,9,35.30670910100994,0.8124112057317198,1.0949361970455271,comfort_held+recovery_ok,0.598,1.0,tuning
bo,57,631,9,40.84388045565364,0.8781193432423824,1.3414310737910782,comfort_held+recovery_ok,0.598,1.0,tuning
safe-bo,57,631,9,35.30670910100994,0.8124112057317198,1.0949361970455271,comfort_held+recovery_ok,0.598,1.0,tuning
fnn,57,631,9,35.30670910100994,0.8124112057317198,1.0949361970455271,comfort_held+recovery_ok,0.598,1.0,tuning
rl,57,631,9,34.43026231653509,0.7597711217450699,1.1684051766414427,comfort_held+recovery_ok,0.598,1.0,tuning
llm,57,631,9,35.30670910100994,0.8124112057317198,1.0949361970455271,comfort_held+recovery_ok,0.598,1.0,tuning
zn,58,631,10,80.85395435679679,1.4292825432337635,2.7916777417743823,comfort_held+recovery_ok,0.294,1.54,tuning
imc,58,631,10,55.38978107234774,1.0201060113549032,2.688853423935214,comfort_held+recovery_ok,0.294,1.54,tuning
bo,58,631,10,59.09441333658798,1.0670996186315875,2.64691259773128,comfort_held+recovery_ok,0.294,1.54,tuning
safe-bo,58,631,10,55.38978107234774,1.0201060113549032,2.688853423935214,comfort_held+recovery_ok,0.294,1.54,tuning
fnn,58,631,10,55.38978107234774,1.0201060113549032,2.688853423935214,comfort_held+recovery_ok,0.294,1.54,tuning
rl,58,631,10,52.37093109138383,0.9808211378409626,2.630209425846907,comfort_held+recovery_ok,0.294,1.54,tuning
llm,58,631,10,55.38978107234774,1.0201060113549032,2.688853423935214,comfort_held+recovery_ok,0.294,1.54,tuning
zn,59,631,11,60.85661619447218,1.0892695307079616,1.7171718880403226,comfort_held+recovery_ok,0.105,1.0,tuning
imc,59,631,11,43.06362971464656,0.8581862674993306,1.1000109443122703,comfort_held+recovery_ok,0.105,1.0,tuning
bo,59,631,11,52.47970425388384,0.971338333188158,1.4825594397624187,comfort_held+recovery_ok,0.105,1.0,tuning
safe-bo,59,631,11,43.06362971464656,0.8581862674993306,1.1000109443122703,comfort_held+recovery_ok,0.105,1.0,tuning
fnn,59,631,11,43.06362971464656,0.8581862674993306,1.1000109443122703,comfort_held+recovery_ok,0.105,1.0,tuning
rl,59,631,11,41.43240802698055,0.8154703265459389,1.3193159317345255,comfort_held+recovery_ok,0.105,1.0,tuning
llm,59,631,11,43.06362971464656,0.8581862674993306,1.1000109443122703,comfort_held+recovery_ok,0.105,1.0,tuning
zn,60,631,12,75.77320117542229,1.3423592760663088,2.357413997202034,comfort_held+recovery_ok,0.098,1.0,tuning
imc,60,631,12,39.033803691507885,0.8300761785719762,1.6053787866742262,comfort_held+recovery_ok,0.098,1.0,tuning
bo,60,631,12,41.681170356592425,0.8733846704346309,1.858600554668115,comfort_held+recovery_ok,0.098,1.0,tuning
safe-bo,60,631,12,39.033803691507885,0.8300761785719762,1.6053787866742262,comfort_held+recovery_ok,0.098,1.0,tuning
fnn,60,631,12,39.033803691507885,0.8300761785719762,1.6053787866742262,comfort_held+recovery_ok,0.098,1.0,tuning
rl,60,631,12,39.082761931339455,0.8209590971577664,1.597438914139076,comfort_held+recovery_ok,0.098,1.0,tuning
llm,60,631,12,39.033803691507885,0.8300761785719762,1.6053787866742262,comfort_held+recovery_ok,0.098,1.0,tuning
zn,61,631,13,64.09491360455985,1.1431876765415943,2.2342387305831366,comfort_held+recovery_ok,0.155,1.0,tuning
imc,61,631,13,33.05134261856589,0.6955708048664573,1.0353523112726997,comfort_held+recovery_ok,0.155,1.0,tuning
bo,61,631,13,47.76654307433342,0.8865299943856436,1.6414182632587853,comfort_held+recovery_ok,0.155,1.0,tuning
safe-bo,61,631,13,33.05134261856589,0.6955708048664573,1.0353523112726997,comfort_held+recovery_ok,0.155,1.0,tuning
fnn,61,631,13,33.05134261856589,0.6955708048664573,1.0353523112726997,comfort_held+recovery_ok,0.155,1.0,tuning
rl,61,631,13,33.922332031431345,0.6979768283949712,1.203777300513142,comfort_held+recovery_ok,0.155,1.0,tuning
llm,61,631,13,33.05134261856589,0.6955708048664573,1.0353523112726997,comfort_held+recovery_ok,0.155,1.0,tuning
zn,63,631,15,80.9821281989069,2.0229028471210144,1.3920360005728476,comfort_held+recovery_ok,0.12,1.0,tuning
zn,64,631,16,85.2981436836689,1.4796342111318077,2.2668468484253026,comfort_held+recovery_ok,0.618,1.0,tuning
imc,64,631,16,55.810248955254885,1.001188334283204,1.6134558328999447,comfort_held+recovery_ok,0.618,1.0,tuning
bo,64,631,16,70.83095123597064,1.2387448431212011,2.122048595748744,comfort_held+recovery_ok,0.618,1.0,tuning
safe-bo,64,631,16,55.810248955254885,1.001188334283204,1.6134558328999447,comfort_held+recovery_ok,0.618,1.0,tuning
fnn,64,631,16,55.810248955254885,1.001188334283204,1.6134558328999447,comfort_held+recovery_ok,0.618,1.0,tuning
rl,64,631,16,56.17674287498132,1.0050778439342125,1.8236930047782636,comfort_held+recovery_ok,0.618,1.0,tuning
llm,64,631,16,55.810248955254885,1.001188334283204,1.6134558328999447,comfort_held+recovery_ok,0.618,1.0,tuning
zn,65,641,1,44.199406964998204,0.846669306411604,1.7135514825710558,comfort_held+recovery_ok,0.595,0.73,window
imc,65,641,1,29.600781898226717,0.6731002143731716,1.00542039852985,recovery_ok,0.595,0.73,window
bo,65,641,1,27.26448455866072,0.602057439893114,1.39039323472754,recovery_ok,0.595,0.73,window
safe-bo,65,641,1,29.600781898226717,0.6731002143731716,1.00542039852985,recovery_ok,0.595,0.73,window
fnn,65,641,1,29.600781898226717,0.6731002143731716,1.00542039852985,recovery_ok,0.595,0.73,window
rl,65,641,1,30.37939500784975,0.7314561890565305,0.6812517101901499,recovery_ok,0.595,0.73,window
llm,65,641,1,29.600781898226717,0.6731002143731716,1.00542039852985,recovery_ok,0.595,0.73,window
zn,66,641,2,20.92082111518611,0.47953727097351845,1.136684519684632,comfort_held+recovery_ok,0.107,1.0,tuning
zn,67,641,3,15.838827625420688,0.4445934112167013,0.7275028273430024,recovery_ok,0.583,1.0,tuning
zn,69,641,5,67.91350048988363,1.2724276070155356,2.2954797028647675,recovery_ok,0.39,1.0,tuning
imc,69,641,5,50.83917244051765,0.980459552404715,2.208511697647328,recovery_ok,0.39,1.0,tuning
bo,69,641,5,56.19562522435407,1.0547118231450643,2.3770965445579613,recovery_ok,0.39,1.0,tuning
safe-bo,69,641,5,50.83917244051765,0.980459552404715,2.208511697647328,recovery_ok,0.39,1.0,tuning
fnn,69,641,5,50.83917244051765,0.980459552404715,2.208511697647328,recovery_ok,0.39,1.0,tuning
rl,69,641,5,43.46305102708709,0.8718822012161513,1.9379523074204172,recovery_ok,0.39,1.0,tuning
llm,69,641,5,50.83917244051765,0.980459552404715,2.208511697647328,recovery_ok,0.39,1.0,tuning
zn,70,641,6,57.6733610071737,1.048352482407699,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
imc,70,641,6,33.919633613017865,0.742296667001387,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
bo,70,641,6,37.03655081304574,0.7676187285708254,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
safe-bo,70,641,6,33.919633613017865,0.742296667001387,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
fnn,70,641,6,33.919633613017865,0.742296667001387,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
rl,70,641,6,33.696845910783466,0.742567076122524,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
llm,70,641,6,33.919633613017865,0.742296667001387,2.700170314180504,comfort_held+recovery_ok,0.13,1.0,tuning
zn,71,641,7,55.039738855378964,1.0973652859666048,1.2179347692571234,comfort_held+recovery_ok,0.135,1.0,tuning
imc,71,641,7,40.60437550353815,0.9784841513438096,0.5603182125535042,comfort_held+recovery_ok,0.135,1.0,tuning
bo,71,641,7,50.03886190637636,1.0675456884135195,0.7153235097071367,comfort_held+recovery_ok,0.135,1.0,tuning
safe-bo,71,641,7,40.60437550353815,0.9784841513438096,0.5603182125535042,comfort_held+recovery_ok,0.135,1.0,tuning
fnn,71,641,7,40.60437550353815,0.9784841513438096,0.5603182125535042,comfort_held+recovery_ok,0.135,1.0,tuning
rl,71,641,7,29.864717070752384,0.8514924591781873,0.48838607736326267,comfort_held+recovery_ok,0.135,1.0,tuning
llm,71,641,7,40.60437550353815,0.9784841513438096,0.5603182125535042,comfort_held+recovery_ok,0.135,1.0,tuning
zn,72,641,8,45.610141008323886,0.9032723567669698,1.9362601094957768,comfort_held+recovery_ok,0.047,1.0,tuning
zn,73,641,9,47.437497484360115,1.0968851045375865,4.384876641257954,comfort_held+recovery_ok,0.27,1.0,tuning
zn,74,641,10,85.92733000938985,1.4997254940463345,2.7127090079379244,comfort_held+recovery_ok,0.076,1.0,tuning
imc,74,641,10,69.7845871552637,1.2903552295078544,3.229134800444463,comfort_held+recovery_ok,0.076,1.0,tuning
bo,74,641,10,64.23794974773622,1.1988210874176912,2.4968469976344814,comfort_held+recovery_ok,0.076,1.0,tuning
safe-bo,74,641,10,69.7845871552637,1.2903552295078544,3.229134800444463,comfort_held+recovery_ok,0.076,1.0,tuning
fnn,74,641,10,69.7845871552637,1.2903552295078544,3.229134800444463,comfort_held+recovery_ok,0.076,1.0,tuning
rl,74,641,10,63.691616534443504,1.1831948825057754,3.4229180446003653,comfort_held+recovery_ok,0.076,1.0,tuning
llm,74,641,10,69.7845871552637,1.2903552295078544,3.229134800444463,comfort_held+recovery_ok,0.076,1.0,tuning
zn,75,641,11,38.26086730778106,0.9204233386012053,0.24115553583306948,comfort_held+recovery_ok,0.369,1.0,tuning
zn,76,641,12,86.89822870919048,1.4759301911728693,2.734394246928975,comfort_held+recovery_ok,0.263,1.0,tuning
imc,76,641,12,69.9078662772352,1.194084016639201,2.3410510007900243,comfort_held+recovery_ok,0.263,1.0,tuning
bo,76,641,12,79.53614887189359,1.327530122597982,2.5584389104763403,comfort_held+recovery_ok,0.263,1.0,tuning
safe-bo,76,641,12,69.9078662772352,1.194084016639201,2.3410510007900243,comfort_held+recovery_ok,0.263,1.0,tuning
fnn,76,641,12,69.9078662772352,1.194084016639201,2.3410510007900243,comfort_held+recovery_ok,0.263,1.0,tuning
rl,76,641,12,66.37796150186445,1.1479382662496473,2.304459117906127,comfort_held+recovery_ok,0.263,1.0,tuning
llm,76,641,12,69.9078662772352,1.194084016639201,2.3410510007900243,comfort_held+recovery_ok,0.263,1.0,tuning
zn,77,641,13,100.48804555428714,1.7344239870138474,2.9883030103590897,comfort_held+recovery_ok,0.103,1.0,tuning
imc,77,641,13,76.26335808910514,1.4008031237380423,2.465330351874208,comfort_held+recovery_ok,0.103,1.0,tuning
bo,77,641,13,84.67712996884617,1.5136698512413507,2.554260025203618,comfort_held+recovery_ok,0.103,1.0,tuning
safe-bo,77,641,13,76.26335808910514,1.4008031237380423,2.465330351874208,comfort_held+recovery_ok,0.103,1.0,tuning
fnn,77,641,13,76.26335808910514,1.4008031237380423,2.465330351874208,comfort_held+recovery_ok,0.103,1.0,tuning
rl,77,641,13,69.66408179823051,1.3279811959549301,2.215146805603517,comfort_held+recovery_ok,0.103,1.0,tuning
llm,77,641,13,76.26335808910514,1.4008031237380423,2.465330351874208,comfort_held+recovery_ok,0.103,1.0,tuning
zn,78,641,14,52.44742258236792,1.250877552481964,2.250751260567192,comfort_held+recovery_ok,0.238,1.0,tuning
zn,79,641,15,17.757120448373048,0.4147308759828432,1.0299507195741882,comfort_held+recovery_ok,0.312,1.45,tuning
zn,80,641,16,99.57606299788044,1.7206209901797773,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
imc,80,641,16,48.14440499443532,0.9395402422799747,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
bo,80,641,16,57.7287504377107,1.0653682372897588,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
safe-bo,80,641,16,48.14440499443532,0.9395402422799747,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
fnn,80,641,16,48.14440499443532,0.9395402422799747,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
rl,80,641,16,44.50505116791341,0.8961884015717341,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
llm,80,641,16,48.14440499443532,0.9395402422799747,3.414191686683246,comfort_held+recovery_ok,0.092,1.0,tuning
