method,kp,ki,mean_objective,paired_ratio_mean,paired_ratio_lo95,paired_ratio_hi95,ratio_of_means_to_imc,note
random-1,0.018608002602978204,0.013230422632208316,127.55364598856686,4.116203827645231,3.701459682101867,4.579915397780813,3.3352365197777796,same 80 sealed scenarios/seeds; isolates search vs conservative init
random-2,0.10678998355245137,0.00020310068606427451,129.68230037709628,4.667164484943657,3.9836127983504808,5.377925786372227,3.390895970353147,same 80 sealed scenarios/seeds; isolates search vs conservative init
random-3,0.014365251295082872,0.00038350413648351986,232.01356416217496,8.512910279317722,7.262430015386799,9.846152264528175,6.066624801511762,same 80 sealed scenarios/seeds; isolates search vs conservative init
random-4,0.009639740183103483,0.00024615039786884176,302.46394524890695,11.012055287063793,9.513286553893973,12.60117709413121,7.908741363619218,same 80 sealed scenarios/seeds; isolates search vs conservative init
conservative-imc-formula,0.05350096276254701,5.8642417101571576e-05,218.88131192845836,7.8299160583256455,6.778120150671538,8.965862776506896,5.723246398665082,IMC formula default without lambda search
