algorithm,display_name,wall_clock_second,simulated_minute,temperature_c,measurement_c,setpoint_c,comfort_low_c,comfort_high_c,requested_command_pct,command_pct,kp,ki,candidate_temperature_c,candidate_kp,candidate_ki,door_open,in_comfort_band,fallback_active,status
llm,LLM Agent 自动调参,0.0,0.0,30.04807303777551,30.000649612314774,22.0,21.5,22.5,100.0,30.0,0.45,0.003384170335173207,30.04807303777551,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,0.30000000000000004,1.0,30.095659537169247,30.02336626761988,22.0,21.5,22.5,100.0,35.0,0.45,0.003384170335173207,30.095659537169247,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,0.6000000000000001,2.0,30.142764979511394,30.045996032123302,22.0,21.5,22.5,100.0,40.0,0.45,0.003384170335173207,30.142764979511394,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,0.9,3.0,30.189394784268664,30.07706523108169,22.0,21.5,22.5,100.0,45.0,0.45,0.003384170335173207,30.189394784268664,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,1.2000000000000002,4.0,30.201623275256168,30.121208464128017,22.0,21.5,22.5,100.0,50.0,0.45,0.003384170335173207,30.201623275256168,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,1.5,5.0,30.185461933405115,30.154821052667508,22.0,21.5,22.5,100.0,55.00000000000001,0.45,0.003384170335173207,30.185461933405115,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,1.8,6.0,30.14497469693486,30.169635688556184,22.0,21.5,22.5,100.0,60.0,0.45,0.003384170335173207,30.14497469693486,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,2.1,7.0,30.082926513142496,30.142470861601353,22.0,21.5,22.5,100.0,65.0,0.45,0.003384170335173207,30.082926513142496,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,2.4000000000000004,8.0,30.001215713331717,30.11502577616302,22.0,21.5,22.5,100.0,70.0,0.45,0.003384170335173207,30.001215713331717,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,2.6999999999999997,9.0,29.901162269755055,30.073001415237687,22.0,21.5,22.5,100.0,75.0,0.45,0.003384170335173207,29.901162269755055,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,3.0,10.0,29.78369997381979,30.0255824197402,22.0,21.5,22.5,100.0,80.0,0.45,0.003384170335173207,29.78369997381979,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,3.3,11.0,29.649504561725315,29.945561007414685,22.0,21.5,22.5,100.0,85.0,0.45,0.003384170335173207,29.649504561725315,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,3.6,12.0,29.4990791383113,29.841623924764928,22.0,21.5,22.5,100.0,90.0,0.45,0.003384170335173207,29.4990791383113,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,3.9000000000000004,13.0,29.332811132970445,29.73247692563983,22.0,21.5,22.5,100.0,95.0,0.45,0.003384170335173207,29.332811132970445,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,4.2,14.0,29.151010276862554,29.60360025448824,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,29.151010276862554,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,4.5,15.0,28.953933927588526,29.437516110142692,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,28.953933927588526,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,4.800000000000001,16.0,28.741803958764248,29.28354151863548,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,28.741803958764248,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,5.1,17.0,28.514818026121816,29.09729955055582,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,28.514818026121816,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,5.3999999999999995,18.0,28.2731570845572,28.90597445999345,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,28.2731570845572,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,5.7,19.0,28.022645578151693,28.70118832533999,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,28.022645578151693,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,6.0,20.0,27.767156059747407,28.462227874400682,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,27.767156059747407,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,6.300000000000001,21.0,27.50925993824036,28.246621379722413,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,27.50925993824036,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,6.6,22.0,27.250661308795088,27.987367746532104,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,27.250661308795088,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,6.8999999999999995,23.0,26.992486171688466,27.753257241468383,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,26.992486171688466,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,7.2,24.0,26.735475243587526,27.50822749039578,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,26.735475243587526,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,7.5,25.0,26.48011249713111,27.248317999479088,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,26.48011249713111,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,7.800000000000001,26.0,26.226710852728324,27.00851760229613,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,26.226710852728324,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,8.1,27.0,25.975469305182344,26.739677860590106,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,25.975469305182344,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,8.4,28.0,25.72651100687839,26.466754824253556,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,25.72651100687839,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,8.7,29.0,25.47990865536163,26.22029624474165,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,25.47990865536163,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,9.0,30.0,25.235701417188686,25.96102578489556,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,25.235701417188686,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,9.3,31.0,24.99390620930837,25.718261352688838,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,24.99390620930837,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,9.600000000000001,32.0,24.7545252188086,25.480390867985143,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,24.7545252188086,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,9.9,33.0,24.51755091492058,25.25871651939996,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,24.51755091492058,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,10.2,34.0,24.28296938920761,25.00860879151065,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,24.28296938920761,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,10.5,35.0,24.05076258122316,24.76810202126164,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,24.05076258122316,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,10.799999999999999,36.0,23.82090976116121,24.53776656315445,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,23.82090976116121,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,11.1,37.0,23.593388517180752,24.309400031001534,22.0,21.5,22.5,100.0,100.0,0.45,0.003384170335173207,23.593388517180752,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,11.4,38.0,23.3681754125255,24.06917810768339,22.0,21.5,22.5,93.81325996277367,95.0,0.45,0.003384170335173207,23.3681754125255,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,11.700000000000001,39.0,23.145246422519396,23.84759090684592,22.0,21.5,22.5,84.46709215893596,90.0,0.45,0.003384170335173207,23.145246422519396,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,12.0,40.0,22.92457722482488,23.600132107805404,22.0,21.5,22.5,73.87295816327207,85.0,0.45,0.003384170335173207,22.92457722482488,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,12.299999999999999,41.0,22.70614339188834,23.367941072336688,22.0,21.5,22.5,63.887296126906534,80.0,0.45,0.003384170335173207,22.70614339188834,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,12.600000000000001,42.0,22.495575690602763,23.13817111962853,22.0,21.5,22.5,53.93282474897924,75.0,0.45,0.003384170335173207,22.495575690602763,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,12.9,43.0,22.296561434435308,22.91971585422666,22.0,21.5,22.5,44.41358531696125,70.0,0.45,0.003384170335173207,22.296561434435308,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,13.2,44.0,22.11149304529408,22.719989231511036,22.0,21.5,22.5,35.66954391465059,65.0,0.45,0.003384170335173207,22.11149304529408,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,13.5,45.0,21.941900419744332,22.51741144671379,22.0,21.5,22.5,26.728644445679322,60.0,0.45,0.003384170335173207,21.941900419744332,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,13.799999999999999,46.0,21.788739164884984,22.33826639708269,22.0,21.5,22.5,18.78159232291917,55.00000000000001,0.45,0.003384170335173207,21.788739164884984,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,14.100000000000001,47.0,21.652582747424898,22.13704596255333,22.0,21.5,22.5,9.773051457200742,0.0,0.45,0.003384170335173207,21.652582747424898,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,14.4,48.0,21.533750584984297,21.967943462459015,22.0,21.5,22.5,2.152590474617113,0.0,0.45,0.003384170335173207,21.533750584984297,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,14.7,49.0,21.432393432303734,21.833194069306433,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.432393432303734,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,15.0,50.0,21.34855029748132,21.697732373732556,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.34855029748132,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,15.3,51.0,21.338738102455522,21.57640606777388,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.338738102455522,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,15.600000000000001,52.0,21.377782752938085,21.471474379954547,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.377782752938085,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,15.9,53.0,21.448907104851028,21.44860120326466,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.448907104851028,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,16.2,54.0,21.54093191804346,21.434203577490603,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.54093191804346,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,16.5,55.0,21.646409826142822,21.47529765558483,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.646409826142822,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,16.8,56.0,21.76038131715444,21.518596771178437,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.76038131715444,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,17.1,57.0,21.87954538788546,21.591981979788304,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,21.87954538788546,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,17.4,58.0,22.001706647577244,21.707795151818786,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,22.001706647577244,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,17.7,59.0,22.12540672100242,21.792256621907686,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,22.12540672100242,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,18.0,60.0,22.249678517864112,21.89107750633864,22.0,21.5,22.5,0.0,0.0,0.45,0.003384170335173207,22.249678517864112,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,18.3,61.0,22.373882413055753,22.007705523782477,22.0,21.5,22.5,3.9444909146730427,0.0,0.45,0.003384170335173207,22.373882413055753,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,18.6,62.0,22.49759703415391,22.105551611943294,22.0,21.5,22.5,8.383285345306668,0.0,0.45,0.003384170335173207,22.49759703415391,0.45,0.003384170335173207,0,1,0,进入目标带
llm,LLM Agent 自动调参,18.9,63.0,22.62054645372573,22.236069144156478,22.0,21.5,22.5,14.336464114370315,25.0,0.45,0.003384170335173207,22.62054645372573,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,19.200000000000003,64.0,22.742551651505604,22.364564357603456,22.0,21.5,22.5,20.242123507910648,25.0,0.45,0.003384170335173207,22.742551651505604,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,19.5,65.0,22.8634981564774,22.48656871810832,22.0,21.5,22.5,25.89698287281406,26.0,0.45,0.003384170335173207,22.8634981564774,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,19.8,66.0,22.983314475553385,22.600969907407592,22.0,21.5,22.5,31.24841484457937,31.0,0.45,0.003384170335173207,22.983314475553385,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,20.099999999999998,67.0,23.07368185124156,22.727051063248354,22.0,21.5,22.5,37.168113321453774,36.0,0.45,0.003384170335173207,23.07368185124156,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,20.4,68.0,23.14429419582556,22.833580450599193,22.0,21.5,22.5,42.244033575531354,41.0,0.45,0.003384170335173207,23.14429419582556,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,20.7,69.0,23.20048447318382,22.932398542172955,22.0,21.5,22.5,47.00638724504867,46.0,0.45,0.003384170335173207,23.20048447318382,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,21.0,70.0,23.241296929431094,23.010729677442928,22.0,21.5,22.5,50.87333647132562,51.0,0.45,0.003384170335173207,23.241296929431094,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,21.3,71.0,23.266154125183846,23.095044783721796,22.0,21.5,22.5,55.03809806115045,55.00000000000001,0.45,0.003384170335173207,23.266154125183846,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,21.599999999999998,72.0,23.274730162869883,23.146532142641497,22.0,21.5,22.5,57.743035219081996,57.99999999999999,0.45,0.003384170335173207,23.274730162869883,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,21.900000000000002,73.0,23.266866179106188,23.20152734593643,22.0,21.5,22.5,60.624436687455706,61.0,0.45,0.003384170335173207,23.266866179106188,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,22.2,74.0,23.24251401370455,23.211713438140297,22.0,21.5,22.5,61.49287530383823,61.0,0.45,0.003384170335173207,23.24251401370455,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,22.5,75.0,23.202829697495044,23.21796618630996,22.0,21.5,22.5,62.18642947516842,62.0,0.45,0.003384170335173207,23.202829697495044,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,22.8,76.0,23.149759716623414,23.203435913583295,22.0,21.5,22.5,61.939830414371635,62.0,0.45,0.003384170335173207,23.149759716623414,0.45,0.003384170335173207,0,0,0,降温中
llm,LLM Agent 自动调参,23.099999999999998,77.0,23.084634292227985,23.191149067936678,22.0,21.5,22.5,61.79002749432191,62.0,0.45,0.003384170335173207,23.084634292227985,0.45,0.003384170335173207,0,0,0,降温中
