algorithm,ordinal,repeat_seed,scenario_index,objective,rmse_c,max_undershoot_c,failed_checks,load_ratio,window_left_h,cause
imc,59,401,11,30.09244437846895,0.7377771626921138,0.9463332688037873,comfort_held+recovery_ok,0.525,0.53,window
bo,59,401,11,35.506602377379835,0.7908896124145989,1.1943552174828973,comfort_held+recovery_ok,0.525,0.53,window
safe-bo,59,401,11,30.09244437846895,0.7377771626921138,0.9463332688037873,comfort_held+recovery_ok,0.525,0.53,window
fnn,59,401,11,30.09244437846895,0.7377771626921138,0.9463332688037873,comfort_held+recovery_ok,0.525,0.53,window
rl,59,401,11,27.9627688916596,0.7241162015552178,1.0140547972792646,recovery_ok,0.525,0.53,window
llm,59,401,11,30.09244437846895,0.7377771626921138,0.9463332688037873,comfort_held+recovery_ok,0.525,0.53,window
zn,60,401,12,68.11353134492981,1.2152083465823325,2.9913573403697917,comfort_held+recovery_ok,0.06,1.0,tuning
zn,61,401,13,50.29093425867134,0.9701639478715672,1.2888352022221916,comfort_held+recovery_ok,0.247,1.0,tuning
imc,61,401,13,44.79848923751268,1.0152494320935554,0.6104815589058923,comfort_held+recovery_ok,0.247,1.0,tuning
bo,61,401,13,43.82590245493359,0.9301149124586762,0.7994220881166534,comfort_held+recovery_ok,0.247,1.0,tuning
safe-bo,61,401,13,44.79848923751268,1.0152494320935554,0.6104815589058923,comfort_held+recovery_ok,0.247,1.0,tuning
fnn,61,401,13,44.79848923751268,1.0152494320935554,0.6104815589058923,comfort_held+recovery_ok,0.247,1.0,tuning
rl,61,401,13,48.07979183683657,1.102235590475534,0.6926999014776882,comfort_held+recovery_ok,0.247,1.0,tuning
llm,61,401,13,44.79848923751268,1.0152494320935554,0.6104815589058923,comfort_held+recovery_ok,0.247,1.0,tuning
zn,63,401,15,46.7219467877435,1.0488075753965216,1.3046894922733223,comfort_held+recovery_ok,0.206,1.0,tuning
zn,64,401,16,24.566109201475843,0.5872320122983737,0.8326946257895109,recovery_ok,0.618,1.56,tuning
zn,65,503,1,50.41946321880256,0.9849829227590929,3.1787030042538085,comfort_held+recovery_ok,0.197,1.0,tuning
bo,65,503,1,41.121951672970766,0.8929933647545539,3.1787030042538085,comfort_held+recovery_ok,0.197,1.0,tuning
zn,66,503,2,36.178213753954054,0.7196657837848238,1.8594055589874365,comfort_held+recovery_ok,0.114,1.0,tuning
zn,67,503,3,55.33666893190206,1.1507253297486943,2.681774567295534,comfort_held+recovery_ok,0.112,1.0,tuning
imc,67,503,3,31.36450361488262,0.8845859144523255,1.5974542805533076,recovery_ok,0.112,1.0,tuning
bo,67,503,3,31.324577897147144,0.8859656213743846,1.6370931479761346,recovery_ok,0.112,1.0,tuning
safe-bo,67,503,3,31.36450361488262,0.8845859144523255,1.5974542805533076,recovery_ok,0.112,1.0,tuning
fnn,67,503,3,31.36450361488262,0.8845859144523255,1.5974542805533076,recovery_ok,0.112,1.0,tuning
rl,67,503,3,30.211960198800725,0.8750975011487144,1.6234366583028397,recovery_ok,0.112,1.0,tuning
llm,67,503,3,31.36450361488262,0.8845859144523255,1.5974542805533076,recovery_ok,0.112,1.0,tuning
zn,68,503,4,90.84052396000173,1.5015490304743992,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
imc,68,503,4,62.73679616003017,1.1289192930081642,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
bo,68,503,4,71.68148312364468,1.2500753665831035,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
safe-bo,68,503,4,62.73679616003017,1.1289192930081642,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
fnn,68,503,4,62.73679616003017,1.1289192930081642,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
rl,68,503,4,61.565961749354486,1.1191756002843594,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
llm,68,503,4,62.73679616003017,1.1289192930081642,4.565319041385422,comfort_held+recovery_ok,0.166,1.0,tuning
zn,69,503,5,39.31316425537297,0.7570004729913369,1.7035637611182395,comfort_held+recovery_ok,0.057,1.0,tuning
zn,70,503,6,154.9409091830938,2.525976577793735,4.898727417307526,comfort_held+recovery_ok,0.095,1.0,tuning
imc,70,503,6,111.08134747207056,1.90292271220554,4.231223147695147,comfort_held+recovery_ok,0.095,1.0,tuning
bo,70,503,6,132.99376177043882,2.212109820444598,4.444801468361977,comfort_held+recovery_ok,0.095,1.0,tuning
safe-bo,70,503,6,111.08134747207056,1.90292271220554,4.231223147695147,comfort_held+recovery_ok,0.095,1.0,tuning
fnn,70,503,6,111.08134747207056,1.90292271220554,4.231223147695147,comfort_held+recovery_ok,0.095,1.0,tuning
rl,70,503,6,106.5770710551238,1.8135788842206833,3.8233299085906935,comfort_held+recovery_ok,0.095,1.0,tuning
llm,70,503,6,111.08134747207056,1.90292271220554,4.231223147695147,comfort_held+recovery_ok,0.095,1.0,tuning
zn,71,503,7,81.12815351978476,1.4028159900835657,2.4589008979912705,comfort_held+recovery_ok,0.521,1.0,tuning
imc,71,503,7,35.0392930318865,0.8040145112629614,1.6939970035586853,comfort_held+recovery_ok,0.521,1.0,tuning
bo,71,503,7,40.40736422571773,0.865220898094961,1.8388697936842462,comfort_held+recovery_ok,0.521,1.0,tuning
safe-bo,71,503,7,35.0392930318865,0.8040145112629614,1.6939970035586853,comfort_held+recovery_ok,0.521,1.0,tuning
fnn,71,503,7,35.0392930318865,0.8040145112629614,1.6939970035586853,comfort_held+recovery_ok,0.521,1.0,tuning
rl,71,503,7,35.73998116339181,0.815082968061214,1.5160847906497565,comfort_held+recovery_ok,0.521,1.0,tuning
llm,71,503,7,35.0392930318865,0.8040145112629614,1.6939970035586853,comfort_held+recovery_ok,0.521,1.0,tuning
zn,72,503,8,43.580263060091255,1.2174281735954922,1.0374265998671177,comfort_held+recovery_ok,0.238,1.0,tuning
zn,73,503,9,95.33800298585871,1.7434145857147012,1.0606665396958057,comfort_held+recovery_ok,0.525,0.55,window
imc,73,503,9,95.56361905257742,1.7190917424836825,0.8664765777121985,comfort_held+recovery_ok,0.525,0.55,window
bo,73,503,9,98.2012156025544,1.7780653238666129,0.8946962459895573,comfort_held+recovery_ok,0.525,0.55,window
safe-bo,73,503,9,95.56361905257742,1.7190917424836825,0.8664765777121985,comfort_held+recovery_ok,0.525,0.55,window
fnn,73,503,9,95.56361905257742,1.7190917424836825,0.8664765777121985,comfort_held+recovery_ok,0.525,0.55,window
rl,73,503,9,73.64644973553308,1.4332277836225067,0.8302127796834888,comfort_held+recovery_ok,0.525,0.55,window
llm,73,503,9,95.56361905257742,1.7190917424836825,0.8664765777121985,comfort_held+recovery_ok,0.525,0.55,window
zn,74,503,10,37.10349111279297,0.7518867824270061,1.6419888660437145,comfort_held+recovery_ok,0.185,1.0,tuning
zn,75,503,11,64.29188382052226,1.1897947923610206,1.7288063535994311,comfort_held+recovery_ok,0.145,1.0,tuning
imc,75,503,11,49.45512569386176,1.0364439405619739,1.3314968026392933,comfort_held+recovery_ok,0.145,1.0,tuning
bo,75,503,11,56.049322494731506,1.0972601843601035,1.499281994991108,comfort_held+recovery_ok,0.145,1.0,tuning
safe-bo,75,503,11,49.45512569386176,1.0364439405619739,1.3314968026392933,comfort_held+recovery_ok,0.145,1.0,tuning
fnn,75,503,11,49.45512569386176,1.0364439405619739,1.3314968026392933,comfort_held+recovery_ok,0.145,1.0,tuning
rl,75,503,11,49.50395737570304,1.0284252398282763,1.416310299214011,comfort_held+recovery_ok,0.145,1.0,tuning
llm,75,503,11,49.45512569386176,1.0364439405619739,1.3314968026392933,comfort_held+recovery_ok,0.145,1.0,tuning
zn,76,503,12,32.977476414735456,0.672685644136382,1.0087398731937753,comfort_held+recovery_ok,0.232,1.0,tuning
zn,77,503,13,57.02793727914017,1.046667371851441,1.885712515137076,comfort_held+recovery_ok,0.623,1.0,tuning
imc,77,503,13,35.60208486095949,0.7745043951919497,1.0226524351647939,comfort_held+recovery_ok,0.623,1.0,tuning
bo,77,503,13,42.072683676984106,0.8553164985288141,1.4356571868035104,comfort_held+recovery_ok,0.623,1.0,tuning
safe-bo,77,503,13,35.60208486095949,0.7745043951919497,1.0226524351647939,comfort_held+recovery_ok,0.623,1.0,tuning
fnn,77,503,13,35.60208486095949,0.7745043951919497,1.0226524351647939,comfort_held+recovery_ok,0.623,1.0,tuning
rl,77,503,13,41.20069970542934,0.8397279967330668,1.2159288182459882,comfort_held+recovery_ok,0.623,1.0,tuning
llm,77,503,13,35.60208486095949,0.7745043951919497,1.0226524351647939,comfort_held+recovery_ok,0.623,1.0,tuning
zn,78,503,14,66.43861695731765,1.1491648625355433,1.8391418137428666,comfort_held+recovery_ok,0.205,1.0,tuning
imc,78,503,14,44.48323781746124,0.8749341129254852,1.270323746344161,comfort_held+recovery_ok,0.205,1.0,tuning
bo,78,503,14,54.10801333837338,0.9880811730674617,1.4662264132823104,comfort_held+recovery_ok,0.205,1.0,tuning
safe-bo,78,503,14,44.48323781746124,0.8749341129254852,1.270323746344161,comfort_held+recovery_ok,0.205,1.0,tuning
fnn,78,503,14,44.48323781746124,0.8749341129254852,1.270323746344161,comfort_held+recovery_ok,0.205,1.0,tuning
rl,78,503,14,44.31419115284955,0.8659444447021448,1.4806599806755578,comfort_held+recovery_ok,0.205,1.0,tuning
llm,78,503,14,44.48323781746124,0.8749341129254852,1.270323746344161,comfort_held+recovery_ok,0.205,1.0,tuning
zn,79,503,15,80.8112406689382,1.5581860129073675,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
imc,79,503,15,56.087322905561074,1.3089366494700365,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
bo,79,503,15,60.464796392094875,1.3360063912200144,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
safe-bo,79,503,15,56.087322905561074,1.3089366494700365,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
fnn,79,503,15,56.087322905561074,1.3089366494700365,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
rl,79,503,15,54.719200271049814,1.3002590578414333,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
llm,79,503,15,56.087322905561074,1.3089366494700365,4.583926754845439,comfort_held+recovery_ok,0.157,1.0,tuning
zn,80,503,16,63.232115772641926,1.0933560853457716,1.8908698392469319,comfort_held+recovery_ok,0.401,0.58,window
imc,80,503,16,39.20735099205247,0.8304964793646963,0.8397563092321079,comfort_held+recovery_ok,0.401,0.58,window
bo,80,503,16,42.46423908228352,0.8484790283804626,1.071558660748675,comfort_held+recovery_ok,0.401,0.58,window
safe-bo,80,503,16,39.20735099205247,0.8304964793646963,0.8397563092321079,comfort_held+recovery_ok,0.401,0.58,window
fnn,80,503,16,39.20735099205247,0.8304964793646963,0.8397563092321079,comfort_held+recovery_ok,0.401,0.58,window
rl,80,503,16,43.17087884249532,0.8564824593670252,1.1325520956018345,comfort_held+recovery_ok,0.401,0.58,window
llm,80,503,16,39.20735099205247,0.8304964793646963,0.8397563092321079,comfort_held+recovery_ok,0.401,0.58,window
