episode,return,epsilon,loss
138,-72.10378814523528,0.674625,0.46318124458193777
139,-65.23366191642627,0.67225,0.45163776104648906
140,-59.10476685481035,0.669875,0.4385503068566322
141,-82.2243799784147,0.6675,0.4508465588092804
142,-82.49785555266328,0.665125,0.4308717712759972
143,-75.72511639615503,0.66275,0.46676929394404093
144,-82.62992478298177,0.660375,0.43208505858977636
145,-83.5632805559768,0.658,0.4800513754288355
146,-101.83354549935429,0.655625,0.4742207999030749
147,-102.53866468475616,0.65325,0.45368978281815847
148,-60.81438680352475,0.6508750000000001,0.43434369650979837
149,-122.92575633052195,0.6485000000000001,0.4464115050931772
150,-70.83907860581415,0.6461250000000001,0.4331050482889017
151,-94.51057200324912,0.64375,0.4297463491559029
152,-65.44655057990106,0.641375,0.43552859748403233
153,-76.17274152748645,0.639,0.4322646863758564
154,-80.30214218928589,0.636625,0.4282589989403884
155,-62.96500113630533,0.63425,0.4320289974411329
156,-79.97507791944604,0.631875,0.45840291753411294
157,-86.55213496254939,0.6295,0.42793495605389276
158,-101.66695239260584,0.6271249999999999,0.4654147473474344
159,-105.19413826108304,0.62475,0.4287836271027724
160,-104.43763561719103,0.622375,0.42569579953948655
161,-119.9409507521923,0.62,0.44566594883799554
162,-80.15105066956731,0.617625,0.47715360100070636
163,-81.57351519404224,0.6152500000000001,0.4428281846145789
164,-96.83005601688275,0.6128750000000001,0.44459778914848963
165,-80.23222350391619,0.6105,0.4105541942020257
166,-95.59384859300623,0.608125,0.43050456618269284
167,-91.62009957101458,0.60575,0.4621114042898019
168,-72.94032517481502,0.603375,0.4392210103571415
169,-81.68231325758516,0.601,0.41769443278511365
170,-84.16010180893961,0.598625,0.4367800533771515
171,-69.96340741237883,0.59625,0.43782293001810707
172,-88.08003104378368,0.593875,0.4454414409895738
173,-56.36940141611475,0.5915,0.4211336207886537
174,-65.44847173160716,0.589125,0.41246654391288756
175,-101.20377043049704,0.58675,0.43402412310242655
176,-83.08145396154109,0.5843750000000001,0.4381628317137559
177,-71.01107967082265,0.5820000000000001,0.4658135366936525
178,-89.53042143552035,0.5796250000000001,0.41199443737665814
179,-91.62888994725566,0.57725,0.45385124857227005
180,-112.6282845461744,0.574875,0.414639666924874
181,-74.85657820850317,0.5725,0.42550541857878366
182,-84.41216871055948,0.570125,0.44443240339557327
183,-63.05207038032364,0.56775,0.45717503478129706
184,-83.2840032802744,0.565375,0.45154139374693236
185,-90.00704849355921,0.563,0.44575595408678054
186,-60.27348115836142,0.5606249999999999,0.4623390627404054
187,-90.62395755736456,0.55825,0.41684865032633145
188,-68.92376474245961,0.555875,0.4526560145119826
189,-81.65733187095844,0.5535000000000001,0.43318862865368524
190,-82.53181503516012,0.5511250000000001,0.45321727891763053
191,-80.33107005511792,0.5487500000000001,0.48666809052228927
192,-79.91675246163652,0.546375,0.47747242798407874
193,-85.19810028317795,0.544,0.4389981523156166
194,-115.62267770213674,0.541625,0.48162280370791755
195,-59.2123728502019,0.53925,0.4532764899233977
196,-78.90152234567127,0.536875,0.4549009603758653
197,-111.41736822787156,0.5345,0.44087983916203183
198,-76.79394907361812,0.532125,0.4550599128007889
199,-66.854186876573,0.5297499999999999,0.42084753687183063
200,-48.32105116969244,0.527375,0.4526362697283427
201,-77.06653590710438,0.525,0.4562923495968183
202,-114.20991032271951,0.5226250000000001,0.43703325415651
203,-103.88966476715353,0.5202500000000001,0.467999833325545
204,-54.89702031274797,0.5178750000000001,0.4407603601614634
205,-93.24510154645628,0.5155000000000001,0.41938074454665186
206,-65.84338718353207,0.513125,0.45756179715196293
207,-86.14519965001817,0.51075,0.4512461431324482
208,-93.79986771388187,0.508375,0.4404298596084118
209,-64.09243357049955,0.506,0.4664641891916593
210,-95.51102314737774,0.503625,0.45235286553700765
211,-61.14115522280154,0.50125,0.44680999368429186
212,-102.91814815369762,0.49887500000000007,0.407774222890536
213,-88.70879458203264,0.49650000000000005,0.44923783764243125
214,-84.29645418588646,0.49412500000000004,0.4393288311858972
215,-70.44675064599232,0.49175,0.44317439471681913
216,-39.451540579753036,0.489375,0.4169536501169205
217,-113.3356061028185,0.487,0.4052194436391195
218,-75.81359919935399,0.4846250000000001,0.4282171403368314
219,-73.67042430758764,0.48224999999999996,0.4375856712460518
220,-86.35825667179776,0.47987500000000005,0.46638877590497335
221,-92.14989436971725,0.47750000000000004,0.4254700263341268
222,-58.164138917198336,0.475125,0.45796651567022006
223,-60.46859583302933,0.47275,0.4586891959110896
224,-104.59247163487008,0.470375,0.46422828709085784
225,-98.9305428953096,0.46799999999999997,0.46804487804571787
226,-68.48456442103982,0.46562500000000007,0.42538132121165595
227,-114.6199462203506,0.46325000000000005,0.4071571245789528
228,-83.00679714735581,0.46087500000000003,0.4168030023574829
229,-84.25055836854399,0.4585,0.4363262926538785
230,-71.33175705029379,0.456125,0.4361332091192404
231,-68.79758740770234,0.4537500000000001,0.42546534885962806
232,-108.98171086254736,0.45137499999999997,0.3986518075068792
233,-40.36887223843958,0.44900000000000007,0.39898558482527735
234,-62.77019906245537,0.44662500000000005,0.40670082221428555
235,-93.3334138330882,0.44425000000000003,0.41677309572696686
236,-99.0818391034625,0.441875,0.42513330255945525
237,-106.7254613962376,0.4395,0.47162396435936293
238,-38.10915477994993,0.437125,0.44824652473131815
239,-77.20074566471483,0.4347500000000001,0.4341680005192757
240,-42.66645573467246,0.43237499999999995,0.4516134430964788
241,-61.10573438384383,0.43000000000000005,0.4829316971202691
242,-73.68527779874931,0.42762500000000003,0.4444039891163508
243,-79.06929393365346,0.42525,0.4601559184491634
244,-59.94919171197337,0.422875,0.4703988701105118
245,-51.55899658204418,0.4205,0.5052848689258098
246,-42.94197234302075,0.41812499999999997,0.4137266755104065
247,-50.11268122859767,0.41575000000000006,0.45558935155471164
248,-81.99337355609558,0.41337499999999994,0.4550491914153099
249,-61.889751054082936,0.41100000000000003,0.42794983585675556
250,-58.826485398354436,0.408625,0.47570119326313337
251,-73.12465190764073,0.40625,0.45772983332475026
252,-52.56976542971956,0.4038750000000001,0.5125456400215626
253,-55.53589036660651,0.4015000000000001,0.49103721032540004
254,-65.11388880504171,0.39912500000000006,0.5021430137256782
255,-66.50377757961206,0.39675000000000005,0.5320965938270092
256,-95.67280435725749,0.39437500000000003,0.5104129503170649
257,-97.557384676344,0.392,0.5043397853771846
258,-41.694105205643154,0.3896250000000001,0.51789312834541
259,-63.83588307754294,0.38725,0.5048850988348325
260,-37.124085923253176,0.3848750000000001,0.49076847260197004
261,-66.83456530758214,0.38250000000000006,0.4984943836927414
262,-63.1147311410418,0.38012500000000005,0.4914203445116679
263,-46.90836117955682,0.37775000000000003,0.5129283512632052
264,-59.95504655796699,0.375375,0.4854300727446874
265,-71.93361244128134,0.373,0.5076826617121697
266,-63.733311943767895,0.3706250000000001,0.4927538692951202
267,-77.48679678861035,0.36824999999999997,0.48300571690003075
268,-54.15077928508214,0.36587500000000006,0.502207540969054
269,-63.50358466309538,0.36350000000000005,0.48718824113408726
270,-75.31712706392291,0.36112500000000003,0.4383154051999251
271,-82.4433291593081,0.35875,0.4522012030084928
272,-55.852476769204976,0.356375,0.45232031991084415
273,-77.40316558496295,0.354,0.4668628916144371
274,-80.69441727348861,0.3516250000000001,0.4493393383920193
275,-67.87063736103178,0.34924999999999995,0.47573497767249745
276,-57.114373722653994,0.34687500000000004,0.4432129107415676
277,-61.48186322914511,0.34450000000000003,0.4703166961669922
278,-79.33415526478143,0.342125,0.4575014236072699
279,-93.86355973168227,0.3397500000000001,0.42722488318880397
280,-56.04028271188669,0.337375,0.4299519675473372
281,-79.4690270690173,0.3350000000000001,0.42676351219415665
282,-101.79842113400338,0.33262500000000006,0.4411232888698578
283,-62.79791104295855,0.33025000000000004,0.44949040561914444
284,-74.49625075501966,0.327875,0.46187057221929234
285,-79.64949370414082,0.3255,0.4752714437743028
286,-66.5644641372659,0.323125,0.4856431379914284
287,-64.30865448691192,0.3207500000000001,0.4772971053918203
288,-84.91392511272647,0.31837499999999996,0.4460513045390447
289,-62.99353073074116,0.31600000000000006,0.4818817603091399
290,-70.96710282129928,0.31362500000000004,0.4569237264494101
291,-72.02681627935412,0.31125,0.49656493241588273
292,-76.91191571436053,0.308875,0.452888095130523
293,-55.08074511629807,0.3065,0.5335025824606419
294,-59.65637922372236,0.304125,0.49544385969638827
295,-70.17435810537678,0.3017500000000001,0.4907861116031806
296,-63.05945326900848,0.29937499999999995,0.4910463072359562
297,-67.47529446670373,0.29700000000000004,0.5009349231918653
298,-63.64097213640145,0.294625,0.4813921250402927
299,-50.36803987633657,0.29225,0.4659585401415825
300,-66.36517396231007,0.289875,0.4600565232336521
301,-49.6424229158674,0.2875000000000001,0.4396083163718382
302,-68.51456882854936,0.2851250000000001,0.46436845312515895
303,-87.9008972615351,0.28275000000000006,0.43638143862287204
304,-77.75899941628666,0.28037500000000004,0.47258185322086016
305,-73.92562765365783,0.278,0.4733419671654701
306,-57.11934640442819,0.2756250000000001,0.4533135801553726
307,-39.35540977215753,0.27325,0.44118039111296337
308,-54.21791512931649,0.2708750000000001,0.46301217103997866
309,-89.4332130398879,0.26850000000000007,0.47266542688012125
310,-53.23196363053774,0.26612500000000006,0.46861044466495516
311,-58.06327376814168,0.26375000000000004,0.47214301774899164
312,-62.522987536450664,0.261375,0.4764011763036251
313,-105.83633392926616,0.259,0.44960820227861403
314,-54.73178632271726,0.2566250000000001,0.4508543955783049
315,-72.05436281500123,0.25425,0.46422545264164605
316,-49.12958085284583,0.25187500000000007,0.4918642977873484
317,-89.19446813425036,0.24950000000000006,0.4389332907895247
318,-57.7252657592999,0.24712500000000004,0.5019370009501775
319,-83.57084609585344,0.24475000000000002,0.5375244659682115
320,-54.766712046752886,0.242375,0.4982150048017502
321,-79.77870070330097,0.24,0.5064635619521141
322,-68.99225604409898,0.2376250000000001,0.5087293873230616
323,-62.32761246753969,0.23524999999999996,0.5466702866057555
324,-78.1495492658215,0.23287500000000005,0.5261313957472642
325,-59.32253692899528,0.23050000000000004,0.4939483088751634
326,-50.62266314800355,0.22812500000000002,0.520096714546283
327,-60.083826216777446,0.22575000000000012,0.5292570193608602
328,-68.52031585801289,0.223375,0.48951058064897857
329,-69.88084014538077,0.22100000000000009,0.488295599569877
330,-76.99088068227657,0.21862500000000007,0.49687690486510594
331,-85.16063826761982,0.21625000000000005,0.4957077664633592
332,-57.97711448013929,0.21387500000000004,0.463263975828886
333,-77.99731128287367,0.21150000000000002,0.4857255610326926
334,-82.86841021581256,0.209125,0.46234438245495163
335,-51.35160156930862,0.2067500000000001,0.44399348124861715
336,-63.14418680227946,0.20437499999999997,0.4221066599090894
337,-85.94954755379341,0.20200000000000007,0.4599199650188287
338,-61.792368325952815,0.19962500000000005,0.4400726767877738
339,-102.80970513560598,0.19725000000000004,0.4056155038376649
340,-86.50864423201884,0.19487500000000002,0.40749726369976996
341,-53.507835604313456,0.1925,0.41848758136232694
342,-65.75414303770302,0.190125,0.4420822896063328
343,-58.11778655550668,0.18775000000000008,0.44840090796351434
344,-57.58300013415709,0.18537499999999996,0.4240027273694674
345,-75.62473984435654,0.18300000000000005,0.46456642920772234
346,-69.80500591004866,0.18062500000000004,0.4344734845062097
347,-62.22770835594547,0.17825000000000002,0.46322787503401436
348,-65.21530700455234,0.175875,0.4270069234073162
349,-71.31977822291441,0.1735,0.4228875569999218
350,-84.78848308253697,0.17112499999999997,0.43428489317496616
351,-64.9925220478729,0.16875000000000007,0.426315625756979
352,-68.42717282396224,0.16637500000000005,0.44757851933439574
353,-50.287096316799534,0.16400000000000003,0.46324344153205554
354,-65.27041266513032,0.16162500000000013,0.4109475389122963
355,-50.85979005188929,0.15925,0.4470031258960565
356,-45.456154429278406,0.1568750000000001,0.4470686911294858
357,-63.3935468144538,0.15450000000000008,0.4305271757145723
358,-47.62804508892345,0.15212500000000007,0.41938912148276963
359,-74.70589092097498,0.14975000000000005,0.4907209058602651
360,-47.07429789072985,0.14737500000000003,0.45987384344140686
361,-64.25041693165329,0.14500000000000002,0.4742153639594714
362,-70.83033861046553,0.1426250000000001,0.4492442823946476
363,-48.246114790542634,0.14024999999999999,0.44389705881476405
364,-64.48920086649116,0.13787500000000008,0.4483446963131428
365,-57.18068396517875,0.13550000000000006,0.4573151469230652
366,-77.74885358109412,0.13312500000000005,0.40093190893530845
367,-49.22061899851612,0.13075000000000003,0.38011267222464085
368,-56.46946732424492,0.12837500000000002,0.39651098574201266
369,-68.08752105743532,0.126,0.4305679845313231
370,-99.74719371511243,0.1236250000000001,0.43601704041163125
371,-58.65579111711963,0.12124999999999997,0.4382986382891734
372,-73.90420649668414,0.11887500000000006,0.4210360087454319
373,-83.93496326240465,0.11650000000000005,0.41980085968971254
374,-55.48552759281205,0.11412500000000003,0.40668963752686976
375,-69.20561852792285,0.11175000000000002,0.42892080321908
376,-77.45588217325238,0.109375,0.39910634184877075
377,-61.979551461978616,0.1070000000000001,0.4077942561358213
378,-56.391776620304796,0.10462500000000008,0.376622424274683
379,-70.90342867226812,0.10225000000000006,0.41086076957484086
380,-56.99111184871046,0.09987500000000005,0.39033628528316816
381,-69.20344578119318,0.09750000000000003,0.38146141891678176
382,-65.48546587704907,0.09512500000000002,0.40180149289468925
383,-54.51596275260605,0.09275000000000011,0.394323431327939
384,-72.36993938483235,0.09037499999999998,0.39085393796364465
385,-65.94534115221167,0.08800000000000008,0.41823610439896586
386,-55.10139545971939,0.08562500000000006,0.37289867997169496
387,-53.40583534648406,0.08325000000000005,0.40766823862989743
388,-48.916456240756695,0.08087500000000003,0.4015201124052207
389,-67.73194991145216,0.07850000000000001,0.39618836989005407
390,-58.00527074718503,0.076125,0.33961846406261126
391,-105.26956175470899,0.0737500000000001,0.4063677026579777
392,-59.31386214423566,0.07137499999999997,0.3673369827369849
393,-68.32958867176328,0.06900000000000006,0.39219315846761066
394,-71.88371209706447,0.06662500000000005,0.4116042071332534
395,-64.63350637066486,0.06425000000000003,0.3863771551599105
396,-90.26244528304612,0.06187500000000001,0.3883472705880801
397,-60.38300664287206,0.0595,0.37805592504640423
398,-75.73577696223097,0.05712499999999998,0.35832102683683237
399,-46.37286116251879,0.054750000000000076,0.3870194375514984
400,-83.0765223267331,0.05237499999999995,0.34374419252077737
401,-65.58455062796416,0.050000000000000044,0.3965734176337719
402,-60.28570732117956,0.050000000000000044,0.38963879868388174
403,-69.0283066400925,0.050000000000000044,0.3881890652080377
404,-82.02859407904238,0.050000000000000044,0.3937770456075668
405,-59.104137397292845,0.050000000000000044,0.4119594946503639
406,-51.7517110782095,0.050000000000000044,0.386258049060901
407,-70.43981029013189,0.050000000000000044,0.3550706660995881
408,-50.604307522051236,0.050000000000000044,0.3784733903904756
409,-69.09835438090911,0.050000000000000044,0.4071547038853168
410,-70.64248826019598,0.050000000000000044,0.38559611986080805
411,-71.87163561331676,0.050000000000000044,0.39796507482727367
412,-75.19065375634118,0.050000000000000044,0.4092524856328964
413,-68.05135768101474,0.050000000000000044,0.37143337254722913
414,-54.20295358669331,0.050000000000000044,0.4083980814864238
415,-57.87953899206037,0.050000000000000044,0.366300151993831
416,-71.10061517835217,0.050000000000000044,0.4025126611193021
417,-61.0477777205638,0.050000000000000044,0.35539134591817856
418,-93.52219910594759,0.050000000000000044,0.3767066281288862
419,-77.3857246237921,0.050000000000000044,0.3347770956655343
420,-57.26858324444973,0.050000000000000044,0.34368317474921545
421,-74.45852942920975,0.050000000000000044,0.36926787719130516
422,-55.92108099371549,0.050000000000000044,0.3326885820676883
423,-48.49853706738851,0.050000000000000044,0.35926425183812777
424,-72.3544502269687,0.050000000000000044,0.3493341490626335
425,-72.42889023912007,0.050000000000000044,0.3329833527406057
426,-55.57847886101594,0.050000000000000044,0.3444589675714572
427,-49.742478285522665,0.050000000000000044,0.3430377013981342
428,-53.09812141110798,0.050000000000000044,0.3617148743321498
429,-72.94551509350532,0.050000000000000044,0.3253539568434159
430,-73.62786160110223,0.050000000000000044,0.3687624283134937
431,-58.73502417033785,0.050000000000000044,0.3767585886021455
432,-50.32914585703003,0.050000000000000044,0.3959547697256009
433,-63.42025299993635,0.050000000000000044,0.3501540639748176
434,-62.792251347164196,0.050000000000000044,0.38249092077215513
435,-48.68453459953231,0.050000000000000044,0.35954685832063354
436,-98.02532899679454,0.050000000000000044,0.3180796214689811
437,-49.50511876314234,0.050000000000000044,0.35727474875748155
438,-75.69111530305838,0.050000000000000044,0.3302413340657949
439,-69.02242457612907,0.050000000000000044,0.3586356667180856
440,-53.769761740130605,0.050000000000000044,0.3510206423699856
441,-68.16518889742031,0.050000000000000044,0.3622362054884434
442,-101.33854579639996,0.050000000000000044,0.34407133236527443
443,-63.94441962809937,0.050000000000000044,0.3540666105846564
444,-58.584279766278584,0.050000000000000044,0.34960996148486934
445,-65.28041862523932,0.050000000000000044,0.36064108423888686
446,-65.25219429197715,0.050000000000000044,0.3385264381766319
447,-102.3398607260595,0.050000000000000044,0.3628488165636857
448,-58.323231689602885,0.050000000000000044,0.357603503142794
449,-56.59728182925488,0.050000000000000044,0.3853688122083743
450,-90.72203136003687,0.050000000000000044,0.355937135219574
451,-66.72017048206305,0.050000000000000044,0.3448792075117429
452,-60.09030744134673,0.050000000000000044,0.34556851647794246
453,-48.17851431687329,0.050000000000000044,0.3624450425306956
454,-68.2003233961671,0.050000000000000044,0.3644091714173555
455,-75.14432533669091,0.050000000000000044,0.37140252304573856
456,-47.34661972737728,0.050000000000000044,0.38484824101130166
457,-57.52419742363806,0.050000000000000044,0.3578951527674993
458,-56.50288049436681,0.050000000000000044,0.33435182049870493
459,-54.9016620721556,0.050000000000000044,0.31601893429954847
460,-53.15140246921969,0.050000000000000044,0.347588412463665
461,-53.55149593829846,0.050000000000000044,0.3485161763926347
462,-72.81180952970018,0.050000000000000044,0.31480553758641083
463,-74.91542061469032,0.050000000000000044,0.31315342790136735
464,-89.38723017001313,0.050000000000000044,0.2871000790347656
465,-97.19994854306039,0.050000000000000044,0.3401894280066093
466,-65.71841436695595,0.050000000000000044,0.3293693325171868
467,-39.6798599532846,0.050000000000000044,0.3536232872555653
468,-74.77642964919386,0.050000000000000044,0.32219618670642375
469,-92.48894595361132,0.050000000000000044,0.30342962183058264
470,-75.58370212470118,0.050000000000000044,0.29598799236118795
471,-72.27358023272616,0.050000000000000044,0.34132524331410724
472,-74.48123090664593,0.050000000000000044,0.35167173159619175
473,-53.77755810597416,0.050000000000000044,0.33320976893107096
474,-72.1750717576342,0.050000000000000044,0.3243331936498483
475,-95.87392878374742,0.050000000000000044,0.3173270454009374
476,-73.4481687530237,0.050000000000000044,0.3090541178981463
477,-81.17908929666967,0.050000000000000044,0.31894172926743825
478,-73.31774360838779,0.050000000000000044,0.3403748476256927
479,-115.23295279976021,0.050000000000000044,0.3376484114676714
480,-71.04294482621437,0.050000000000000044,0.30069053334494433
481,-69.76923925065087,0.050000000000000044,0.3143786898503701
482,-47.64286019008511,0.050000000000000044,0.30353279573222003
483,-51.43278970753871,0.050000000000000044,0.30071614185969037
484,-50.13741214813403,0.050000000000000044,0.30419146940112113
485,-52.50694060512517,0.050000000000000044,0.2904895863185326
486,-69.99745163562649,0.050000000000000044,0.29617810336252054
487,-53.74891468921594,0.050000000000000044,0.2664309237152338
488,-82.22724909733589,0.050000000000000044,0.2966150357077519
489,-66.92278608424124,0.050000000000000044,0.27612210003038246
490,-75.51969832713773,0.050000000000000044,0.2667396900554498
491,-75.04141035601677,0.050000000000000044,0.334351392959555
492,-58.584842661771305,0.050000000000000044,0.3009701185549299
493,-86.08778720337736,0.050000000000000044,0.3310634775708119
494,-64.60613028386118,0.050000000000000044,0.2909305910269419
495,-67.03429839001174,0.050000000000000044,0.3108114586522182
496,-73.48504990060864,0.050000000000000044,0.32954416908323764
497,-47.5296365814379,0.050000000000000044,0.33139761586984
498,-67.68223012904063,0.050000000000000044,0.32081338763237
499,-63.46273475461284,0.050000000000000044,0.3313496671617031
500,-58.486143150794085,0.050000000000000044,0.3378103336940209
