episode,return,iae,kp,ki,gradient,gradient_kp,gradient_ki,gradient_logits,logits,noise,noise_std,noise_mean,noise_l2,steps,status
127,-64.82780887323877,64.82780887323877,0.3727960476920722,0.023797022505140025,"[6068.020937739346, -49344.92102081122]",6068.020937739346,-49344.92102081122,"[2992.634075523086, -2297.313754199349]","[0.5511147242868627, 0.586154237823841]","{'std': 0.1, 'mean': 0.006927156293598502, 'sample_std': 0.10181462474517178, 'l2': 3.5351158351006413, 'first': -0.04681190461511908, 'last': -0.028388153520582212, 'samples': 1200}",0.1,0.006927156293598502,3.5351158351006413,1200,updated
128,-68.8533189364154,68.8533189364154,0.38778856877244466,0.02274784609608416,"[8620.244562518033, -4651.533884643988]",8620.244562518033,-4651.533884643988,"[4385.978200845936, -208.34451085951454]","[0.5810410650420935, 0.5631811002818475]","{'std': 0.1, 'mean': -0.0008857179568426467, 'sample_std': 0.09812893451286622, 'l2': 3.3994244721592732, 'first': -0.06559073305958907, 'last': 0.00038499035693146825, 'samples': 1200}",0.1,-0.0008857179568426467,3.3994244721592732,1200,updated
129,-69.71365028840741,69.71365028840741,0.41060969739701925,0.022654692167341173,"[8128.864451544371, -11412.873653215916]",8128.864451544371,-11412.873653215916,"[4323.508759683588, -509.3855197687001]","[0.6249008470505529, 0.5610976551732524]","{'std': 0.1, 'mean': 0.0024093380480065146, 'sample_std': 0.09828319105585183, 'l2': 3.4056524580087104, 'first': 0.024580809803077894, 'last': 0.014704906972331972, 'samples': 1200}",0.1,0.0024093380480065146,3.4056524580087104,1200,updated
130,-72.2873352756662,72.2873352756662,0.4340994999871854,0.022428321110637677,"[8265.097410102075, 204687.19693889795]",8265.097410102075,204687.19693889795,"[4585.0904953921645, 9056.973766842148]","[0.6681359346473889, 0.5560037999755654]","{'std': 0.1, 'mean': -0.006881234882885869, 'sample_std': 0.10167059525543323, 'l2': 3.5300302547894797, 'first': 0.04094669445131805, 'last': -0.05653013306797533, 'samples': 1200}",0.1,-0.006881234882885869,3.5300302547894797,1200,updated
131,-66.99678759568624,66.99678759568624,0.4600930651891068,0.026754960643063423,"[3064.3116626638734, -40487.213387208394]",3064.3116626638734,-40487.213387208394,"[1774.4770900929884, -2081.315902130319]","[0.7139868396013105, 0.6465735376439868]","{'std': 0.1, 'mean': 0.004916877727929211, 'sample_std': 0.10229556126785691, 'l2': 3.5477132141756793, 'first': 0.09570637045711594, 'last': 0.010776782862168792, 'samples': 1200}",0.1,0.004916877727929211,3.5477132141756793,1200,updated
132,-69.90002582722117,69.90002582722117,0.47045217397260863,0.02570281883884455,"[7852.924492578119, 76057.61144965705]",7852.924492578119,76057.61144965705,"[4621.347387161785, 3780.2557835332814]","[0.7317316105022403, 0.6257603786226836]","{'std': 0.1, 'mean': -0.007138209021270835, 'sample_std': 0.10244889778936947, 'l2': 3.5575380284047045, 'first': 0.0312585646652725, 'last': -0.15748422625062986, 'samples': 1200}",0.1,-0.007138209021270835,3.5575380284047045,1200,updated
133,-68.15609339612448,68.15609339612448,0.4982132747001135,0.02764033123498587,"[413.9917299184426, -116329.07452365055]",413.9917299184426,-116329.07452365055,"[253.74316254989176, -6144.881539167447]","[0.7779450843738582, 0.6635629364580165]","{'std': 0.1, 'mean': 0.0042783732931064005, 'sample_std': 0.10266646729272084, 'l2': 3.559557497959962, 'first': -0.04761587053964834, 'last': -0.10511033140459557, 'samples': 1200}",0.1,0.0042783732931064005,3.559557497959962,1200,updated
134,-72.45127900880452,72.45127900880452,0.4997702095063414,0.024550020962117728,"[2046.22292760668, 76396.76691649936]",2046.22292760668,76396.76691649936,"[1256.9032141048838, 3652.4269412033254]","[0.7804825159993571, 0.602114121066342]","{'std': 0.1, 'mean': -0.0058224482348078945, 'sample_std': 0.10182720030339006, 'l2': 3.533159428908988, 'first': -0.21247850142386493, 'last': 0.08432514832129917, 'samples': 1200}",0.1,-0.0058224482348078945,3.533159428908988,1200,updated
135,-69.92196566818363,69.92196566818363,0.5075323779881104,0.026349637908688994,"[-1204.3574294316377, -101811.9520792194]",-1204.3574294316377,-101811.9520792194,"[-747.7469466640089, -5167.254980134148]","[0.793051548140406, 0.6386383904783752]","{'std': 0.1, 'mean': 0.005117747230065339, 'sample_std': 0.10059677885923897, 'l2': 3.48928128764056, 'first': 0.11936126930517328, 'last': -0.20729218609100553, 'samples': 1200}",0.1,0.005117747230065339,3.48928128764056,1200,updated
136,-72.84445169702978,72.84445169702978,0.5029045540695395,0.023834833314334024,"[4326.78882675409, 97524.95504532743]",4326.78882675409,97524.95504532743,"[2669.3513630007474, 4546.556606881813]","[0.7855740786737659, 0.5869658406770337]","{'std': 0.1, 'mean': -0.002433284189167189, 'sample_std': 0.10000690960034911, 'l2': 3.465366273239985, 'first': 0.051850316715320845, 'last': -0.10752657592124654, 'samples': 1200}",0.1,-0.002433284189167189,3.465366273239985,1200,updated
137,-70.83133686121147,70.83133686121147,0.5195598852098111,0.026036193244866286,"[-677.0165214614054, 17303.35107916183]",-677.0165214614054,17303.35107916183,"[-427.15950443040043, 869.4068573774709]","[0.8122675923037734, 0.6324314067458519]","{'std': 0.1, 'mean': -0.0006073780799209644, 'sample_std': 0.10045123919673168, 'l2': 3.479796608589239, 'first': -0.032676443220630534, 'last': 0.02848407629288325, 'samples': 1200}",0.1,-0.0006073780799209644,3.479796608589239,1200,updated
138,-69.62977106814117,69.62977106814117,0.5168695227447615,0.02647611881407884,"[-6668.759362482056, -27320.904328051325]",-6668.759362482056,-27320.904328051325,"[-4192.702488192805, -1392.1999671264814]","[0.8079959972594695, 0.6411254753196266]","{'std': 0.1, 'mean': 0.0034414964823313017, 'sample_std': 0.09989153598326422, 'l2': 3.462397353129823, 'first': 0.03732504893623406, 'last': 0.097812585627085, 'samples': 1200}",0.1,0.0034414964823313017,3.462397353129823,1200,updated
139,-70.10259538225766,70.10259538225766,0.49097137301913424,0.025774628847201653,"[11021.253311375827, 101645.79185992507]",11021.253311375827,101645.79185992507,"[6686.088444970293, 5063.9502902832755]","[0.7660689723775415, 0.6272034756483618]","{'std': 0.1, 'mean': -0.004610439711084358, 'sample_std': 0.09965827140608936, 'l2': 3.4559561132594223, 'first': -0.1245921187341222, 'last': -0.10589944634781341, 'samples': 1200}",0.1,-0.004610439711084358,3.4559561132594223,1200,updated
140,-68.5529194737096,68.5529194737096,0.5327080966279387,0.0284032559843998,"[2760.6349515000024, 42478.98385638432]",2760.6349515000024,42478.98385638432,"[1771.5672504250458, 2295.192410893748]","[0.8329298568272444, 0.6778429785511946]","{'std': 0.1, 'mean': -0.00019437037706475932, 'sample_std': 0.10104345968058742, 'l2': 3.5002545948658037, 'first': 0.22124213367951537, 'last': 0.1471219051768826, 'samples': 1200}",0.1,-0.00019437037706475932,3.5002545948658037,1200,updated
141,-67.58568908758876,67.58568908758876,0.5441581695508393,0.029665955871775368,"[2601.0586645605777, 22509.781728370886]",2601.0586645605777,22509.781728370886,"[1693.0702520031857, 1260.6683614307206]","[0.8506455293314948, 0.700794902660132]","{'std': 0.1, 'mean': -0.0023991195233679045, 'sample_std': 0.09952379123862125, 'l2': 3.4486068138300836, 'first': -0.08696355824779739, 'last': 0.06461418163232682, 'samples': 1200}",0.1,-0.0023991195233679045,3.4486068138300836,1200,updated
142,-67.25991561262313,67.25991561262313,0.5552526337692327,0.030378925621879105,"[1571.3049514662314, 56026.93168452705]",1571.3049514662314,56026.93168452705,"[1036.5093879223866, 3199.4962518158327]","[0.8675762318515267, 0.7134015862744392]","{'std': 0.1, 'mean': -0.001581961175921603, 'sample_std': 0.09883707397175484, 'l2': 3.4242552111301974, 'first': -0.11920711638555521, 'last': 0.0079940596641688, 'samples': 1200}",0.1,-0.001581961175921603,3.4242552111301974,1200,updated
143,-65.60053436534037,65.60053436534037,0.5621175412456265,0.03225137666337112,"[-2192.24565125085, 6892.067706573541]",-2192.24565125085,6892.067706573541,"[-1457.7733292474625, 413.1958813528532]","[0.8779413257307506, 0.7453965487925975]","{'std': 0.1, 'mean': 0.0026506594350480415, 'sample_std': 0.09971735786436453, 'l2': 3.4555307762872585, 'first': 0.01279383444532014, 'last': 0.1373365624627901, 'samples': 1200}",0.1,0.0026506594350480415,3.4555307762872585,1200,updated
144,-65.52726775262845,65.52726775262845,0.5524783364826292,0.03249986724421007,"[-293.0378621647274, -10200.332380267138]",-293.0378621647274,-10200.332380267138,"[-192.66678346630312, -615.3369855029222]","[0.863363592438276, 0.7495285076061261]","{'std': 0.1, 'mean': 0.0015073547363432934, 'sample_std': 0.09772979036977902, 'l2': 3.385861906933972, 'first': -0.1431990233782358, 'last': 0.15210367858362128, 'samples': 1200}",0.1,0.0015073547363432934,3.385861906933972,1200,updated
145,-65.746756375379,65.746756375379,0.5512125453965316,0.032130372201332316,"[-2666.544057970211, 13717.617802001216]",-2666.544057970211,13717.617802001216,"[-1750.554762296388, 819.907943000675]","[0.861436924603613, 0.7433751377510969]","{'std': 0.1, 'mean': 0.002069691728854772, 'sample_std': 0.10021709273973016, 'l2': 3.4723621875126156, 'first': 0.16558634536770112, 'last': -0.09932495840154168, 'samples': 1200}",0.1,0.002069691728854772,3.4723621875126156,1200,updated
146,-65.1044666691832,65.1044666691832,0.5397994909585807,0.03262346425255181,"[-89.50980870357614, 5274.29505720445]",-89.50980870357614,5274.29505720445,"[-57.95209396765336, 319.1486520914669]","[0.8439313769806491, 0.7515742171811036]","{'std': 0.1, 'mean': 4.505338368526781e-06, 'sample_std': 0.10248539277188355, 'l2': 3.5501981497215587, 'first': -0.11325143661044111, 'last': 0.139771137229926, 'samples': 1200}",0.1,4.505338368526781e-06,3.5501981497215587,1200,updated
147,-64.66114828749656,64.66114828749656,0.5394243738757174,0.032817043057231,"[-1743.8240484081325, 10919.857776496836]",-1743.8240484081325,10919.857776496836,"[-1128.494763574921, 663.9208877867185]","[0.8433518560409726, 0.7547657037020183]","{'std': 0.1, 'mean': 0.0032381235521422034, 'sample_std': 0.09834168102945501, 'l2': 3.408502017926, 'first': -0.004761960769657631, 'last': -0.05016663451992279, 'samples': 1200}",0.1,0.0032381235521422034,3.408502017926,1200,updated
148,-64.14946152039197,64.14946152039197,0.5321545151555598,0.03322270594546385,"[1468.9949660884179, -6.449191127619045]",1468.9949660884179,-6.449191127619045,"[942.0305679166049, -0.3960014097097376]","[0.8320669084052235, 0.7614049125798855]","{'std': 0.1, 'mean': 0.0015599304285775918, 'sample_std': 0.1004562211118697, 'l2': 3.4803251129201467, 'first': -0.0606387800082748, 'last': 0.03244657772033934, 'samples': 1200}",0.1,0.0015599304285775918,3.4803251129201467,1200,updated
149,-65.15888905695292,65.15888905695292,0.5382185949540946,0.03322246278837279,"[-5952.707456895779, -34476.59171443956]",-5952.707456895779,-34476.59171443956,"[-3846.4652936236935, -2116.9629444462184]","[0.8414872140843895, 0.7614009525657884]","{'std': 0.1, 'mean': 0.00012054990433044458, 'sample_std': 0.10203257016847289, 'l2': 3.5345143780944692, 'first': -0.060468296626843235, 'last': 0.00860179233534784, 'samples': 1200}",0.1,0.00012054990433044458,3.5345143780944692,1200,updated
150,-64.98475183745585,64.98475183745585,0.5137491632556768,0.03194290915197151,"[-605.6682624145615, 43487.47658409824]",-605.6682624145615,43487.47658409824,"[-379.2099900048254, 2586.983798467008]","[0.8030225611481526, 0.7402313231213262]","{'std': 0.1, 'mean': -0.0015146685791305855, 'sample_std': 0.0957386586431875, 'l2': 3.3168994521452806, 'first': -0.0021411124617888504, 'last': 0.026751037348216905, 'samples': 1200}",0.1,-0.0015146685791305855,3.3168994521452806,1200,updated
151,-63.83844052875091,63.83844052875091,0.5113786936850245,0.03351207757481984,"[1035.5434461061498, -5499.512540567165]",1035.5434461061498,-5499.512540567165,"[646.2957591818529, -340.0470004302659]","[0.7992304612481044, 0.7661011611059964]","{'std': 0.1, 'mean': -0.002391741300682499, 'sample_std': 0.10021423704753188, 'l2': 3.4725115521999292, 'first': 0.07698292081972621, 'last': 0.05181133809711064, 'samples': 1200}",0.1,-0.002391741300682499,3.4725115521999292,1200,updated
152,-63.53133175704744,63.53133175704744,0.5154232618316467,0.03330234755183214,"[1438.4489312073383, 6412.974368860614]",1438.4489312073383,6412.974368860614,"[902.6292652618278, 394.53562106308186]","[0.8056934188399228, 0.7627006911016937]","{'std': 0.1, 'mean': 0.0001423993127878075, 'sample_std': 0.10143084913668143, 'l2': 3.513671145822132, 'first': 0.04890677648447872, 'last': -0.040854586210976776, 'samples': 1200}",0.1,0.0001423993127878075,3.513671145822132,1200,updated
153,-64.45267390935967,64.45267390935967,0.521108607651647,0.0335457826759529,"[-1741.7367994787119, 8639.117913972483]",-1741.7367994787119,8639.117913972483,"[-1101.1721371389976, 534.6065113249095]","[0.8147197114925411, 0.7666460473123246]","{'std': 0.1, 'mean': -0.0019164446052204957, 'sample_std': 0.10148515419548021, 'l2': 3.516175641006338, 'first': -0.08820622602417091, 'last': 0.1317437804342658, 'samples': 1200}",0.1,-0.0019164446052204957,3.516175641006338,1200,updated
154,-63.25619887221609,63.25619887221609,0.5141784347321147,0.033877917949366496,"[87.2364985505437, -64308.44950674562]",87.2364985505437,-64308.44950674562,"[54.650278377030496, -4011.0692774520794]","[0.8037079901211511, 0.7719921124255736]","{'std': 0.1, 'mean': 0.0028682948655270957, 'sample_std': 0.09973605926677286, 'l2': 3.456386893882252, 'first': -0.010035113470965659, 'last': 0.12540916267968347, 'samples': 1200}",0.1,0.0028682948655270957,3.456386893882252,1200,updated
155,-65.15911300113171,65.15911300113171,0.5145208757857911,0.03144931085528833,"[-469.034385738797, 16091.261714254035]",-469.034385738797,16091.261714254035,"[-293.9661980717702, 945.2217188507593]","[0.8042544929049215, 0.7318814196510528]","{'std': 0.1, 'mean': -0.0011457476297593353, 'sample_std': 0.10050778401911795, 'l2': 3.4819179862940075, 'first': -0.1260618860886521, 'last': -0.11815457841924842, 'samples': 1200}",0.1,-0.0011457476297593353,3.4819179862940075,1200,updated
156,-65.3371032838516,65.3371032838516,0.5126807149468979,0.03200853813631439,"[2040.3730062328327, -37349.01983482543]",2040.3730062328327,-37349.01983482543,"[1275.6538851751968, -2225.5146304947307]","[0.8013148309242037, 0.7413336368395604]","{'std': 0.1, 'mean': -0.00019248240924836459, 'sample_std': 0.0999010289042426, 'l2': 3.4606795793203715, 'first': -0.005126465258417853, 'last': -0.0034377132402124175, 'samples': 1200}",0.1,-0.00019248240924836459,3.4606795793203715,1200,updated
157,-66.23409779725792,66.23409779725792,0.5206988187422871,0.030704530189725156,"[-8821.35490235251, -88101.54634795073]",-8821.35490235251,-88101.54634795073,"[-5574.103633798075, -5075.17851078538]","[0.8140713697759557, 0.7190784905346131]","{'std': 0.1, 'mean': 0.004195863110587261, 'sample_std': 0.10061063980825918, 'l2': 3.488284296304426, 'first': -0.17365129028479448, 'last': -0.056622259593058714, 'samples': 1200}",0.1,0.004195863110587261,3.488284296304426,1200,updated
158,-67.22510916632822,67.22510916632822,0.4862925106380684,0.027892924049069096,"[2550.1767303436377, -2987.3217277159206]",2550.1767303436377,-2987.3217277159206,"[1536.650261881171, -158.99868765554126]","[0.758330333437975, 0.6683267054267593]","{'std': 0.1, 'mean': 0.0007353480578281831, 'sample_std': 0.09755139031365963, 'l2': 3.3793752953279603, 'first': 0.06767753333946236, 'last': -0.0711572139951475, 'samples': 1200}",0.1,0.0007353480578281831,3.3793752953279603,1200,updated
159,-68.26395705679609,68.26395705679609,0.49561420134437095,0.027808404446253817,"[-1723.747350215991, -111870.33103386164]",-1723.747350215991,-111870.33103386164,"[-1052.6562456749316, -5939.238586566522]","[0.7736968360567866, 0.6667367185502039]","{'std': 0.1, 'mean': 0.0031203818749290075, 'sample_std': 0.10127514138136205, 'l2': 3.5099386396107137, 'first': 0.15433055565758805, 'last': -0.14921220176100666, 'samples': 1200}",0.1,0.0031203818749290075,3.5099386396107137,1200,updated
160,-71.60942560477442,71.60942560477442,0.48921508392405816,0.024801154605526246,"[-206.04524967271433, -8380.58413153564]",-206.04524967271433,-8380.58413153564,"[-124.68279792445745, -404.14226047324127]","[0.7631702736000373, 0.6073443326845387]","{'std': 0.1, 'mean': -0.0007570207910091165, 'sample_std': 0.09945180067502489, 'l2': 3.4452112396164454, 'first': -0.048484075402259394, 'last': 0.2278352790089552, 'samples': 1200}",0.1,-0.0007570207910091165,3.4452112396164454,1200,updated
161,-71.21455671857727,71.21455671857727,0.48846100973432266,0.02460691130633753,"[-5369.355721445235, -47104.58641411516]",-5369.355721445235,-47104.58641411516,"[-3245.5864012173633, -2256.440829815324]","[0.7619234456207927, 0.6033029100798063]","{'std': 0.1, 'mean': 0.001062818906873594, 'sample_std': 0.09861803622742189, 'l2': 3.416427371401049, 'first': -0.06033571148135447, 'last': 0.039985681471605306, 'samples': 1200}",0.1,0.001062818906873594,3.416427371401049,1200,updated
162,-72.35621685625783,72.35621685625783,0.46912117970466655,0.023546025200056754,"[970.5735751160298, 5072.876849718736]",970.5735751160298,5072.876849718736,"[570.0057453725885, 234.04236241856745]","[0.7294675816086191, 0.5807385017816531]","{'std': 0.1, 'mean': -8.930548449019526e-05, 'sample_std': 0.09786987093482807, 'l2': 3.3903131912440414, 'first': 0.06404256396980883, 'last': -0.15594278353772112, 'samples': 1200}",0.1,-8.930548449019526e-05,3.3903131912440414,1200,updated
163,-72.19777320639005,72.19777320639005,0.47247736170159704,0.023654215106010887,"[-820.303034753648, 1036.3868727875347]",-820.303034753648,1036.3868727875347,"[-484.2315401936575, 48.00266299008265]","[0.7351676390623451, 0.5830789254058387]","{'std': 0.1, 'mean': -6.93584714671088e-05, 'sample_std': 0.09911288103122666, 'l2': 3.4333717532899324, 'first': -0.013645655651491319, 'last': 0.011784572798219983, 'samples': 1200}",0.1,-6.93584714671088e-05,3.4333717532899324,1200,updated
164,-71.85236803058159,71.85236803058159,0.4696251158796486,0.023676457590798148,"[1667.7688316688696, 32430.05402547003]",1667.7688316688696,32430.05402547003,"[980.2180160332412, 1503.2809256539592]","[0.7303253236604085, 0.5835589520357396]","{'std': 0.1, 'mean': 0.001402390279496424, 'sample_std': 0.09513517063395158, 'l2': 3.295937024285587, 'first': -0.190934928404806, 'last': -0.08416379297838535, 'samples': 1200}",0.1,0.001402390279496424,3.295937024285587,1200,updated
165,-71.74746898739885,71.74746898739885,0.47541172595501,0.02438211194703307,"[11671.063738552848, 93081.40789257866]",11671.063738552848,93081.40789257866,"[6920.1862846776885, 4424.200850350552]","[0.7401275038207409, 0.5985917612922792]","{'std': 0.1, 'mean': -0.005522910480327813, 'sample_std': 0.09935346412721627, 'l2': 3.4470184288892507, 'first': -0.10501026907374776, 'last': 0.04382581306875575, 'samples': 1200}",0.1,-0.005522910480327813,3.4470184288892507,1200,updated
166,-70.71387642221268,70.71387642221268,0.5177082882896573,0.02656328903625672,"[5144.2420632220055, -39151.9371166353]",5144.2420632220055,-39151.9371166353,"[3237.8179591878547, -2000.5851547248399]","[0.8093293666675178, 0.6428337697957848]","{'std': 0.1, 'mean': -0.001818078819628445, 'sample_std': 0.10241512654662055, 'l2': 3.548323021849282, 'first': 0.07331611622553255, 'last': -0.1703440540863712, 'samples': 1200}",0.1,-0.001818078819628445,3.548323021849282,1200,updated
167,-72.00078206332044,72.00078206332044,0.5383609797500661,0.02555741628178468,"[-2290.4564249305945, -48970.14874905641]",-2290.4564249305945,-48970.14874905641,"[-1480.287741231289, -2422.318393160487]","[0.8417075462593964, 0.6228279182485363]","{'std': 0.1, 'mean': 0.0013949210150821694, 'sample_std': 0.10009227434178877, 'l2': 3.4676347883045975, 'first': -0.007619405897445865, 'last': -0.11210882822359898, 'samples': 1200}",0.1,0.0013949210150821694,3.4676347883045975,1200,updated
168,-73.31589961181012,73.31589961181012,0.5288510342564671,0.02438272856731779,"[1665.1282001376753, -1293.7867080904005]",1665.1282001376753,-1293.7867080904005,"[1063.3296192058153, -61.495582815566095]","[0.8269046688470835, 0.5986047343169315]","{'std': 0.1, 'mean': 0.0013593544424448586, 'sample_std': 0.10127249226539088, 'l2': 3.508498060562756, 'first': -0.18857153049335595, 'last': -0.18606625244117816, 'samples': 1200}",0.1,0.0013593544424448586,3.508498060562756,1200,updated
169,-73.38500995550602,73.38500995550602,0.5356707539219978,0.02435351371797389,"[707.6826561174602, 21701.37913977385]",707.6826561174602,21701.37913977385,"[455.83273029486907, 1030.4465996640974]","[0.8375379650391416, 0.5979897784887759]","{'std': 0.1, 'mean': -0.0005665457217405071, 'sample_std': 0.10044429645791299, 'l2': 3.4795478438981005, 'first': -0.0011700825090011661, 'last': -0.007967221119165943, 'samples': 1200}",0.1,-0.0005665457217405071,3.4795478438981005,1200,updated
170,-72.77683788760365,72.77683788760365,0.5386122597344754,0.02484699871379702,"[-7282.831004934042, -131235.04764429625]",-7282.831004934042,-131235.04764429625,"[-4708.253649771227, -6338.55399529887]","[0.8420962923420903, 0.6082942444854168]","{'std': 0.1, 'mean': 0.00600777512647789, 'sample_std': 0.09913622480496151, 'l2': 3.440479809076088, 'first': 0.04988276239342698, 'last': 0.11851154815196288, 'samples': 1200}",0.1,0.00600777512647789,3.440479809076088,1200,updated
171,-76.22690315588986,76.22690315588986,0.5087516613387807,0.021942002387972743,"[-5881.202156819782, -88951.09111096115]",-5881.202156819782,-88951.09111096115,"[-3657.5126927532256, -3862.041138371894]","[0.795013755844378, 0.5449087045324281]","{'std': 0.1, 'mean': 0.0014864806255872592, 'sample_std': 0.10097035816661497, 'l2': 3.4980948276931696, 'first': -0.03670312026542604, 'last': -0.0919338920752743, 'samples': 1200}",0.1,0.0014864806255872592,3.4980948276931696,1200,updated
172,-78.68837787584671,78.68837787584671,0.48635776893077687,0.020319845715951614,"[9786.413626816431, 70089.3406602074]",9786.413626816431,70089.3406602074,"[5897.522055323314, 2846.2346540749736]","[0.7584386289168457, 0.5062882931487092]","{'std': 0.1, 'mean': -0.0036886870283788734, 'sample_std': 0.09904568931826772, 'l2': 3.433421905538114, 'first': 0.20639716596673685, 'last': -0.17422838496664764, 'samples': 1200}",0.1,-0.0036886870283788734,3.433421905538114,1200,updated
173,-77.44630859885297,77.44630859885297,0.5228138101419179,0.021504785877852123,"[-6106.000060488066, -109974.55519360298]",-6106.000060488066,-109974.55519360298,"[-3868.9731670530973, -4692.23060426698]","[0.8174138494700788, 0.5347506396894589]","{'std': 0.1, 'mean': 0.003080703066449343, 'sample_std': 0.0983809403068897, 'l2': 3.4096862284470855, 'first': 0.10685657505837254, 'last': -0.10432242947418716, 'samples': 1200}",0.1,0.003080703066449343,3.4096862284470855,1200,updated
174,-80.12028124487404,80.12028124487404,0.49869091854462616,0.019582234502005726,"[10438.332840533936, 162260.3895283277]",10438.332840533936,162260.3895283277,"[6402.131479619341, 6378.602054275859]","[0.7787241177995478, 0.4878283336467891]","{'std': 0.1, 'mean': -0.003822584413667256, 'sample_std': 0.098884411165417, 'l2': 3.428014980678619, 'first': 0.02810029356290944, 'last': 0.02103524487675907, 'samples': 1200}",0.1,-0.003822584413667256,3.428014980678619,1200,updated
175,-76.88100864257761,76.88100864257761,0.5390320295949147,0.022234821694567357,"[-216.2061217649051, 27740.63939381869]",-216.2061217649051,27740.63939381869,"[-139.8471931778654, 1218.3177170492672]","[0.8427454325957412, 0.5516143541895477]","{'std': 0.1, 'mean': -0.0007362000059458332, 'sample_std': 0.09923750256107203, 'l2': 3.437782524536571, 'first': -0.0833960890278213, 'last': 0.05861097540059105, 'samples': 1200}",0.1,-0.0007362000059458332,3.437782524536571,1200,updated
176,-75.85750449259001,75.85750449259001,0.5381279724033028,0.02277547077431484,"[9553.137295928846, 158447.59143216384]",9553.137295928846,158447.59143216384,"[6172.262403726675, 7104.362363965384]","[0.8413469606639625, 0.5637975313600404]","{'std': 0.1, 'mean': -0.004674650031824444, 'sample_std': 0.10144138255923738, 'l2': 3.517761751190592, 'first': -0.1010287858411778, 'last': 0.07481045716628322, 'samples': 1200}",0.1,-0.004674650031824444,3.517761751190592,1200,updated
177,-72.51025361141448,72.51025361141448,0.5789881579377942,0.02615750810574473,"[7096.691592473073, 120485.38576181358]",7096.691592473073,120485.38576181358,"[4809.91905491852, 6077.503239459929]","[0.9030695847012293, 0.6348411549996943]","{'std': 0.1, 'mean': -0.0037836131394985797, 'sample_std': 0.10359436349036051, 'l2': 3.5910067460859483, 'first': 0.14455868886275544, 'last': -0.07803253874781242, 'samples': 1200}",0.1,-0.0037836131394985797,3.5910067460859483,1200,updated
178,-70.23288574509573,70.23288574509573,0.612169702636737,0.02937708326603006,"[1011.4636143358468, -7396.935872449308]",1011.4636143358468,-7396.935872449308,"[709.8882274328125, -410.94764764985314]","[0.9511687752504145, 0.6956161873942935]","{'std': 0.1, 'mean': -0.0016610347312690384, 'sample_std': 0.09810554805512534, 'l2': 3.398962946942786, 'first': -0.11173646282023775, 'last': -0.04880546439864658, 'samples': 1200}",0.1,-0.0016610347312690384,3.398962946942786,1200,updated
179,-70.05258589788092,70.05258589788092,0.6171644289619713,0.02914950466962038,"[-3809.143344398668, -70244.32801724778]",-3809.143344398668,-70244.32801724778,"[-2686.747410574109, -3877.6057306177636]","[0.9582676575247426, 0.691506710917795]","{'std': 0.1, 'mean': 0.004571906513173078, 'sample_std': 0.10004575098548939, 'l2': 3.469303322469641, 'first': -0.06078405128152477, 'last': 0.13769748572297988, 'samples': 1200}",0.1,0.004571906513173078,3.469303322469641,1200,updated
180,-71.7845489633654,71.7845489633654,0.598392146490446,0.02707304876448132,"[-4595.256117653531, -4736.7283189675845]",-4595.256117653531,-4736.7283189675845,"[-3180.0212790574647, -245.91904764478582]","[0.9314001834190015, 0.6527306536116174]","{'std': 0.1, 'mean': -0.0007010907983233076, 'sample_std': 0.10091918889838625, 'l2': 3.4960276113696227, 'first': -0.13907541867356185, 'last': 0.013176033768995036, 'samples': 1200}",0.1,-0.0007010907983233076,3.4960276113696227,1200,updated
181,-71.50464471175813,71.50464471175813,0.5766396112523756,0.026945625134686953,"[-1460.699419572683, 27823.468614482863]",-1460.699419572683,27823.468614482863,"[-987.4475611974634, 1438.8388694810626]","[0.8995999706284269, 0.6502714631351696]","{'std': 0.1, 'mean': 0.0015512538013157592, 'sample_std': 0.09724733398505904, 'l2': 3.369175036514022, 'first': 0.12438479199533975, 'last': -0.07022767875384572, 'samples': 1200}",0.1,0.0015512538013157592,3.369175036514022,1200,updated
182,-70.21168593093053,70.21168593093053,0.5699891401276811,0.027698324463208433,"[-1930.4846955459625, -83556.40064999968]",-1930.4846955459625,-83556.40064999968,"[-1295.3332707493073, -4421.428467491342]","[0.8897254950164523, 0.6646598518299802]","{'std': 0.1, 'mean': 0.004189722113703465, 'sample_std': 0.10088760449613741, 'l2': 3.4978614916589996, 'first': -0.15854102800183031, 'last': 0.06793541998329641, 'samples': 1200}",0.1,0.004189722113703465,3.4978614916589996,1200,updated
183,-73.26556007471643,73.26556007471643,0.5613404350086674,0.02543980194787203,"[-5147.504284115068, 36650.27094875126]",-5147.504284115068,36650.27094875126,"[-3419.8429691664924, 1805.8654424798965]","[0.8767721623089592, 0.6204455671550668]","{'std': 0.1, 'mean': -0.0021913535762365936, 'sample_std': 0.10063981832658055, 'l2': 3.487091922499874, 'first': -0.007029328850218543, 'last': -0.0985093255842404, 'samples': 1200}",0.1,-0.0021913535762365936,3.487091922499874,1200,updated
184,-71.94806296284371,71.94806296284371,0.5389209776653342,0.02634282918257825,"[1349.1294464612947, -23320.851195982264]",1349.1294464612947,-23320.851195982264,"[872.5284325743701, -1183.3447464008173]","[0.8425737326172942, 0.6385042215798657]","{'std': 0.1, 'mean': -0.0029210269468678404, 'sample_std': 0.10438737350541803, 'l2': 3.6175001554859367, 'first': 0.06922965809314836, 'last': 0.1985373249684066, 'samples': 1200}",0.1,-0.0029210269468678404,3.6175001554859367,1200,updated
