evaluation,phase,candidate_kp,candidate_ki,mean_objective,objective_std,risk_objective,worst_objective,safety_margin,safe,predicted_safety_margin,predicted_safety_std,selected
1,known baseline,0.5180268093342882,0.004056691798618943,35.701299970756395,21.946545267994523,52.16120892175229,125.24025030440774,2.377636061087152,0,nan,nan,1
2,local qualification seed,0.41442144746743065,0.0032453534388951545,34.99576746514309,20.654591960235223,50.486711435319506,122.25580308421834,2.377636061087152,0,nan,nan,0
3,local qualification seed,0.6216321712011461,0.0036510226187570468,38.30025300121222,23.034215109019947,55.57591433297718,129.0679306939523,2.377636061087152,0,nan,nan,0
4,local qualification seed,0.46622412840085964,0.0048680301583427284,34.50369129069015,21.755689539318908,50.82045844517933,128.0479698886205,2.377636061087152,0,nan,nan,0
