controller,minute,zone_c,measurement_c,setpoint_c,outdoor_c,internal_load_w,command_pct,requested_command_pct,kp,ki,inference_us,fallback_active
Bayesian Auto-tune,0.0,28.526330420675666,28.489484718708137,24.5,32.96472381958992,550.0,30.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,1.0,28.5525626650239,28.504774888631598,24.5,32.98159220717789,550.0,35.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,2.0,28.578697285727706,28.518363101192843,24.5,32.99847998378223,550.0,40.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,3.0,28.60473483208834,28.544820064857632,24.5,33.01538682788403,550.0,45.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,4.0,28.63067585004166,28.57004912943601,24.5,33.03231241760133,550.0,50.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,5.0,28.656520882174426,28.61561377448023,24.5,33.04925643069531,550.0,55.00000000000001,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,6.0,28.682270467740548,28.64628778399779,24.5,33.06621854457638,550.0,60.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,7.0,28.707925142677215,28.672617656091425,24.5,33.08319843631034,550.0,65.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,8.0,28.724179317172005,28.685075886012438,24.5,33.10019578262454,550.0,70.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,9.0,28.7310782876382,28.700567475661202,24.5,33.117210259913996,550.0,75.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,10.0,28.728667118514835,28.70408091541942,24.5,33.13424154424759,550.0,80.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,11.0,28.716990643455325,28.711255550771273,24.5,33.151289311374214,550.0,85.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,12.0,28.696093466510035,28.756992100594214,24.5,33.16835323672896,550.0,90.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,13.0,28.66601996330277,28.75270906613392,24.5,33.18543299543929,550.0,95.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,14.0,28.626814282201238,28.728410300126402,24.5,33.202528262331214,550.0,100.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,15.0,28.578520345481547,28.712959568159036,24.5,33.21963871193549,550.0,100.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,16.0,28.521181850486713,28.633835864194978,24.5,33.23676401849382,550.0,100.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,17.0,28.45484227077925,28.603469827264004,24.5,33.25390385596506,550.0,100.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,18.0,28.379544857287858,28.549599572721192,24.5,33.27105789803141,550.0,100.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
Bayesian Auto-tune,19.0,28.295332639448244,28.476284187032643,24.5,33.288225818104635,550.0,100.0,100.0,0.9607968716169869,2.20347336505377e-05,0.0,0
