fit_scenario,minute,error_c,error_rate_c_per_min,nearest_error_rule,nearest_delta_rule,label_kp,label_ki
1.0,280.0,0.07452093569242635,0.007266894225944042,2.0,2.0,0.306480200799441,0.003144117892617831
1.0,285.0,0.12613536472073505,0.01032288580566174,2.0,2.0,0.306480200799441,0.003144117892617831
1.0,290.0,0.13687781091516626,0.002148489238886242,2.0,2.0,0.306480200799441,0.003144117892617831
1.0,295.0,0.16232648704159303,0.005089735225285353,2.0,2.0,0.306480200799441,0.003144117892617831
1.0,300.0,0.14746561679133663,-0.0029721740500512793,2.0,2.0,0.306480200799441,0.003144117892617831
2.0,0.0,0.8284573074533697,0.0,3.0,2.0,0.458551190657499,1.1612022034638792e-05
2.0,5.0,1.126900133563666,0.05968856522205925,3.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,10.0,1.5002280527477225,0.07466558383681132,3.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,15.0,1.6422918004664098,0.02841274954373745,3.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,20.0,1.3382053950657422,-0.06081728108013351,3.0,1.0,0.458551190657499,1.1612022034638792e-05
2.0,25.0,0.7396705355756872,-0.11970697189801101,2.0,1.0,0.458551190657499,1.1612022034638792e-05
2.0,30.0,-0.10137919275182483,-0.1682099456655024,2.0,1.0,0.458551190657499,1.1612022034638792e-05
2.0,35.0,-0.8213780577210166,-0.14399977299383834,1.0,1.0,0.458551190657499,1.1612022034638792e-05
2.0,40.0,-1.2646952052041307,-0.08866342949662283,1.0,1.0,0.458551190657499,1.1612022034638792e-05
2.0,45.0,-1.160117521260915,0.020915536788643153,1.0,2.0,0.458551190657499,1.1612022034638792e-05
2.0,50.0,-0.8336830856545525,0.06528688712127248,1.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,55.0,-0.4400158832951462,0.07873344047188127,1.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,60.0,0.002633621541665576,0.08852990096736235,2.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,65.0,0.47751255418859984,0.09497578652938685,2.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,70.0,0.8989685655265127,0.08429120226758258,3.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,75.0,1.2752349371594285,0.07525327432658316,3.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,80.0,1.4067637584689834,0.02630576426191098,3.0,3.0,0.458551190657499,1.1612022034638792e-05
2.0,85.0,1.2716206445274736,-0.02702862278830196,3.0,1.0,0.458551190657499,1.1612022034638792e-05
2.0,90.0,0.799234591712171,-0.0944772105630605,3.0,1.0,0.458551190657499,1.1612022034638792e-05
