figure,timeseries,ordinal,noise_seed,imc_objective,validation_passed,reason
fig_median_coaxial.png,exemplar_median_timeseries.csv,37,700043,34.339973301045255,0.0,median IMC objective of the 80 sealed scenarios
fig_failure_coaxial.png,exemplar_failure_timeseries.csv,13,700019,119.61137102175161,0.0,highest-objective IMC validation failure (tuning-analysis case)
