minute,zn_zone_c,imc_zone_c,bo_zone_c,safe-bo_zone_c,fnn_zone_c,rl_zone_c,llm_zone_c,zn_command,imc_command,bo_command,safe-bo_command,fnn_command,rl_command,llm_command,setpoint_c
45.0,25.54642549426606,25.66113010367826,25.58099616104825,25.66113010367826,25.66113010367826,26.03383360985876,25.66113010367826,0.8200000000000001,0.4,0.39,0.4,0.4,0.67,0.4,25.45549034389096
46.0,25.459476444903338,25.599723962642603,25.51033042041307,25.599723962642603,25.599723962642603,25.96491019089309,25.599723962642603,0.77,0.35000000000000003,0.34,0.35000000000000003,0.35000000000000003,0.63,0.35000000000000003,25.45549034389096
47.0,25.372709648050208,25.5426291228147,25.444077757129147,25.5426291228147,25.5426291228147,25.897547472891493,25.5426291228147,0.72,0.3,0.29,0.3,0.3,0.6,0.3,25.45549034389096
48.0,25.28618853165134,25.490048659314603,25.382615299731714,25.490048659314603,25.490048659314603,25.831998991138402,25.490048659314603,0.67,0.26,0.25,0.26,0.26,0.5700000000000001,0.26,25.45549034389096
49.0,25.2000740671372,25.442297157390964,25.326308671713125,25.442297157390964,25.442297157390964,25.76869886302599,25.442297157390964,0.62,0.25,0.25,0.25,0.25,0.55,0.25,25.45549034389096
50.0,25.114790724611648,25.399586548067248,25.27555219873054,25.399586548067248,25.399586548067248,25.707863893871348,25.399586548067248,0.0,0.25,0.25,0.25,0.25,0.52,0.25,25.45549034389096
51.0,25.031070278320946,25.361958041295477,25.230589172344697,25.361958041295477,25.361958041295477,25.649470122731426,25.361958041295477,0.0,0.25,0.0,0.25,0.25,0.49,0.25,25.45549034389096
52.0,24.94960544483977,25.329339369590247,25.191351148031778,25.329339369590247,25.329339369590247,25.593493846615306,25.329339369590247,0.0,0.25,0.0,0.25,0.25,0.47000000000000003,0.25,25.45549034389096
53.0,24.871046584117202,25.301693810721524,25.157941189925552,25.301693810721524,25.301693810721524,25.540016076795375,25.301693810721524,0.0,0.25,0.0,0.25,0.25,0.44,0.25,25.45549034389096
54.0,24.796044887436587,25.279264740614327,25.130661848318944,25.279264740614327,25.279264740614327,25.489387814323603,25.279264740614327,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,25.45549034389096
55.0,24.72517979522079,25.262408939728132,25.10977822129842,25.262408939728132,25.262408939728132,25.441959858414663,25.262408939728132,0.0,0.0,0.0,0.0,0.0,0.36,0.0,25.45549034389096
56.0,24.658966008178528,25.2513360900048,25.09541718902998,25.2513360900048,25.2513360900048,25.397971276522604,25.2513360900048,0.0,0.0,0.0,0.0,0.0,0.33,0.0,25.45549034389096
57.0,24.59785982109339,25.245843229092582,25.08719654982161,25.245843229092582,25.245843229092582,25.357528367296585,25.245843229092582,0.0,0.0,0.0,0.0,0.0,0.3,0.0,25.45549034389096
58.0,24.548219119212174,25.2454234473966,25.08448104564073,25.2454234473966,25.2454234473966,25.32075554662749,25.2454234473966,0.0,0.0,0.0,0.0,0.0,0.29,0.0,25.45549034389096
59.0,24.513344373692753,25.249546563608416,25.08930866231272,25.249546563608416,25.249546563608416,25.2878326621767,25.249546563608416,0.0,0.0,0.0,0.0,0.0,0.27,0.0,25.45549034389096
60.0,24.49171789326223,25.257733956987213,25.10268209610632,25.257733956987213,25.257733956987213,25.25881264388376,25.257733956987213,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
61.0,24.481969345991864,25.269553588355475,25.12369335721129,25.269553588355475,25.269553588355475,25.233771824101588,25.269553588355475,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
62.0,24.482861531831887,25.287227025488356,25.151522892369766,25.287227025488356,25.287227025488356,25.212846740830447,25.287227025488356,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
63.0,24.49327752800408,25.311922804693097,25.185431043635226,25.311922804693097,25.311922804693097,25.196364709150686,25.311922804693097,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
64.0,24.512209074788085,25.342882746435365,25.224750331332704,25.342882746435365,25.342882746435365,25.18454941511999,25.342882746435365,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
65.0,24.538746082018708,25.37942262491626,25.268878481694564,25.37942262491626,25.37942262491626,25.17745294047327,25.37942262491626,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
66.0,24.572067148159018,25.420925024513842,25.31727212731961,25.420925024513842,25.420925024513842,25.174908628036928,25.420925024513842,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
67.0,24.61143099424796,25.466832885564806,25.369441115535803,25.466832885564806,25.466832885564806,25.176723821201698,25.466832885564806,0.0,0.0,0.0,0.0,0.0,0.25,0.0,25.45549034389096
68.0,24.65616872444806,25.516643672973085,25.424943366011078,25.516643672973085,25.516643672973085,25.18279400498077,25.516643672973085,0.0,0.25,0.0,0.25,0.25,0.25,0.25,25.45549034389096
69.0,24.705676833436012,25.56990410754988,25.483380224616045,25.56990410754988,25.56990410754988,25.192812818552795,25.56990410754988,0.0,0.25,0.0,0.25,0.25,0.25,0.25,25.45549034389096
70.0,24.759410888574713,25.62620540578798,25.544392265655947,25.62620540578798,25.62620540578798,25.20635868618044,25.62620540578798,0.0,0.25,0.0,0.25,0.25,0.25,0.25,25.45549034389096
71.0,24.816879821758153,25.685178979012278,25.607655499209244,25.685178979012278,25.685178979012278,25.223051111818823,25.685178979012278,0.0,0.25,0.25,0.25,0.25,0.25,0.25,25.45549034389096
72.0,24.877640772102723,25.746492547581877,25.672877944484526,25.746492547581877,25.746492547581877,25.242546711398234,25.746492547581877,0.0,0.25,0.25,0.25,0.25,0.25,0.25,25.45549034389096
73.0,24.941294426334643,25.80984663009595,25.73979653387894,25.80984663009595,25.80984663009595,25.264535627980493,25.80984663009595,0.0,0.25,0.25,0.25,0.25,0.25,0.25,25.45549034389096
74.0,25.007480808851348,25.874971371419488,25.80817431582899,25.874971371419488,25.874971371419488,25.288738292846176,25.874971371419488,0.0,0.27,0.25,0.27,0.27,0.25,0.27,25.45549034389096
75.0,25.075875478068358,25.941623676836567,25.877797927623316,25.941623676836567,25.941623676836567,25.314902499134497,25.941623676836567,0.0,0.31,0.27,0.31,0.31,0.25,0.31,25.45549034389096
76.0,25.14618608984951,26.006973098849308,25.948475312128988,26.006973098849308,26.006973098849308,25.34280075787813,26.006973098849308,0.0,0.36,0.32,0.36,0.36,0.25,0.36,25.45549034389096
77.0,25.218149292600906,26.06930207178048,26.020033654895972,26.06930207178048,26.06930207178048,25.37222790918511,26.06930207178048,0.0,0.39,0.37,0.39,0.39,0.25,0.39,25.45549034389096
78.0,25.291527922026592,26.12887381032527,26.092317520375463,26.12887381032527,26.12887381032527,25.402998963949074,26.12887381032527,0.0,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.25,0.41000000000000003,25.45549034389096
79.0,25.36610846663167,26.185926412518697,26.16257564409577,26.185926412518697,26.185926412518697,25.43494715384438,26.185926412518697,0.0,0.43,0.43,0.43,0.43,0.25,0.43,25.45549034389096
80.0,25.44169877784847,26.240675280328592,26.229161985282868,26.240675280328592,26.240675280328592,25.467922169509027,26.240675280328592,0.0,0.48,0.48,0.48,0.48,0.25,0.48,25.45549034389096
81.0,25.51812600118198,26.29331530672071,26.29240436450013,26.29331530672071,26.29331530672071,25.50178856875721,26.29331530672071,0.0,0.53,0.53,0.53,0.53,0.26,0.53,25.45549034389096
82.0,25.595234707048395,26.34381392981257,26.352599234389537,26.34381392981257,26.34381392981257,25.53642433841554,26.34381392981257,0.0,0.5700000000000001,0.58,0.5700000000000001,0.5700000000000001,0.27,0.5700000000000001,25.45549034389096
83.0,25.6728852020381,26.391791280390805,26.40980578168963,26.391791280390805,26.391791280390805,25.571719594959884,26.391791280390805,0.28,0.61,0.63,0.61,0.61,0.3,0.61,25.45549034389096
84.0,25.75095200319383,26.43666150311322,26.463622560552743,26.43666150311322,26.43666150311322,25.607575410559907,26.43666150311322,0.33,0.63,0.68,0.63,0.63,0.3,0.63,25.45549034389096
85.0,25.82932245957436,26.478040228931974,26.513477772111877,26.478040228931974,26.478040228931974,25.643902752430837,26.478040228931974,0.38,0.67,0.73,0.67,0.67,0.33,0.67,25.45549034389096
86.0,25.907895506891833,26.51583497510325,26.558967849300625,26.51583497510325,26.51583497510325,25.68062152455937,26.51583497510325,0.43,0.6900000000000001,0.78,0.6900000000000001,0.6900000000000001,0.35000000000000003,0.6900000000000001,25.45549034389096
87.0,25.986580542382203,26.550038186057392,26.600016498619084,26.550038186057392,26.550038186057392,25.717659701925555,26.550038186057392,0.48,0.72,0.8300000000000001,0.72,0.72,0.37,0.72,25.45549034389096
88.0,26.065296408307056,26.58033303136523,26.636389955368035,26.58033303136523,26.58033303136523,25.754952548295705,26.58033303136523,0.53,0.73,0.86,0.73,0.73,0.37,0.73,25.45549034389096
89.0,26.1439704736046,26.606223901896783,26.667667650864978,26.606223901896783,26.606223901896783,25.792337448564687,26.606223901896783,0.58,0.75,0.89,0.75,0.75,0.39,0.75,25.45549034389096
