episode,environment_steps,epsilon,episode_reward,moving_average_reward_20,mean_abs_td_error,visited_states,state_coverage_pct,visited_full_states,full_state_coverage_pct,greedy_policy_changes,mean_kp,mean_ki,final_kp,final_ki,validation_baseline_objective,validation_learned_objective,deployment_accepted,checkpoint_validation_objective,best_checkpoint_validation_objective,fit_scenarios,validation_scenarios,selected_policy_family
32.0,7680.0,0.23966666666666667,-91.14945090450739,-104.60832459190792,1.997460474046339,23.0,92.0,38.0,50.66666666666667,5.0,0.4831704959018775,0.0036145509311415647,0.5180268093342884,0.0030425188489642064,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
33.0,7920.0,0.23933333333333334,-34.22300681461237,-102.08860592654196,0.6344621510927815,23.0,92.0,38.0,50.66666666666667,2.0,0.4412153838219129,0.0036181369980957563,0.4273721177007879,0.0030425188489642064,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
34.0,8160.0,0.239,-71.68732833993175,-104.1599525881879,1.4786841159299577,23.0,92.0,38.0,50.66666666666667,1.0,0.46476765868531705,0.0035866892421972814,0.38852010700071626,0.0030425188489642064,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
35.0,8400.0,0.23866666666666667,-49.43765458239869,-99.72445004627232,1.058844111013185,23.0,92.0,39.0,52.0,6.0,0.5062932273416201,0.0037581202845815205,0.4561466122762527,0.003614512392569478,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
36.0,8640.0,0.23833333333333334,-121.80385797301541,-99.86176327061455,2.4961111106549896,23.0,92.0,40.0,53.333333333333336,7.0,0.4979076609621516,0.003933462558395051,0.4515851461534902,0.004056691798618942,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
37.0,8880.0,0.238,-40.976010672042804,-98.29219487241032,0.8352666525309838,24.0,96.0,41.0,54.666666666666664,2.0,0.47491783525485715,0.003455779022501273,0.5698294902677172,0.0030425188489642064,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
38.0,9120.0,0.23766666666666666,-57.949267372262604,-96.99622465075487,1.3340366732555016,25.0,100.0,42.0,56.00000000000001,7.0,0.4730922685507915,0.003685906846356609,0.47010932947086675,0.004410006328300811,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
39.0,9360.0,0.23733333333333334,-21.899207362692213,-93.82206638925877,0.4070526711343634,25.0,100.0,42.0,56.00000000000001,4.0,0.5311589616265158,0.003411765230017708,0.45237680556322574,0.0032859203568813434,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
40.0,9600.0,0.237,-262.89693027342065,-102.92638558408336,5.332241429943149,25.0,100.0,42.0,56.00000000000001,7.0,0.5023761032239374,0.0038099925780151474,0.4662241284008595,0.004056691798618942,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
41.0,9840.0,0.23666666666666666,-71.60156295595954,-100.12756537821437,1.5586973186153077,25.0,100.0,42.0,56.00000000000001,3.0,0.48865605572463267,0.0034779986707654583,0.596092392922607,0.00404959258797136,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
42.0,10080.0,0.23633333333333334,-65.07657979356907,-101.37440563149516,1.3403408998044621,25.0,100.0,42.0,56.00000000000001,6.0,0.48425878513429116,0.003777583289490362,0.5473759347315033,0.003936203995508161,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
43.0,10320.0,0.236,-11.623099916496944,-97.26325564778179,0.42844813028412804,25.0,100.0,42.0,56.00000000000001,1.0,0.4985563084491927,0.003377299461802132,0.461561887116851,0.0030425188489642064,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
44.0,10560.0,0.23566666666666666,-74.30752692476499,-99.06497088122379,1.496939597254851,25.0,100.0,42.0,56.00000000000001,0.0,0.4831361272513288,0.003271702074699246,0.6734348521345749,0.0030425188489642064,nan,nan,nan,nan,37.841269507972456,48.0,16.0,
